Year,Season,blueTeamTag,bResult,redTeamTag,gamelength,game_id
2015,Summer,MSE,1,LGS,35,c38d0a38-5c7b-4fa1-a7d7-4e14638f2d0a
2015,Summer,ANC,1,SSB,32,08aed957-f441-42d4-8b5b-65fcb8db3055
2015,Spring,JAG,0,GET,43,b4b7380e-61ab-4d5d-a0d0-9944141c838e
2016,Spring,OPK,1,RED,41,4267a762-723f-4ad5-a997-8516f849fee7
2016,Summer,HWA,0,DP,39,0d84fa27-a3bd-4f0f-b91b-b6041deb6a32
2015,Spring,ROC,0,FNC,27,88f45e2e-c851-4296-8236-13d7704ed506
2016,Summer,SPY,1,GIA,25,9f409ccb-20cd-41ae-9ba9-f539dd3bbde3
2015,Spring,MIL,0,UOL,31,251b20f4-b2fe-4769-a9f6-0c8c21505c54
2016,Summer,VEG,1,EMP,46,7f5f45a0-bfc1-457e-b79f-dd45149dc0d1
2015,Spring,EDG,1,AHQ,46,005f018f-6b71-4943-a556-497097d7f164
2016,Summer,H2K,1,G2,34,5694315d-2f9f-400c-b86b-305c3a5a3435
2016,Spring,JAG,1,SKT,61,e27da075-cc03-4a62-b104-5d450cb3ddb5
2015,Spring,CST,0,TL,37,41665f90-2df9-4d71-a383-98bf0cb28bfe
2016,Spring,FNC,1,VIT,34,2a84bdb1-caef-4c8f-bfe0-4d191bfe307a
2015,Summer,TDK,1,C9,38,911637d4-9b6f-4fc1-b9a4-4460b9224689
2015,Summer,LZ,0,SSG,46,d9f321b2-d784-4857-9213-bc19160f0b64
2015,Summer,TPA,1,AS,26,d3f4317a-7256-4be4-b3d0-7cb23c800da5
2015,Summer,NJF,1,CJE,52,2b3f71c9-9874-4d2f-9ccf-8d9adac1007b
2016,Summer,UOL,0,VIT,40,881725c9-04bc-4d91-93f7-d63f9b7cd839
2016,Summer,AFs,1,LZ,44,cbe3951d-1528-452e-8279-360e40b1cb02
2015,Summer,HKE,1,TPA,32,8c3c055e-2e41-495d-9456-dd914912e553
2015,Spring,H2K,1,GIA,32,090e8047-4e02-45de-9e73-1dc7f4b9d7b9
2015,Spring,T8,0,TL,46,86e9a0a3-9501-46fc-8ced-23665ac8ab0f
2015,Spring,BPI,0,A,39,751f5eda-be44-439d-be81-d300bfde9c61
2015,Summer,DIG,1,T8,38,e097c282-2be2-40aa-9420-109235f17e9e
2016,Spring,IMG,1,T8,32,05c2ae4b-d147-4e84-a99d-f9214165088d
2016,Spring,CHF,1,DW,48,71c5dabd-3190-4a77-8fe0-7862d3032cac
2015,Summer,TSM,1,LGD,36,d16052dd-ce73-482e-accd-9edf27f46c37
2016,Summer,OG,0,H2K,44,e7d771ec-45a7-41bb-aa43-7cdecfe6e3cc
2016,Spring,SSG,1,AFs,29,665034fd-f256-4e72-b57f-409eaa3336ed
2015,Spring,NJE,0,JAG,52,c6da15ad-b7a2-4ace-9421-125695959ae2
2016,Spring,DW,0,TRI,38,7e8c5b0c-348b-4069-90a0-41ad50738b99
2016,Summer,CJE,0,kt,53,e61cdd7b-fdec-4b32-8490-2d0c6b4ffdbb
2015,Spring,WFX,1,GV,40,cad48c42-5dd5-4286-9bbe-2007013bd17a
2016,Summer,TM,0,M17,30,d4cbda99-c7d7-493b-b519-ae590106588d
2016,Spring,kt,1,SSB,42,02c26aa0-2cdf-4713-b203-cdf35d06c4d5
2015,Spring,CJE,1,IM,31,3fed935e-c494-462b-b8a3-81bf786dda1c
2016,Summer,APX,0,TSM,32,899cc0f5-66a1-4f94-97ab-abd46fb298ca
2015,Summer,ANC,1,NJF,33,922a0f8d-ae50-4c76-91f0-6106162d3bf9
2015,Summer,HKE,0,FW,42,0b8cfa3e-72e3-40ec-b82f-99f405d26895
2016,Summer,SPY,1,OG,41,b542e897-efc0-422f-99c3-cc1bf7b8459c
2015,Spring,CA,0,CLG,29,58625bac-746d-4de0-9c0f-0dddf6906f12
2016,Spring,DW,1,SIN,44,e99a393b-d188-492c-84cd-186e977beafd
2016,Spring,SKT,1,LZ,28,364e5c4a-afae-409d-b900-c343fc09c5c7
2016,Summer,,1,,41,6f70e394-3787-4e57-97b2-20972370663a
2016,Summer,AV,1,LGC,43,dae3c32b-cd85-4259-a620-62dc079f4993
2015,Summer,LGS,0,ahq,31,d73987fb-9059-4f8a-8473-53c071612435
2015,Summer,OHM,0,TT,40,e6892f3e-f075-4314-b986-5fec7e121949
2016,Spring,JST,1,VEG,43,023abc41-e819-47c6-8534-6bcd9af0c599
2016,Summer,G2,0,ROX,36,fd8998d4-e907-4d24-8dd0-5039b6f9b544
2016,Summer,LGC,0,AV,34,641aeef6-360a-4cc0-9fe7-07a1698bb3a6
2016,Summer,ESC,1,CJE,41,c3b5f6d8-67bb-4d47-9415-adca0b2713f2
2016,Summer,TM,0,AV,53,bb412b4f-5d0e-47a5-a8aa-97bb5bf70271
2016,Spring,SUP,0,TT,52,16bff5ca-5de2-49ad-8948-f9d316330f55
2016,Summer,C9,0,TSM,40,c8af19e9-a31c-4560-b898-4666092c29d7
2016,Summer,DP,1,CRW,26,beac380b-afb5-46e2-b29a-235048dfcffb
2016,Spring,UOL,1,FNC,48,510887f7-218c-4526-aa67-047a327f1576
2016,Summer,ROX,0,kt,43,93915bb3-41a7-4337-84ce-8475f80c0e20
2016,Summer,GIA,0,UOL,34,0ec6fd8f-4ab6-4094-9a19-5d484398b4df
2015,Summer,SKT,1,CJE,33,3d26d977-7344-4f41-9d4d-8dcb0302160d
2016,Summer,FNC,1,OG,38,9cc98351-6ba5-4ce0-9a95-d3232fca4a93
2015,Summer,ANC,1,SSB,46,43855500-bb69-4e07-b2b6-cb3cc687b530
2016,Spring,M17,0,FW,48,e93b5633-9767-4234-b78f-ec9178b0230e
2016,Summer,HLN,0,AE,39,f36e2815-bbf7-48b8-aeb2-5d9154e35eb4
2016,Summer,ESC,0,ROX,29,a7d21287-5579-4e8f-8f3e-1474e885e678
2016,Summer,kt,1,SSG,46,d1e22c41-d73b-409a-8d75-8c02059adcdd
2015,Spring,,1,ahq,32,0fb7c626-e380-433e-b7e7-c7e8c582e80c
2015,Summer,DP,1,TT,30,868b3673-9293-4a46-883a-574de88981ed
2016,Summer,H2K,0,SPY,42,50addc09-12ac-42c9-aeab-5dcf93c384fe
2016,Summer,ITZ,1,KBM,29,380696d6-bc96-4ddb-9b4f-97daabcd88d7
2016,Spring,IMT,0,TSM,44,851cc14e-9d23-49d9-8d7a-ab389f6b3406
2016,Summer,SSG,0,kt,35,7d99eeee-eb1d-491b-aab7-dfa921d5daf0
2015,Summer,FNC,1,CW,33,7e09bdd7-adad-4da9-93d7-bac131ee0545
2016,Spring,ahq,1,M17,45,51c04264-6cf5-40c8-a938-56a3ad26e0d4
2015,Summer,SKT,1,OG,26,ca00642f-7a3e-4515-858b-63191e8a5230
2016,Spring,EL,1,FNC,37,d4bfd980-2c24-4371-9038-3f0d2164abd9
2016,Summer,TM,0,FW,30,9d59999c-0507-4f71-9077-853c54a7542f
2015,Spring,GMB,0,SK,43,5e49bd1b-bdd0-45c2-afb1-a480697dfbe8
2016,Summer,FOX,1,TL,36,b87c04dc-0319-406a-a443-80a900f75ccf
2016,Spring,7h,0,CRJ,36,18985e09-33b1-4bd0-89e4-552f17d99a9e
2016,Spring,KBM,0,CNB,44,ac8ca031-eba7-4d54-844b-b48a42410012
2015,Spring,CLG,0,TL,33,e826e1ee-86ba-484a-a647-ee0779fa61f4
2015,Spring,NJE,0,GET,39,2e33c3b3-c1d6-4679-8f67-dea085c0f55f
2016,Spring,SSB,0,EMF,57,6e23f13b-1e75-467e-b22b-7405c754b291
2016,Summer,SSG,1,H2K,27,0275859c-58f4-408b-841c-2edf0c988d47
2016,Spring,RPG,0,DFM,44,606cf223-b1c1-4a0a-a39e-413c1d88c12e
2016,Spring,DIG,1,REN,48,943f7563-72a4-46e1-b866-3755f9b75b32
2015,Spring,FAC,0,G2,66,5057cc8d-8611-4980-81b7-840a49b0acda
2015,Summer,HKE,0,FW,34,4bedc4bd-5de4-4ac9-bf2b-5131245489d9
2016,Summer,SPY,0,G2,38,5675473e-6bcb-413d-b04a-64279c753c86
2015,Summer,T8,1,NME,49,84e4ad3b-d62a-4ad1-88b0-0d09f5622b2e
2016,Summer,HLN,0,DW,28,e2b1b480-3af8-4555-a0a8-5e7a1bc5d292
2016,Summer,GlA,0,TL,40,8d900666-083f-49b2-8526-c4187a2e37e0
2016,Spring,LGC,1,INF,25,4fc6e9b8-557b-41da-8760-eb98f1a458de
2016,Spring,H2K,0,UOL,36,ca7eb331-54f5-49a6-a29d-670abecb46c2
2016,Summer,DP,1,HWA,30,822735f2-a33c-457a-8100-3844e11643fc
2015,Spring,TL,1,C9,33,98300fbb-fbff-42c3-b08b-4bfffc645861
2016,Summer,ROX,1,G2,44,a842d888-dea9-4ecb-acfc-dcbcf29d1407
2016,Spring,M17,0,FW,37,825065c4-5bde-42e2-aa0d-19be23d88993
2016,Spring,EMP,1,HR,45,059ad705-7338-4b10-84ac-08a7f78d2370
2016,Summer,ahq,1,TM,40,d13e5d04-80f0-498c-af2a-34d07056ead4
2016,Spring,AFs,1,CJ,33,916b11b2-71ec-4459-9598-67d72720812b
2015,Spring,DP,1,ZONE,42,e180414a-c3d0-4cee-a80e-cfc9eeb81302
2016,Spring,CHF,0,SIN,42,3c4f9931-9307-4b63-a5f4-fa1a07104f28
2015,Spring,H2K,0,SK,45,aca19fde-c9a2-4abb-bd0e-58590b1f475c
2016,Summer,AV,0,LGC,30,973b0de9-c4c9-4359-940a-6db48a3967b4
2016,Spring,TPA,1,XG,30,669a74a8-f40c-4e54-96be-ea07e64eb536
2016,Summer,KBM,1,OPK,59,709c3e76-5760-4315-a26c-b80645ec570b
2015,Summer,H2K,0,FNC,38,0dc14417-8e88-4641-a052-13e98e977cca
2016,Spring,7h,1,USG,31,004a6723-f15c-439f-9615-0babb56a62cd
2016,Summer,P1,1,IMT,39,7ea2753b-0738-491f-89d2-327dbb6296d2
2016,Summer,S04,0,G2,46,a566145e-27e2-4cea-8cf0-d6c6653c2533
2016,Summer,JTM,1,IMT,38,b8d5193e-2f43-4121-a052-d2f399699e21
2015,Spring,yoeFW,1,DoR,23,37bf75eb-a5da-4f39-be88-f99467ce95f6
2016,Summer,SPY,1,VIT,30,59bd1798-7f44-4669-98e2-6a9d32a8d42d
2016,Summer,ESC,1,SSG,43,366e2a42-eed0-4406-841d-e35d78798e63
2015,Summer,LZ,0,KOO,56,83e8d928-5463-4b7c-806e-54d0c0170d0b
2016,Spring,TIP,1,DIG,27,bd16c4f2-14aa-4ea1-bc23-baf7113d9bdd
2015,Summer,SSB,0,CJE,40,856d2191-b68e-4c04-958b-e9225bb9be5d
2016,Summer,MSE,0,FW,37,b009c62e-3d95-418f-b45a-0e3f517f3160
2016,Summer,IMT,1,C9,34,35f983a4-2aef-4acf-b00f-33765c856a43
2015,Spring,GET,1,JAG,54,40f5ff9c-3fd5-4fec-9564-125b304bc98e
2016,Summer,ROX,0,SKT,44,b0d8bf01-f624-45c3-9828-23cc16ca27f3
2016,Spring,RNG,1,CLG,44,979b4a04-453e-4a06-b771-250c96feaafe
2015,Summer,AHQ,0,SKT,28,6f439ed5-a947-4ca8-87fa-8d4582b6f686
2015,Spring,TIP,1,WFX,42,7f1c26a1-2d54-4cec-a40d-c5ad308cc8c6
2016,Summer,ahq,1,TM,30,6b12c983-c892-458b-96a0-14e3f1c33306
2016,Summer,TT,1,HWA,40,6f5b14c8-9472-4271-bee0-5761716b5f19
2016,Spring,CRJ,1,BE,30,10633b86-470e-4ef1-b3f0-343e5679c2a2
2015,Summer,HWA,1,CREW,30,fc54d33f-5396-4fc0-b981-51293ccd1db5
2016,Summer,P1,0,NV,28,19dfd8fb-876e-4be7-b69e-2403f73f7ee1
2016,Spring,RNG,1,FW,30,1e45adba-6390-42c6-9d12-5c138ffe8c20
2016,Spring,TT,0,SUP,28,19972125-eff9-4d41-8b84-a0356c58e722
2016,Spring,TSM,0,CLG,45,1f6eb0ab-4962-4b34-9d0d-32020f563509
2015,Summer,TL,1,TSM,44,251b7543-0a3c-4597-8cb1-04a3c3fcdc47
2015,Summer,Mac,0,FW,34,c0b753b7-d8b4-4f4c-ab2d-532bd7399b17
2015,Spring,kt,0,IM,41,9c31e22b-1fcb-441f-a293-f8ffcc5e0452
2016,Summer,XG,0,TPB,37,c943588b-e009-49be-94e0-008fdaf6d801
2015,Spring,CJE,1,SKT,44,58872589-79c5-4793-89ce-59ab697240fd
2016,Summer,H2K,0,SPY,24,91431851-f84c-4ae1-9954-8f531dc416d7
2015,Spring,MC,1,CF,27,7943097d-ad20-4d8f-b524-d5895493ae8a
2016,Spring,KDM,0,SSG,38,8ce3801d-c35d-492a-980c-ff2e0c82910d
2016,Spring,OG,1,G2,37,604d376a-6bbc-4c27-a068-4b035683e61f
2015,Summer,ESC,1,H2k,32,a8ded032-deb0-470a-9fe9-0af33bc74e8e
2016,Spring,IMG,0,T8,33,2d4666a7-df29-4d59-8348-7a7590524d7c
2016,Spring,SSB,1,KDM,50,9a10a1ab-1666-4257-8c18-2e2c96b8ce62
2015,Spring,MSE,1,DoR,26,95d3f8b4-b42a-47be-a0f5-c281381d09b3
2015,Spring,NJE,0,SKT,31,b14b89ab-344f-4f79-8c41-b071c90e71a1
2016,Spring,JST,0,VEG,38,7e48fb71-ef49-4ec1-9185-082164f607b2
2016,Spring,OG,0,H2K,56,8e6d4431-80e3-4c4e-bf2c-da85dba6056d
2015,Summer,T8,0,CLG,38,d2063c1e-4ad9-4567-ad2e-e9f389da1be6
2016,Spring,TL,0,FOX,58,a887c122-49c9-473a-bc36-a2a0223aed4c
2015,Spring,F5,0,FSN,35,c0747ac6-b977-4250-a699-f4c0b87af7db
2016,Spring,LZ,0,CJ,50,4b3e3058-917a-494c-b7a2-99db725390ff
2016,Summer,kt,0,ROX,36,cd98ccb7-fa85-4f6a-82f1-09acf4d435b2
2016,Summer,M17,0,FW,45,0dc432bd-2e1d-45e2-912f-97b0bcc5d0c1
2015,Summer,NJE,1,kt,45,980992c7-7cb9-4bb2-b731-ceefcaef31f5
2016,Spring,ITZ,1,PNG,29,264b7b01-fb67-45c0-bea0-cce393e77a30
2015,Summer,IG,1,AHQ,43,8ffe1a2a-1cf1-431f-b80c-99769c887744
2016,Summer,CLG,0,C9,35,f2098cda-61a6-4186-b700-475a2f5642b1
2015,Summer,LZ,0,SSG,48,2a361d9d-ad0f-4a80-8248-f325c81cecd2
2016,Spring,AV,1,SIN,36,b0745e72-696b-49ad-95c2-755d42acc04c
2016,Summer,JT,1,FW,54,b633fb2e-ce26-4cba-9d9b-e9fa0afd8c91
2015,Spring,GMB,0,MYM,42,92249a02-5e17-4663-8224-b04c727efc47
2016,Summer,ITZ,1,PNG,31,8cb6995c-7732-4a84-843a-ae2308fb0338
2016,Summer,CLG,1,TL,40,63f07764-52d4-4771-b80f-51b938c9bc0c
2016,Spring,HR,1,ROX,39,577ca7c5-ed77-42b7-a9c2-4a7a05cafb26
2016,Spring,TIP,0,CLG,24,ab85d145-66dd-40ff-9cab-f0ed813cdfd8
2016,Spring,RNG,1,G2,35,97d5711d-d4aa-440b-8eee-cb20c63edae6
2016,Summer,CLK,0,CRW,53,38eeaa41-0af7-48d6-8964-468b21254da9
2016,Summer,IMT,1,FOX,28,f1bd4117-23a1-4ab2-8da7-0792736e7c2d
2016,Spring,OPK,0,VFK,23,b010ef01-b43f-4dd8-a572-411d93b2bde9
2016,Summer,XG,0,ahq,42,196a9bd6-f156-4171-9cc4-0ba06a449af2
2016,Spring,RPG,0,7h,52,a466da54-ab30-4c79-86d2-fa3cafd11991
2016,Spring,SSG,1,CJ,28,3c2e2ade-3e29-4334-a102-529b53b901c2
2015,Spring,SK,0,yoeFW,35,ffb10df5-de4b-4db6-bb27-3e805ddd17a7
2016,Spring,SSB,0,LZ,39,fc2137c3-d19e-4c07-bcbe-779a797d2e33
2016,Summer,SPY,0,TSM,46,eed7bd0a-61e2-464a-b9e6-19dc8d8db1c4
2016,Summer,TL,1,NV,42,90fefad4-3d09-4a80-9cf0-7ff333ce04c1
2016,Summer,HKE,0,ahq,35,c7cebba9-f76d-4155-b540-f100d59bcdbe
2016,Spring,TRI,1,DW,34,28f2f68c-70f7-4c71-8546-f387c3cfa682
2016,Spring,CGE,0,FW,20,7ac1fbbc-73df-43ab-a1ec-36d31d883f6c
2016,Summer,VIT,0,ROC,50,d2316a4f-fb81-4bab-822d-bd4474a5f1d3
2016,Summer,NRG,0,IMT,35,2d733e7e-7e98-461a-af0a-50d830f9e2f9
2016,Summer,XG,1,MSE,42,4aaf8137-c6b8-47a4-8d16-cfd60ab3b8c5
2016,Summer,HKE,0,MSE,36,aeab476e-9e01-455e-8465-3cdc039d326f
2016,Spring,ROC,0,H2K,38,80e0b029-be60-4a0a-8560-6f4d17bfed1c
2016,Summer,ITZ,0,CNB,32,bc7ab890-1f86-49ae-a3c6-cc3635902664
2015,Summer,CLG,1,TSM,40,a3d922fc-ba91-4f47-a1e4-3d9e49750108
2015,Summer,MSE,0,HKE,35,00265d98-0c54-4c63-935e-7367e934f06f
2016,Summer,LZ,0,AFs,57,12571b17-c70d-4c07-944b-e4ed9b082039
2016,Spring,CJ,1,LZ,44,5e96a449-43f6-411d-877d-1172932bd9d6
2015,Summer,kt,1,CJE,31,2a71f9e0-4d4d-4aef-8780-a738d65ce4b1
2016,Summer,H2K,0,FNC,32,944c04f6-eed2-4376-a8c3-45155b1a1494
2015,Summer,SKT,1,BKT,27,ef35b8de-2c19-4fb4-8fa5-784d30474796
2016,Summer,IMT,0,CLG,43,a416ac67-0e5c-468c-b4c8-f205badd4b19
2015,Spring,HKES,1,LOG,44,3f40d475-aad8-4ba3-91f1-04d6e9425cdd
2015,Summer,DIG,0,GV,36,33c23441-f60b-4065-9f0e-6238ff2c06ec
2016,Summer,CJE,1,ESC,27,16c6011c-d527-4442-ac50-6635698340ce
2015,Summer,NJF,1,ANC,44,75558d3c-6f7c-41af-8adb-e6e83b164616
2015,Spring,DIG,0,WFX,40,7a2daf1d-e36d-49a9-8e1e-683e15a1ee57
2016,Summer,APX,1,CLG,41,fe136ede-c01d-4fe3-bcbd-2fcb94156133
2016,Spring,DP,1,NR1,29,675c6675-aaf6-4d14-ad0e-2090cfb92b28
2016,Spring,CGE,0,HKE,34,e0b71a17-ea57-4282-ac9e-5332aa2fb5d3
2016,Spring,QG,1,FNC,35,50f90487-8123-4a31-a7f9-d7ef454ca405
2014,Summer,AHQ,1,EDG,47,8ed119d0-db43-4ad8-8a01-a9f614b68635
2016,Spring,SPY,1,GIA,31,3192bdfd-325d-4069-9e79-62decfa6207f
2015,Spring,MYM,0,H2K,45,d3200a8e-49e1-4f3a-9582-46e277ce6a71
2016,Spring,SKT,1,FNC,37,f814ca23-3031-4b06-bbec-9b12e96b0bc2
2015,Summer,KOO,0,kt,51,533c8eef-b74f-4e8c-b00a-c8f6cdee382f
2016,Spring,ESC,0,TSM,35,c7b1ab40-d6e6-4178-89f7-00d365c645b3
2016,Spring,QG,1,FNC,41,2a832bec-c0ad-408a-a3d8-ece56d4275bd
2015,Summer,TL,1,T8,42,fe618d27-9ff1-4c8e-b8fc-7477d94a49ed
2016,Spring,NV,1,DF,22,e4827195-158f-45ef-bcf1-df1ea0b187e5
2016,Spring,SKT,1,CJ,43,102d7d12-5d53-4104-ad88-219e421a1380
2016,Summer,APX,0,C9,40,e301654d-b605-48c1-85c5-b9ee27265bc4
2016,Summer,AV,1,CHF,29,856c106f-8f32-4da0-bcb6-4b07597087e7
2016,Summer,SSB,0,ESC,77,774ceb74-176d-4243-8e30-992fc504d3ea
2016,Summer,,1,,39,e15957e5-fe57-4198-91fb-9da67235a622
2016,Summer,DW,1,CHF,33,d36135df-f57d-4946-aa39-69bf404b7887
2016,Spring,M17,1,MSE,36,f23f434a-e9f4-4ba4-9f1d-5ce173cf0965
2015,Summer,TDK,0,NME,48,8a2ced95-3f96-4e4c-a86a-e2e62acd24d9
2016,Summer,SSG,1,IMT,44,d87a31ff-1fda-44cf-8025-dd5f6ff1d49d
2015,Spring,FNC,1,MYM,28,f94bbf1c-6aeb-4fe4-8af0-82abf8fb493b
2016,Summer,UOL,1,FNC,28,9cab62e2-399d-4ea2-a736-34dcfcd7ecf4
2015,Spring,SSG,0,GET,37,16b947f9-d2d3-45e0-b725-56889da0ba18
2015,Spring,GV,0,TIP,26,4a714c05-18b6-4be9-81ab-8c95fb3c24ed
2016,Spring,SSG,0,kt,51,8f8b911d-8b94-405d-ae76-6037d938d741
2015,Summer,SSG,0,ANC,48,3c432ddc-31ac-4407-a634-574c32880cef
2016,Spring,INF,0,DW,53,06285382-1d68-47c4-8266-a3bcb0e64896
2016,Summer,FOX,0,TL,44,99424a8f-ab7a-42bb-85ca-a490a3292d5c
2016,Spring,CLK,0,NR1,43,49eae21a-d6cb-48cc-b1b4-0be767c5a513
2016,Summer,kt,0,SKT,39,1f044f9d-9a1b-499a-b6e5-4cb726ad6aa9
2016,Summer,FNC,0,G2,39,e51b7c89-1f89-4469-b413-d275879c25b1
2016,Spring,FNC,0,CLG,40,daf84d65-6083-42a5-9a06-86dee231411b
2016,Summer,NV,1,GMB,37,a8626ad0-428b-4e34-b188-059ad2a99aeb
2015,Summer,OHM,0,HWA,24,9c835ddb-6c34-4688-9ac7-14ebe4a11410
2016,Summer,CNB,0,OPK,48,0283c544-7a97-49cc-ba93-f257b9928eee
2015,Spring,UOL,1,MIL,28,a1d2cb42-1b25-4f81-8f35-f67d0aa203e8
2016,Summer,ANX,1,ROX,67,9c8fe4ec-6075-4605-ba33-ca47aeffeda7
2016,Summer,SPY,1,H2K,43,29f9423b-6711-4c2e-b234-e01d7aaf5aad
2016,Summer,C9,0,P1,58,19475094-bff6-4b58-8843-0e218d246bae
2016,Summer,OG,0,VIT,39,31f40012-6d87-4055-b4dc-d735719ac353
2016,Summer,FOX,1,APX,57,2a60f1f5-8702-4b12-8bc2-2c58ad064608
2016,Summer,GIA,1,H2K,31,868249d5-a1c3-455a-b564-34c83940052e
2016,Summer,,0,,39,f6ce91b3-f04a-4231-a3bb-649e1dce4b48
2016,Summer,ROX,1,JAG,42,ab55657b-635e-4b35-810d-c1bfc69cc51d
2016,Summer,APX,0,TSM,30,4773b0fa-e646-4517-b5b9-9fb1866e21eb
2015,Spring,yoeFW,1,HKES,43,72fbb0a4-15ff-41ea-a7c2-51c721ecb2c1
2016,Spring,IMT,1,REN,30,8afa068d-82ac-4e62-bfaf-418e1762ccc8
2015,Summer,GMB,1,SK,36,e24bc897-b56a-48a2-b350-33b65cf2da5f
2014,Summer,AHQ,1,DP,35,deace89f-2138-4551-812f-b4ddf64fb884
2016,Summer,ROX,1,SSG,32,7ea382e2-ac4c-4162-8606-9f44c1fe78db
2016,Summer,AFs,0,ESC,60,cc33836b-cf44-45a4-bd47-c06a350b88ee
2016,Spring,CLG,1,SUP,31,5ef27c2c-80ec-42b1-a939-cb6b713bce9c
2016,Summer,G2,1,ROC,29,33db8e21-c676-495e-9447-c81d8c7d5107
2015,Summer,NJE,0,JAG,50,ad58e293-d30d-431d-8535-7a4d97d458f0
2016,Summer,M17,1,XG,32,8d781d21-c89a-424c-85ac-910beccd121f
2015,Summer,OHM,1,DP,44,4654cc2a-280b-4b2e-b2f5-e53c24fbbc32
2016,Spring,kt,1,CJ,39,85a77e96-b6b8-44ef-9d7e-c62286f44b69
2016,Summer,APX,0,TIP,37,60eea781-abbb-49cc-97f5-cccae3c891fc
2016,Summer,TSM,1,NRG,29,e7fe58ac-313e-4973-9266-0f51e8254220
2016,Spring,DW,0,LZ,27,f7f750db-1678-4484-8838-0c153f0fd98f
2015,Spring,GIA,1,ASC,45,9bfd2d8e-51ac-45b0-907b-ea63174f5aa2
2016,Summer,,0,,44,8ef1e2fa-487e-42c7-9f39-6d7d07c86999
2016,Summer,JST,0,ANX,31,bb801b4f-bae1-4588-98ce-8c8af5dda604
2016,Summer,VIT,1,ROC,43,e048dcb4-7e20-4a1e-bd8c-5f101ff05330
2015,Summer,kt,1,KOO,51,979e1bd5-203d-4880-96bf-37f373586b2e
2015,Summer,EDG,1,BKT,21,4cba656a-528c-4c0c-8406-fc14a230ac8d
2015,Spring,kt,0,CJE,36,59c239ad-1b48-4c23-b190-69cf87ba4dfe
2016,Spring,ESC,1,TSM,37,f8e83c3c-1219-4f29-bf74-e9a1956609ee
2016,Summer,FW,0,IM,48,dcb7e03c-9b79-4a74-8dda-836d65a6cd4c
2015,Summer,CLG,1,T8,28,1b811121-0bbf-43ae-9665-ed5da5843144
2016,Spring,JAG,1,SKT,51,d493363f-c738-492c-9a70-f7179d2aaf09
2016,Summer,TSM,1,NV,28,b6f8cff8-227d-40de-8cce-b6ac033340d8
2015,Summer,M17,1,LGS,35,06fa7b0f-219f-453c-8f32-81750ba6f885
2016,Spring,FW,0,ahq,38,7fcbe272-72f1-4346-aac0-c0451ca3126b
2016,Spring,kt,1,CJ,57,8da94718-fc07-4bbb-9263-1f4eeb4c48cb
2015,Summer,TL,1,C9,40,b84ee72a-26a2-403f-b785-0bfe4a74dd43
2016,Summer,CJE,0,SKT,36,83734731-3adb-4a05-a966-54b6bb914811
2015,Summer,kt,0,KOO,31,9d929551-9ab6-4d25-bc60-73014bb021ef
2015,Summer,ROC,1,CWA,30,1f843c7a-f31e-476b-aa34-a39c027d61a4
2015,Summer,T8,0,DIG,44,4e5882a6-33b5-401d-a185-a3176bd257c7
2016,Spring,HLN,0,LGC,27,b4401f94-4ae4-4452-a63a-6d3471d51038
2016,Summer,SPY,0,G2,32,cfc5e473-f097-474d-8853-5527ae319f67
2016,Spring,BJK,1,HWA,26,adcb3c63-8967-4d3b-9262-a75b4f6571a4
2016,Spring,JAG,1,CJ,58,a225a75d-dcf2-4932-9b68-4e7a68dbda41
2016,Summer,ahq,1,HKE,31,1b05b99e-32b4-4391-a87e-3390ca49819c
2015,Spring,FNC,1,UOL,40,07c602a0-4a58-4367-af0f-983d615c383c
2016,Spring,REN,0,TSM,39,5c0e692b-e6b7-4a48-8859-2b2d9aec3ab8
2016,Summer,ahq,1,XG,35,8fd91092-8816-4db4-af93-cf1ebc38b615
2016,Summer,ROC,0,GIA,37,45161f29-6324-40c5-92b3-a435a33be334
2016,Spring,RED,0,ITZ,45,d372dfcc-d6cb-4783-9379-7bd959c4398b
2014,Summer,NWS,1,ALL,46,9ff7040a-44ab-4ef5-ac03-c5cc806b9f9c
2016,Spring,TIP,0,IMT,30,30851c3d-dee4-4cae-8638-0483b4c4fa1b
2016,Spring,CRJ,1,BE,35,8dd4f812-8eee-4295-9d30-53f03aaaf6b1
2016,Summer,LGC,0,CHF,37,4e7f0372-94ec-4724-80fe-81b27e899afd
2016,Spring,LGC,1,HLN,32,cbe6238b-faa7-4cb6-a4c9-a105fabd1041
2015,Spring,TT,1,NR1,23,43926128-d4b2-4fb6-8b9b-e28201eff20e
2016,Summer,LGC,0,CHF,27,562b1367-176e-4343-b160-5aee59ba314a
2016,Spring,G2,1,FNC,33,0f2a6e3c-61f9-431b-9438-c0497c0d2498
2016,Spring,EL,1,GIA,41,3522e143-b576-49ae-8f36-eff63bb78834
2016,Summer,JAG,1,AFs,45,ba88b631-61d7-42b5-ad3e-cc5ad1da6dc6
2016,Summer,IMT,0,TL,33,e798c5c5-4a12-4df1-a029-a6235bfd6fb1
2016,Summer,VIT,1,S04,39,3f954a4c-854f-4f21-993b-0f3c3f4b5601
2016,Spring,LZ,0,CJ,57,5adf4267-4d7f-4795-a78f-195f5f3e86d9
2016,Summer,TM,0,ahq,36,99ffbbfa-686a-408a-b47c-f5da8c6eccdd
2015,Summer,JAG,1,NJE,58,2716390e-4799-44ed-9431-8bf2e349bdf2
