date,Microchip Technology,Lennar Corp.,Ulta Beauty,Occidental Petroleum,Exxon Mobil Corp.,Apache Corporation,General Motors,People's United Financial,ConocoPhillips,Cboe Global Markets,Skyworks Solutions,QUALCOMM Inc.,Northern Trust Corp.,Ross Stores,Halliburton Co.,Marathon Oil Corp.,Oil Price
2015-06-11,47.64,46.2745,155.37,78.89,85.09,58.15,35.55,16.07,64.03,58.565,105.63,67.6,77.5,48.93,45.62,26.93,63.76
2015-06-12,47.36,46.5392,155.32,77.78,84.02,58.18,35.71,16.04,63.51,58.31,104.95,67.025,77.59,48.53,45.48,26.49,63.19
2015-06-15,47.6,46.8725,154.57,77.45,83.72,57.97,35.46,16.03,63.27,59.47,106.11,66.625,77.24,48.69,45.55,26.44,60.99
2015-06-16,47.74,46.6274,155.5,78.51,84.68,59.05,35.61,16.13,63.43,59.2,106.33,66.46,77.33,49.17,45.42,26.72,60.75
2015-06-17,47.895,46.0784,155.62,78.8,84.73,57.67,35.81,15.97,63.09,59.26,106.57,66.55,76.88,49.43,45.71,26.54,60.75
2015-06-18,49.01,46.3823,156.48,79.1,85.48,57.23,36.2,16.13,62.93,58.65,109.98,67.36,77.7,50.155,44.58,26.53,61.37
2015-06-19,49.665,47.6863,154.73,77.97,85.21,56.54,36.11,16.09,62.35,58.43,110.2,66.88,77.56,50.47,43.85,25.92,59.41
2015-06-22,50.41,48.5294,155.69,78.79,85.17,57.53,36.19,16.29,62.58,58.395,110.92,67.365,78.21,50.31,44.11,26.12,60.54
2015-06-23,50.2,48.0392,156.36,79.4,85.07,58.85,36.3,16.41,63.17,57.9,110.28,66.98,78.4,50.54,44.49,26.61,61.67
2015-06-24,49.475,50.0588,155.59,79.32,84.68,58.71,35.16,16.26,62.83,57.12,108.4,65.35,77.71,50.08,44.25,26.61,61.63
2015-06-25,49.34,50.4314,154.84,78.53,83.93,57.8,34.7,16.39,62.22,57.56,109.87,65.26,77.69,49.79,43.5,26.81,60.24
2015-06-26,48.42,50.9608,157.98,79.21,83.86,58.48,34.38,16.59,62.18,57.3,106.9,64.67,78.64,50.27,43.12,27.75,60.14
2015-06-29,47.2,49.8333,153.68,77.37,82.82,57.21,33.23,16.27,61.01,57.06,102.035,62.62,76.275,48.545,42.69,26.69,59.03
2015-06-30,47.425,50.0392,154.45,77.77,83.2,57.63,33.33,16.21,61.41,57.22,104.1,62.63,76.46,48.61,43.07,26.54,60.31
2015-07-01,46.64,50.0882,155.42,75.95,82.37,56.08,33.04,16.42,60.03,58.48,103.91,62.9,76.95,49.39,41.56,25.79,61.65
2015-07-02,46.525,50.1961,156.23,75.73,83.14,56.78,33.23,16.26,60.52,59.43,104.85,63.11,76.68,49.31,41.91,25.73,61.73
2015-07-06,45.77,49.9314,157.23,73.9,82.53,55.5,32.65,16.16,59.06,60.39,101.94,63.11,75.99,49.865,40.72,25.12,57.19
2015-07-07,45.67,51.7353,159.42,74.2,82.87,55.7,32.86,16.04,59.65,60.23,100.49,62.8,75.87,50.57,41.88,25.71,54.72
2015-07-08,44.69,51.3627,158.55,72.54,81.97,53.46,31.19,15.92,58.36,60.33,95.6,61.91,74.05,50.17,40.94,24.73,55.7
2015-07-09,44.18,51.6863,159.91,73.12,81.6,53.83,31.01,16.05,58.67,60.89,94.51,61.86,74.74,50.32,41.31,24.78,57.83
2015-07-10,44.85,52.2549,163.11,73.31,82.22,52.94,31.4,16.15,59.13,61.85,100.2,62.73,76.38,50.86,41.33,24.46,57.72
2015-07-13,44.95,52.3627,166.95,73.45,82.42,53.26,31.68,16.24,58.93,60.39,100.49,63.43,77.16,52.41,41.87,24.73,57.63
2015-07-14,45.22,52.6765,167.0,74.28,83.11,54.39,31.77,16.21,59.53,60.76,102.03,63.94,77.24,52.43,42.56,25.08,57.2
2015-07-15,44.97,52.3039,168.25,73.09,82.76,53.48,31.43,16.36,58.42,61.42,100.9,63.88,77.71,52.32,41.07,24.4,57.34
2015-07-16,44.51,51.8431,167.32,72.5,82.91,52.67,30.61,16.39,57.95,61.57,102.37,64.55,78.66,52.96,40.21,24.27,57.31
2015-07-17,44.34,51.4118,166.91,71.92,82.61,50.64,30.65,16.18,57.2,61.92,102.91,64.34,77.92,52.27,39.99,23.57,56.38
2015-07-20,43.99,50.7353,167.94,70.26,81.76,48.62,30.5,16.33,56.57,61.59,103.14,63.79,78.34,52.83,40.72,23.24,56.42
2015-07-21,43.8,50.9706,166.79,70.22,81.66,47.53,30.39,16.19,56.49,61.15,103.97,65.14,78.05,52.86,41.86,23.17,55.94
2015-07-22,42.09,52.1471,170.52,69.47,81.79,47.32,30.3,16.395,55.83,62.05,99.64,64.19,77.97,53.28,41.54,22.34,56.36
2015-07-23,42.67,51.4314,169.22,69.69,81.14,47.35,31.5,16.24,54.04,61.42,103.12,61.78,78.0,52.89,42.33,22.1,55.76
2015-07-24,41.87,49.5784,169.54,68.42,79.94,45.08,31.06,16.15,52.09,61.93,97.71,61.64,76.97,52.69,41.72,21.41,54.29
2015-07-27,41.78,49.5686,166.39,67.76,79.26,44.51,31.05,16.16,50.65,60.79,93.49,61.98,75.77,52.08,40.98,20.69,54.07
2015-07-28,42.66,50.0,166.01,69.62,82.48,46.47,31.32,16.14,52.24,60.35,95.68,63.1,76.5,52.01,41.92,21.2,54.3
2015-07-29,42.77,50.598,166.49,70.86,83.14,46.79,31.95,16.04,52.9,60.88,95.19,63.17,76.75,52.79,43.29,21.76,54.73
2015-07-30,42.91,51.1569,166.82,71.4,83.01,46.48,31.91,16.14,52.07,61.67,96.76,64.41,77.26,52.75,42.29,21.86,54.29
2015-07-31,42.84,52.0,166.03,70.2,79.21,45.86,31.51,16.27,50.34,61.98,95.67,64.39,76.49,53.16,41.79,21.01,53.29
2015-08-03,42.785,51.4902,165.27,69.4,78.06,45.27,31.68,16.23,49.71,62.35,92.78,64.43,76.62,53.03,40.12,20.57,49.49
2015-08-04,42.79,50.2941,165.07,69.03,77.17,45.35,31.52,16.305,49.87,62.54,88.69,63.45,77.2,53.19,39.6,20.51,49.08
2015-08-05,43.83,49.402,167.01,68.66,77.17,44.44,31.6,16.345,49.12,63.02,88.96,63.88,77.21,53.81,40.61,19.79,49.04
2015-08-06,43.23,49.0686,164.8,69.42,78.09,46.6,31.86,16.4,50.28,62.9,85.98,62.84,77.15,53.57,40.85,19.45,47.8
2015-08-07,43.56,48.9412,165.61,68.78,76.83,46.11,31.74,16.34,48.84,63.39,88.36,63.02,77.66,53.07,39.76,18.4,47.54
2015-08-10,44.42,49.9706,168.36,71.28,78.75,48.45,31.94,16.52,50.2,63.9,91.03,63.15,78.53,53.73,41.62,18.98,48.3
2015-08-11,43.72,50.4412,168.51,71.48,77.49,47.69,30.83,16.35,50.4,63.35,88.97,62.55,77.67,53.82,41.95,18.88,47.33
2015-08-12,43.85,50.7157,166.94,73.73,78.79,49.21,30.87,16.12,51.54,63.3,89.9,62.58,76.6,53.56,42.71,19.06,48.29
2015-08-13,43.39,51.402,169.28,72.93,78.65,47.9,31.06,16.25,50.1,63.45,89.64,62.03,76.99,53.63,41.76,18.02,48.01
2015-08-14,43.29,51.5098,171.04,73.4,78.36,47.0,31.49,16.47,49.77,64.41,89.1,61.91,77.7,53.72,41.99,17.4,47.79
2015-08-17,43.52,52.8823,171.39,73.74,78.77,47.85,31.61,16.5,49.56,64.37,90.93,62.07,77.63,54.5,41.29,17.36,47.77
2015-08-18,42.93,54.5,173.32,73.79,77.9,48.07,31.71,16.57,49.51,64.2,85.7,61.32,77.6,56.53,41.01,17.48,47.0
2015-08-19,42.68,53.9118,172.62,72.16,76.23,45.81,31.63,16.375,47.68,63.76,87.23,61.18,77.34,55.7,39.3,16.23,45.75
2015-08-20,41.53,53.2647,171.3,70.47,74.57,44.56,30.84,16.01,47.0,63.03,82.44,60.15,75.03,55.25,37.7,16.13,45.63
2015-08-21,40.84,52.402,162.57,69.26,72.13,43.23,29.6,15.77,45.39,61.42,79.07,57.61,72.52,50.0,35.69,15.73,43.84
2015-08-24,40.14,49.098,158.72,65.73,68.72,40.49,27.8,14.94,42.93,60.37,80.51,55.28,67.16,48.33,33.56,14.39,41.59
2015-08-25,39.57,47.2353,153.26,65.75,68.71,38.9,27.28,14.7,42.19,60.52,80.56,53.88,65.25,47.22,33.47,14.04,41.86
2015-08-26,41.09,48.7255,158.05,67.15,72.5,39.53,28.1,15.08,43.41,62.71,86.15,56.66,68.02,48.93,34.43,14.65,41.76
2015-08-27,42.73,50.3039,160.24,70.56,74.85,42.79,28.58,15.42,45.87,63.38,89.77,57.36,70.07,49.68,38.04,15.97,44.46
2015-08-28,43.24,49.4412,159.0,71.84,75.07,44.86,29.0,15.47,46.82,63.82,88.62,57.45,70.14,49.4,38.59,16.65,47.97
2015-09-01,40.34,48.4608,153.76,70.01,72.08,43.13,28.64,14.9,47.75,62.58,83.05,55.02,68.0,47.47,37.95,16.85,48.8
2015-09-02,41.09,50.0098,158.51,71.08,73.23,43.22,29.21,15.09,48.19,63.77,85.74,55.86,68.93,48.45,38.17,16.87,47.67
2015-09-03,41.74,50.6274,158.93,70.86,73.79,43.22,29.11,15.21,48.18,63.76,85.34,55.55,69.43,48.48,38.08,16.87,50.41
2015-09-04,41.0,49.4216,157.7,69.65,72.46,42.5,28.88,15.07,47.2,63.51,83.37,54.29,68.28,48.44,36.85,16.36,48.59
2015-09-08,44.86,51.3039,164.61,69.5,73.5,43.24,29.88,15.48,48.46,64.45,87.73,55.2,70.55,49.77,37.95,16.32,48.88
2015-09-09,44.37,50.6372,163.4,67.64,72.0,41.29,29.62,15.41,47.85,64.36,86.42,54.32,69.67,49.38,37.15,14.91,48.04
2015-09-10,44.2,50.2157,164.83,67.74,72.52,40.84,30.0,15.54,48.43,65.4,88.07,55.33,69.9,49.84,37.58,14.98,47.77
2015-09-11,43.89,51.2157,165.06,66.9,72.69,40.2,30.15,15.49,47.36,65.99,88.16,54.66,70.03,50.06,37.2,15.09,46.87
2015-09-14,43.92,51.3235,163.0,66.19,72.49,40.24,30.72,15.5,46.77,65.93,89.5,54.31,70.02,49.46,36.88,15.41,45.87
2015-09-15,44.01,51.3333,164.06,66.75,72.86,40.43,30.99,15.7,47.28,65.94,91.66,54.87,70.79,49.42,37.01,15.45,45.91
2015-09-16,43.91,51.2745,164.72,68.39,74.3,43.04,31.2,15.79,49.47,66.34,91.52,55.2,70.79,49.75,38.65,16.21,49.35
2015-09-17,43.33,51.9412,168.14,68.34,74.46,41.99,31.31,15.475,50.13,65.13,90.74,54.98,69.42,50.49,38.7,16.43,48.27
2015-09-18,42.8,50.7353,167.23,66.84,72.68,39.65,30.51,15.22,48.36,64.64,89.37,54.45,67.13,49.12,37.38,15.84,47.28
2015-09-21,42.73,50.5784,168.69,66.8,73.39,39.34,30.62,15.48,48.75,65.39,89.22,54.39,68.39,49.44,37.45,16.11,47.64
2015-09-22,41.99,48.4804,165.78,65.76,72.74,38.63,30.03,15.36,48.62,65.14,86.7,53.94,67.34,48.92,37.46,15.66,46.69
2015-09-23,41.35,48.8235,168.1,64.82,72.3,37.27,29.72,15.46,47.86,66.03,88.12,53.56,67.49,49.1,37.3,15.3,48.0
2015-09-24,41.28,49.1372,168.01,65.08,72.73,37.88,29.44,15.55,47.76,66.16,86.35,53.27,67.12,48.88,37.0,15.45,47.06
2015-09-25,41.38,49.4706,169.15,66.12,73.23,38.2,29.41,15.68,47.19,66.4,87.77,53.22,69.05,49.08,36.7,15.75,47.28
2015-09-28,40.86,46.6667,164.36,63.64,72.6,36.2,28.56,15.46,45.85,65.65,82.71,52.54,67.15,47.49,34.93,14.76,46.04
2015-09-29,41.67,46.0784,161.71,64.47,72.97,37.12,29.15,15.53,46.57,65.78,82.85,52.43,67.25,47.56,34.68,14.97,47.58
2015-09-30,43.09,47.1863,163.35,66.15,74.35,39.16,30.02,15.73,47.96,67.08,84.21,53.73,68.16,48.47,35.35,15.4,47.29
2015-10-01,42.19,47.8725,165.59,65.97,74.06,39.72,30.67,15.58,48.16,67.25,83.37,53.18,68.21,47.86,34.91,15.31,47.48
2015-10-02,43.38,48.1176,165.76,68.79,75.88,42.61,31.73,15.41,51.19,67.32,84.06,55.07,67.39,48.73,36.8,16.66,46.55
2015-10-05,45.08,49.4216,168.04,70.65,76.81,43.98,31.76,15.735,52.98,66.27,81.87,56.23,68.78,49.15,37.71,18.05,49.45
2015-10-06,45.36,48.1176,165.91,71.59,77.89,46.12,32.22,15.72,55.14,65.61,80.71,56.32,68.35,47.69,39.04,19.17,51.34
2015-10-07,45.98,49.5,165.05,71.89,79.2,45.93,33.05,15.88,55.27,65.09,83.61,56.61,69.0,48.15,39.86,19.17,51.66
2015-10-08,46.65,50.0686,163.94,74.07,80.03,47.15,33.43,16.03,56.28,65.84,79.43,57.66,69.12,49.02,40.41,20.18,52.13
2015-10-09,46.27,50.3235,165.8,73.6,79.26,46.47,32.95,15.78,56.1,65.43,79.5,57.78,68.48,49.04,39.65,19.59,52.08
2015-10-12,46.28,50.1863,166.07,73.04,79.3,44.95,33.02,15.91,55.27,65.93,79.59,57.79,68.8,50.53,38.87,18.96,50.95
2015-10-13,46.06,49.8039,163.85,72.71,79.16,44.59,33.13,15.85,55.04,65.19,77.47,57.51,68.44,49.45,38.47,18.59,48.94
2015-10-14,47.31,48.1471,159.26,73.9,80.16,45.69,33.33,15.4,55.46,65.77,77.82,58.63,67.68,48.5,38.72,18.91,48.25
2015-10-15,47.33,48.8137,161.06,74.72,81.48,46.75,33.32,15.59,55.23,66.36,80.24,59.26,69.45,49.34,39.26,19.43,47.87
2015-10-16,46.94,49.0784,166.11,74.23,82.48,46.52,33.15,15.73,55.23,65.22,79.6,59.91,69.11,50.3,37.81,19.28,48.96
2015-10-19,47.23,49.4804,168.36,72.71,80.99,45.33,33.24,15.91,53.69,65.69,77.83,59.1,68.34,50.39,37.36,18.28,47.51
2015-10-20,47.4,50.8039,169.21,72.58,80.83,45.92,33.48,16.11,53.54,65.8,78.29,59.0,69.57,50.34,37.68,18.56,46.93
2015-10-21,47.16,51.0686,168.22,72.01,80.21,45.08,35.42,15.9,52.97,65.14,77.67,58.97,66.55,50.18,38.4,18.02,46.72
2015-10-22,48.86,50.8235,168.02,74.34,82.89,45.97,35.42,16.15,54.58,66.16,81.69,60.43,68.1,51.04,39.71,18.48,46.59
2015-10-23,49.11,51.098,165.91,73.71,82.98,46.49,35.95,16.44,54.61,66.97,82.55,60.725,69.17,49.66,39.21,18.3,46.3
2015-10-26,48.51,50.6274,169.2,71.66,81.22,45.38,35.67,16.48,52.95,67.37,77.91,59.21,68.9,49.88,38.55,17.59,46.57
2015-10-27,47.93,49.549,169.09,70.2,81.09,44.14,34.97,16.53,51.69,67.95,76.31,59.28,68.93,49.24,37.48,17.11,45.54
2015-10-28,48.56,50.1863,172.96,73.81,82.28,46.05,35.22,16.8,53.34,68.8,77.5,60.265,71.44,50.35,38.27,17.68,47.6
2015-10-29,47.39,48.2941,173.3,74.13,82.23,46.58,34.75,16.435,53.62,69.16,74.63,60.0,71.02,50.18,38.19,17.55,48.04
2015-10-30,48.29,49.0882,173.96,74.54,82.74,47.13,34.91,15.95,53.35,67.04,77.24,59.42,70.39,50.58,38.38,18.38,48.0
2015-11-02,48.89,49.3529,172.76,75.58,85.28,47.94,35.57,16.28,54.94,68.32,79.3,60.64,71.29,50.66,39.29,19.01,47.91
2015-11-03,48.82,49.4118,172.95,76.6,86.85,49.87,35.78,16.22,56.73,68.81,79.08,60.87,71.73,51.74,40.05,19.66,48.0
2015-11-04,48.99,49.0,170.12,75.76,85.98,49.39,35.42,16.22,56.34,67.9,80.18,60.26,72.17,51.62,39.21,19.4,46.96
2015-11-05,47.91,48.1078,172.53,75.71,84.81,49.27,35.44,16.43,56.28,68.38,80.28,51.07,73.28,51.54,38.41,19.0,47.19
2015-11-06,47.85,47.5686,172.64,75.1,84.47,47.67,35.75,16.79,55.77,68.81,85.99,53.42,74.97,50.4,39.35,18.29,46.09
2015-11-09,47.815,46.8627,171.56,75.21,81.95,53.94,35.67,16.71,54.64,69.2,84.89,52.94,74.04,49.12,39.1,18.36,45.38
2015-11-10,47.16,48.4314,174.08,76.26,82.35,53.31,35.62,16.78,54.65,70.06,80.37,52.27,74.82,49.94,38.91,18.78,46.44
2015-11-11,47.1,49.0588,170.69,75.62,81.62,49.4,35.55,16.73,53.44,70.63,79.1,52.85,74.95,48.515,38.1,17.3,44.98
2015-11-12,46.37,47.7451,169.36,73.14,79.41,48.9,35.09,16.51,51.97,69.52,75.84,52.58,73.95,48.11,37.49,17.2,44.98
2015-11-13,45.64,47.402,155.2,73.51,78.1,48.97,34.31,16.29,51.83,69.56,74.83,51.94,73.23,44.81,37.39,17.14,41.98
2015-11-16,45.95,48.6471,159.48,74.97,80.9,50.49,35.17,16.54,54.37,70.0,75.28,52.77,74.01,45.77,38.49,17.87,40.28
2015-11-17,46.08,48.5588,162.7,74.25,79.96,49.71,35.21,16.56,53.9,70.6,77.15,52.98,73.98,46.31,38.11,17.71,41.28
2015-11-18,46.98,49.5588,164.99,75.77,80.74,50.1,36.46,16.62,54.48,71.4,80.41,48.0,75.76,46.42,38.88,17.9,41.45
2015-11-19,47.18,49.598,164.5,75.3,80.3,49.54,36.14,16.43,53.56,71.73,78.0,48.39,75.4,46.2,38.04,17.64,42.22
2015-11-20,47.38,49.9902,170.51,74.09,79.79,49.1,36.34,16.6,52.93,71.98,78.57,49.62,75.64,50.84,38.0,17.42,42.49
2015-11-23,46.6,50.0294,170.84,74.1,80.28,48.85,36.08,16.58,53.28,71.55,77.72,48.965,75.2,51.13,38.35,17.53,43.7
2015-11-24,47.23,50.6274,170.83,75.9,81.88,50.91,36.22,16.64,55.32,71.33,79.72,49.41,75.1,52.42,39.74,18.5,44.38
2015-11-25,47.15,50.9118,170.11,75.38,81.25,50.35,36.34,16.68,54.38,71.83,80.31,49.1,75.0,52.74,39.31,18.11,43.56
2015-11-27,47.69,50.9412,170.98,75.19,81.23,49.42,36.37,16.7,53.48,72.4,81.9,48.54,75.54,52.66,39.13,17.44,43.07
2015-11-30,48.28,50.2059,167.0,75.59,81.66,49.18,36.2,16.75,54.05,72.21,83.02,48.79,74.94,52.01,39.85,17.51,43.73
2015-12-01,48.49,51.2843,165.83,76.69,81.89,49.15,36.26,16.85,54.61,70.44,83.76,49.3,75.02,53.09,40.4,17.63,42.97
2015-12-02,46.66,50.2941,163.52,75.31,79.55,47.32,35.73,16.65,52.55,69.85,84.63,51.85,74.2,53.52,38.95,16.67,41.92
2015-12-03,46.43,49.1078,163.19,72.43,78.41,45.76,35.47,16.47,51.61,68.12,83.44,51.4,72.77,52.51,38.01,16.55,42.0
2015-12-04,47.37,50.3823,184.08,71.72,78.86,45.79,36.25,16.82,51.19,69.47,87.92,52.34,75.53,54.16,37.9,16.12,41.44
2015-12-07,46.68,50.4608,184.24,69.32,76.8,44.22,36.13,16.49,48.99,69.26,86.69,52.43,74.61,53.82,36.57,14.78,39.69
2015-12-08,46.21,49.1176,185.08,67.3,74.63,44.87,35.48,16.24,48.3,66.24,87.1,49.48,74.32,54.48,36.27,14.92,39.44
2015-12-09,45.51,48.3137,184.06,67.95,75.63,44.95,35.45,16.18,48.47,64.26,84.68,48.59,72.48,54.04,38.3,14.5,39.04
2015-12-10,45.35,48.8039,183.11,68.42,75.69,46.19,35.63,16.23,49.22,64.51,84.89,48.57,72.13,54.15,38.15,14.74,38.65
2015-12-11,44.64,47.951,182.47,66.03,74.34,42.92,34.55,15.99,48.13,65.34,81.43,47.46,70.11,53.56,36.96,14.34,36.99
2015-12-14,44.61,47.6569,185.54,66.65,76.03,43.49,34.39,15.99,49.53,66.84,78.505,46.83,70.03,54.41,36.55,13.96,36.51
2015-12-15,46.07,48.2549,185.42,68.44,79.43,45.27,34.54,16.32,50.56,67.39,77.78,48.02,72.68,54.075,37.1,14.46,37.66
2015-12-16,47.11,49.5,187.27,68.87,79.15,44.8,35.14,16.53,49.35,66.01,78.97,48.07,74.05,54.93,35.86,13.78,36.96
2015-12-17,46.44,47.7255,185.43,66.42,77.96,42.95,34.11,16.26,47.28,65.04,77.8,47.54,71.97,53.86,34.18,12.78,36.29
2015-12-18,46.09,46.5588,184.94,65.96,77.28,42.69,33.67,15.9,45.93,64.52,76.38,47.43,70.06,52.95,33.44,12.47,36.76
2015-12-21,46.85,47.1078,186.49,66.14,77.26,42.53,33.83,16.02,45.1,65.21,78.42,48.76,71.15,53.81,33.4,12.52,35.34
2015-12-22,47.17,48.0392,186.12,66.98,77.65,42.78,34.29,16.18,46.28,65.63,78.41,49.065,72.04,54.31,34.02,12.69,35.26
2015-12-23,47.31,47.8627,186.27,69.21,80.19,45.71,34.78,16.32,49.03,64.7,79.17,49.04,73.1,54.34,35.45,13.96,35.79
2015-12-24,47.26,47.9216,184.93,69.2,79.33,45.8,34.6,16.35,48.59,65.44,79.32,49.55,72.96,54.33,35.15,13.93,37.22
2015-12-28,47.53,48.2059,184.77,67.99,78.74,44.92,34.51,16.34,47.19,65.44,79.31,49.58,72.9,54.39,34.3,12.98,37.08
2015-12-29,48.12,48.6274,185.31,68.19,79.16,45.45,34.5,16.52,47.77,65.96,80.43,50.88,73.58,54.94,34.5,13.03,36.85
2015-12-30,47.74,48.3921,185.61,67.02,78.11,44.81,34.33,16.35,46.6,65.68,79.19,50.41,72.83,54.55,34.13,12.38,35.65
2015-12-31,46.54,47.951,185.0,67.61,77.95,44.47,34.01,16.15,46.69,64.9,76.83,49.985,72.09,53.81,34.04,12.59,36.61
2016-01-04,45.98,45.7941,181.81,67.41,77.46,44.43,33.31,15.77,46.88,63.99,77.93,50.12,70.59,54.37,34.48,12.82,36.28
2016-01-05,45.64,45.8725,182.67,68.53,78.12,43.53,32.43,15.76,47.4,63.1,73.29,49.14,70.69,54.73,34.4,12.76,35.56
2016-01-06,44.93,44.5098,183.21,65.44,77.47,38.53,31.27,15.61,45.35,62.46,69.15,48.64,69.01,53.89,33.42,11.28,33.89
2016-01-07,42.66,42.5784,182.98,64.26,76.23,36.55,29.99,15.25,44.06,62.86,67.16,46.14,67.18,53.76,32.91,10.67,33.57
2016-01-08,41.53,41.2843,182.17,63.17,74.69,36.65,29.53,14.95,43.29,62.55,66.89,45.875,65.93,52.1,32.46,10.35,31.67
2016-01-11,41.5,41.5686,182.0,61.22,73.69,35.06,30.25,14.99,41.12,63.25,66.05,46.07,65.89,52.59,31.55,9.62,30.14
2016-01-12,41.85,42.2353,185.62,60.97,75.2,35.42,30.3,15.02,40.25,63.66,66.63,46.52,66.31,54.45,31.47,9.19,29.14
2016-01-13,41.31,40.6863,179.09,60.4,75.65,35.6,30.49,14.49,39.0,62.71,62.16,46.1,64.75,52.19,30.46,8.54,28.58
2016-01-14,42.04,40.2451,177.88,64.0,79.12,37.03,30.3,14.81,41.25,63.25,64.54,47.73,65.74,52.82,31.84,9.07,28.84
2016-01-15,40.52,40.1078,170.45,62.79,77.58,35.33,29.57,14.48,39.36,63.82,60.67,45.82,63.78,52.29,30.85,8.14,28.8
2016-01-19,41.7,40.1765,175.31,61.46,76.4,34.48,29.4,14.46,36.4,63.82,60.38,46.09,63.93,52.58,29.79,7.68,27.36
2016-01-20,42.85,39.8725,174.26,59.62,73.18,34.61,29.42,14.44,34.75,63.48,61.62,45.93,61.43,52.18,28.48,7.86,26.01
2016-01-21,43.61,40.3823,176.5,60.85,74.1,37.24,29.55,14.33,36.91,62.3,63.29,47.05,59.01,52.23,29.29,8.79,27.59
2016-01-22,43.14,41.3823,179.73,63.8,76.57,39.38,29.28,13.94,37.67,64.71,67.03,48.07,60.42,54.14,30.19,9.02,30.46
2016-01-25,43.2,39.8039,175.66,61.79,73.98,37.43,29.23,13.64,34.2,63.35,65.59,47.58,58.79,53.62,29.28,8.14,29.82
2016-01-26,44.25,41.6569,179.13,63.23,76.7,38.03,29.65,14.11,35.35,63.89,65.8,48.52,59.85,54.33,28.94,8.45,30.94
2016-01-27,43.33,41.0,173.93,64.16,75.29,38.63,29.21,14.13,36.21,64.28,62.14,47.53,59.81,53.78,29.06,8.75,31.83
2016-01-28,43.16,40.4706,174.34,65.87,76.99,40.6,29.02,14.04,38.02,64.51,64.79,43.59,59.77,53.95,30.45,9.17,33.01
2016-01-29,44.81,41.3235,181.17,68.83,77.85,42.54,29.64,14.37,39.08,66.62,68.92,45.34,62.08,56.26,31.79,9.73,33.14
2016-02-01,44.43,40.8039,180.57,66.56,76.29,40.82,30.11,14.325,38.6,66.14,69.62,46.11,61.25,56.76,31.62,9.74,32.45
2016-02-02,43.18,39.402,177.03,65.48,74.59,38.55,29.65,14.07,36.59,65.67,66.48,43.15,59.24,56.52,30.52,8.74,30.98
2016-02-03,42.32,39.5686,173.46,68.13,78.48,41.24,28.92,14.17,38.63,64.29,66.19,44.73,59.46,55.1,31.96,9.42,32.38
2016-02-04,42.74,39.7255,168.88,66.98,79.83,40.74,28.64,14.33,35.32,61.65,66.0,45.66,60.34,54.48,32.43,9.19,32.76
2016-02-05,42.22,38.7549,159.71,65.47,80.08,39.05,28.54,14.25,32.9,60.65,62.16,44.02,60.02,53.32,31.35,8.46,32.35
2016-02-08,41.22,37.6863,155.34,66.19,81.16,37.58,28.68,14.36,34.43,59.87,59.3,43.89,57.72,53.33,30.83,7.82,31.64
2016-02-09,41.26,37.6667,151.98,65.22,80.08,35.58,27.87,14.54,33.58,61.79,57.7,43.61,57.99,54.53,29.59,7.29,30.15
2016-02-10,40.27,38.2255,153.84,65.66,79.35,35.33,27.71,14.2,32.34,61.88,57.2,42.96,56.9,53.84,29.59,7.13,29.64
2016-02-11,39.65,37.0588,153.31,66.2,79.6,34.38,26.9,13.85,31.88,62.27,55.85,43.0,54.5,52.56,28.8,7.06,28.82
2016-02-12,40.41,38.9216,158.49,67.06,81.03,36.53,27.71,14.36,32.9,62.37,57.63,44.56,56.85,53.75,29.11,7.49,31.8
2016-02-16,41.63,39.5098,159.02,68.01,81.22,37.47,28.58,14.83,32.76,62.12,61.44,46.73,58.25,55.0,29.94,7.4,31.09
2016-02-17,42.66,39.7255,158.92,70.63,82.0,40.06,29.27,14.68,33.91,61.8,63.71,48.41,59.61,55.07,31.4,7.41,33.21
2016-02-18,41.975,39.2157,154.55,70.29,82.45,38.8,29.03,14.5,33.7,61.79,62.07,49.08,59.08,54.82,31.46,6.93,33.2
2016-02-19,42.37,39.1863,150.07,70.26,82.5,37.33,28.78,14.67,32.87,62.74,63.03,49.42,59.38,54.69,31.37,6.73,31.66
2016-02-22,43.07,40.0392,156.27,71.68,82.39,39.61,29.63,14.86,34.45,62.28,64.29,51.28,60.9,55.43,32.88,7.49,33.59
2016-02-23,42.26,40.2353,159.17,69.0,81.23,37.88,29.38,14.7,32.92,63.07,62.62,50.42,59.74,55.35,32.09,7.03,31.9
2016-02-24,43.68,40.2941,160.75,69.47,81.52,38.6,28.84,14.56,32.96,63.92,63.71,51.52,58.72,56.25,32.46,7.22,31.5
2016-02-25,43.81,41.4118,164.25,69.65,82.01,37.79,29.5,14.78,33.06,63.16,64.55,51.64,59.52,56.54,32.5,7.39,32.83
2016-02-26,44.88,41.4118,164.75,69.8,81.75,39.47,29.63,14.91,34.12,62.96,64.9,51.62,60.24,56.29,32.81,8.03,35.76
2016-02-29,44.49,41.1176,165.19,68.82,80.15,38.28,29.44,14.61,33.83,62.5,66.45,50.79,59.38,54.98,32.28,8.21,35.92
2016-03-01,45.22,42.7745,168.41,70.45,81.28,38.62,30.01,15.13,34.46,63.31,70.4,52.11,62.5,56.23,33.02,7.96,35.73
2016-03-02,45.74,43.8921,168.32,71.61,82.7,41.97,30.15,15.29,36.49,62.98,68.98,52.85,63.23,57.74,33.66,9.1,36.38
