ContrabandIndicator,Department Name,InterventionLocationName,InterventionReasonCode,ReportingOfficerIdentificationID,ResidentIndicator,SearchAuthorizationCode,StatuteReason,SubjectAge,SubjectEthnicityCode,SubjectRaceCode,SubjectSexCode,TownResidentIndicator
False,enfield,enfield,V,115,True,I,Speed Related,57,N,W,M,True
False,fairfield,fairfield           ,V,100000333,False,C,Speed Related,28,N,W,M,False
True,new britain,new britain,V,JDK0407,True,O,Moving Violation,31,N,B,M,False
False,hamden,hamden              ,V,100000409,True,C,Window Tint,18,N,B,M,True
True,berlin,berlin,V,BML2828,True,I,Registration,24,N,W,M,False
False,waterbury,waterbury,V,2041,False,I,Speed Related,29,H,W,M,False
False,glastonbury,glastonbury,E,CJK0409,True,O,Display of Plates,26,N,W,F,False
True,west haven,west haven,E,1000340,True,I,Defective Lights,28,H,W,F,True
False,east hartford,east hartford,V,CMD0333,True,C,Registration,20,N,W,M,True
False,state police,woodbury            ,V,1000003198,False,C,Other,18,N,W,F,False
True,derby,derby,V,61,True,I,Moving Violation,57,N,W,M,True
False,danbury,danbury,V,1878,True,I,Registration,23,N,W,M,False
False,milford,milford,I,304,False,O,Administrative Offense,22,N,B,F,True
False,new britain,new britain,V,BAD0473,False,O,Speed Related,20,N,W,M,True
False,manchester,manchester,V,SP5090,False,C,Window Tint,34,N,B,M,True
True,csp troop f,haddam,V,1000001898,False,O,Cell Phone,19,H,W,F,False
False,csp troop g,east haven,E,961269420,True,O,Administrative Offense,26,H,W,M,True
True,waterbury,waterbury,E,1573,True,I,Registration,32,H,W,M,False
True,granby,granby,V,SCV0204,True,I,Speed Related,24,N,W,M,True
True,enfield,enfield,V,90,False,O,Unlicensed Operation,26,N,B,M,False
True,csp troop a,waterbury,E,1000002585,True,O,Registration,11,N,B,M,False
True,danbury,danbury,V,10573,False,I,Speed Related,30,H,W,M,False
True,torrington,torrington,V,JHOYT029,True,O,Speed Related,18,N,W,F,True
True,vernon,vernon,V,625,False,O,Moving Violation,14,N,W,F,False
True,willimantic,willimantic,V,280,False,C,Display of Plates,27,N,W,M,False
True,norwich,norwich,V,1034,False,C,Speed Related,20,H,W,M,True
False,new haven,new haven,E,315,False,I,Display of Plates,41,H,W,M,True
True,norwalk,norwalk,V,173,True,I,Speed Related,20,N,W,M,True
True,stamford,stamford,V,2B2,True,C,Traffic Control Signal,28,N,B,M,True
False,south windsor,south windsor,V,MBM0155,True,O,Registration,40,N,W,M,True
True,naugatuck,naugatuck,V,PL29,True,C,Speed Related,17,N,W,M,False
False,norwalk,norwalk             ,V,100000232,True,N,Display of Plates,28,N,W,M,True
True,stratford,stratford,E,30252,True,C,Display of Plates,39,N,B,M,False
False,west haven,west haven,E,228,True,O,Window Tint,24,N,W,M,False
True,west hartford,west hartford,E,100308,True,O,Display of Plates,23,N,W,F,True
False,manchester,manchester,V,RG5076,False,O,Traffic Control Signal,24,H,W,F,False
False,danbury,danbury,V,10616,True,I,Cell Phone,21,N,W,M,True
False,hartford,hartford,V,897,True,O,Other,50,N,B,M,True
True,ccsu,new britain,V,100000582,False,C,Speed Related,25,N,B,M,True
True,plainville,plainville,V,KRJ2597,False,O,Registration,25,H,W,M,True
True,willimantic,willimantic,V,331,False,C,Seatbelt,42,N,W,M,False
True,stamford,stamford,E,1D DAYS,True,O,Display of Plates,65,N,B,M,True
False,ansonia,ansonia,V,100000134,True,C,Other,41,H,W,M,False
False,state police,danbury             ,I,790642042,False,C,Other,26,N,W,M,False
False,stamford,stamford,V,23695,True,C,Moving Violation,23,N,B,M,True
True,ansonia,ansonia,V,100000134,True,C,Moving Violation,36,N,B,M,False
False,csp troop b,barkhamsted,V,455920825,False,C,STC Violation,20,N,W,M,True
True,middletown,middletown,V,153,True,O,Unlicensed Operation,26,N,B,M,False
True,meriden,meriden,V,443,True,C,Window Tint,19,N,W,M,False
True,seymour,seymour,E,346,False,C,Equipment Violation,22,N,W,M,True
False,ledyard,ledyard,I,PSC27506,False,C,Speed Related,41,H,W,M,True
True,danbury,danbury,V,1000503,True,I,Registration,44,N,W,M,True
False,orange,orange,V,WKE0770,True,O,Other/Error,52,N,W,F,False
False,stamford,stamford,E,23750,True,I,Defective Lights,33,N,B,M,True
True,orange,orange,E,RNL5037,False,O,Other,19,N,W,M,True
False,coventry,coventry,V,20272,True,O,Speed Related,28,N,B,M,True
False,seymour,seymour,V,348,True,I,Administrative Offense,46,H,W,M,False
True,new haven,new haven,V,137,True,C,Seatbelt,30,N,W,M,False
False,stratford,stratford,V,10154,False,O,Registration,53,N,B,M,False
True,west hartford,west hartford,V,1000002042,True,O,Moving Violation,29,N,W,M,True
False,new milford,new milford,I,444,False,C,Other,69,M,A,M,True
True,csp troop d,killingly,V,1000001947,False,C,Speed Related,36,H,W,F,False
True,norwich,norwich,E,1020,True,C,Other/Error,24,N,W,M,True
True,wallingford,wallingford,E,218,True,O,Display of Plates,23,N,B,M,False
False,east hartford,east hartford,V,WCW0264,True,O,Registration,42,H,W,M,True
True,putnam,putnam,V,3202,False,O,Registration,29,N,W,M,True
False,shelton,shelton,V,386,False,C,Defective Lights,37,N,B,F,False
False,norwalk,norwalk,V,100000230,True,O,Stop Sign,21,N,W,M,False
False,csp troop h,east hartford,V,1000003399,False,O,Speed Related,26,N,B,M,False
True,weston,weston,V,30,True,I,Defective Lights,30,N,W,M,False
True,berlin,berlin,V,JTM2849,False,I,Defective Lights,41,N,W,M,False
False,new haven,new haven,E,6569,True,C,Administrative Offense,26,N,B,M,True
False,csp troop h,new britain,V,1000003350,False,C,Other,33,H,W,M,False
True,norwich,norwich,I,1040,True,C,Suspended License,25,N,B,M,True
False,manchester,manchester,E,TL5232,True,O,Defective Lights,36,H,W,M,False
False,westport,westport,V,PSC20061,True,C,Traffic Control Signal,26,N,W,M,False
True,csp troop b,torrington,V,1000003231,True,C,Speed Related,24,N,A,M,False
False,csp troop h,east hartford,V,1000001890,True,O,Moving Violation,50,N,W,M,False
True,naugatuck,naugatuck,V,PL32,True,C,Stop Sign,26,N,B,M,False
True,enfield,enfield,V,229,False,I,Traffic Control Signal,35,N,W,M,True
False,waterbury,waterbury,I,2011,False,O,Defective Lights,20,N,B,M,False
True,bristol,bristol,V,120000062,True,O,Window Tint,31,H,W,M,True
True,yale,new haven,V,1726,True,O,Other,38,H,W,M,True
False,plainville,plainville,I,EAG0501,False,C,Other,75,N,W,M,True
False,csp troop k,columbia,V,488417172,False,O,Registration,56,N,W,M,False
False,north haven,north haven,V,100000230,False,O,Administrative Offense,29,N,W,M,False
False,state police,harwinton           ,E,389088739,True,O,Defective Lights,25,N,W,M,False
False,norwalk,norwalk             ,V,100000243,True,C,Other,35,H,W,M,True
True,stratford,stratford,V,30225,True,C,Moving Violation,15,N,W,M,True
False,enfield,enfield,V,58,True,O,Registration,30,N,W,M,False
False,berlin,berlin,V,MWM1067,True,I,Display of Plates,45,N,W,M,False
True,state police,trumbull            ,V,439075424,True,O,Other/Error,36,N,B,M,True
True,new haven,new haven,V,481,True,O,Other,38,N,B,M,True
False,wilton,wilton,V,1016,False,I,Administrative Offense,61,N,B,M,True
False,east haven,east haven,V,100332,True,C,Unlicensed Operation,45,H,W,M,False
True,new haven,new haven,E,6506,True,C,Other,17,H,W,M,True
False,glastonbury,glastonbury,V,SCDESK396,True,I,Speed Related,39,N,W,M,True
False,state police,hartford            ,V,1000002271,False,C,Window Tint,29,N,W,M,False
True,newington,newington,V,SJA2613,True,O,Registration,31,N,W,F,False
False,norwich,norwich,E,1066,True,O,Defective Lights,30,N,B,M,False
True,middletown,middletown,V,3064,True,C,Moving Violation,34,N,B,M,True
True,west hartford,west hartford,E,1000002072,True,O,Other,28,N,B,M,True
False,new london,new london,V,PSC56002,False,O,Traffic Control Signal,39,H,W,F,True
False,greenwich,greenwich           ,V,120000092,False,I,Moving Violation,33,H,W,F,True
False,milford,milford,E,104,True,C,Defective Lights,26,N,W,M,False
False,csp troop b,torrington,V,18922,True,O,Registration,49,N,W,M,False
False,greenwich,glenville,V,6068,True,O,Other,28,H,W,M,False
True,ledyard,ledyard,V,PSC27506,True,C,Administrative Offense,43,H,W,M,False
True,middletown,middletown,V,3064,True,O,Moving Violation,38,N,B,M,True
True,wethersfield,wethersfield,E,SEM0240,True,C,Window Tint,32,N,B,M,True
False,milford,milford,V,93,False,O,Registration,29,N,W,M,True
False,clinton,clinton,V,446,True,O,Moving Violation,46,N,W,M,False
False,vernon,vernon              ,V,611,True,C,Other/Error,28,N,W,M,False
True,bloomfield,bloomfield,V,2088,True,O,Window Tint,27,N,B,M,False
True,csp troop c,tolland,V,849715205,True,C,STC Violation,28,N,W,M,False
True,state police,somers              ,V,1000003174,True,C,Other,28,N,W,M,True
False,newington,newington,E,49,True,O,Display of Plates,20,N,B,M,False
False,westport,westport,I,20026,True,I,Other,20,H,W,M,True
True,derby,derby,V,73,False,O,Cell Phone,36,N,B,M,False
True,south windsor,south windsor,E,SEH0186,False,C,Display of Plates,38,N,B,M,False
False,newington,newington,E,BJL2618,True,O,Defective Lights,21,N,B,M,False
False,east hartford,east hartford,I,CAT0330,False,C,Speed Related,44,N,B,M,False
False,glastonbury,glastonbury,V,NPC0399,False,I,Suspended License,32,N,B,M,True
False,willimantic,willimantic,V,256,False,C,Registration,23,N,W,M,True
True,norwich,norwich,I,1036,True,C,Administrative Offense,38,N,B,M,True
True,state police,brookfield          ,E,1000003023,True,C,Defective Lights,17,N,W,M,False
True,vernon,vernon,V,617,False,C,Moving Violation,28,N,W,M,True
False,new haven,new haven,E,619,True,C,Other/Error,31,N,W,M,False
False,west hartford,west hartford       ,E,1000002072,True,O,Window Tint,35,N,B,M,False
True,stratford,stratford,V,30353,True,I,Moving Violation,59,N,W,M,False
True,naugatuck,naugatuck,V,PL31,True,O,Traffic Control Signal,23,N,W,F,True
False,bristol,bristol,V,10199,True,C,Speed Related,44,H,W,M,False
False,wallingford,wallingford,E,P049    ,True,O,Display of Plates,22,N,B,M,True
False,vernon,vernon,V,570,False,O,Moving Violation,33,N,W,M,False
True,state police,salisbury           ,V,1000003157,False,C,Defective Lights,22,N,W,M,False
False,csp troop c,mansfield,V,934977327,False,O,Speed Related,24,N,W,M,True
True,new haven,new haven,E,137,False,C,Display of Plates,33,N,B,M,True
False,csp troop k,colchester,I,1000002851,False,O,Other,22,N,W,M,True
False,csp troop c,mansfield,V,1000003169,True,O,Other,29,N,B,M,True
False,manchester,manchester,E,TL5232,True,C,Defective Lights,20,N,W,M,False
False,norwalk,norwalk             ,V,100000232,True,C,Other,20,N,B,M,False
True,csp troop k,colchester,I,1000002850,False,C,Other,55,N,B,M,True
True,trumbull,trumbull,V,5107,False,O,Traffic Control Signal,43,N,B,M,False
False,stratford,stratford,V,30233,True,I,Stop Sign,23,N,W,M,False
True,clinton,clinton,V,3172,False,I,Display of Plates,46,N,W,M,True
True,plainville,plainville,E,RBM2829,True,O,Defective Lights,22,N,W,F,True
True,bridgeport,bridgeport,E,185,False,C,Defective Lights,17,N,B,F,True
False,farmington,unionville,V,338,False,I,Moving Violation,33,N,W,M,True
False,new london,new london,V,PSC56082,False,O,Other,45,N,W,M,True
False,enfield,enfield,V,124,False,I,Registration,61,N,W,M,True
True,watertown,watertown,I,1151,True,O,Speed Related,26,N,W,M,False
False,ridgefield,ridgefield,V,1000184,True,N,Stop Sign,22,N,W,M,True
True,stratford,stratford,I,30233,True,C,Unlicensed Operation,48,N,B,F,False
True,plymouth,terryville,V,21,True,C,Speed Related,23,N,W,M,False
False,rocky hill,rocky hill,V,JLF0213,False,O,Speed Related,16,H,W,M,True
False,enfield,enfield,V,20,True,O,Speed Related,31,N,B,M,True
True,enfield,enfield,V,32,False,I,Speed Related,33,N,W,F,False
False,waterbury,waterbury,V,2380,True,I,Administrative Offense,25,N,B,M,True
True,west haven,west haven,E,1000332,False,I,Defective Lights,57,N,W,F,False
False,fairfield,fairfield,E,100000967,False,O,Defective Lights,23,N,B,M,False
True,fairfield,fairfield,V,100000734,False,O,Other,39,N,W,M,False
False,state police,norwalk             ,V,1000003203,True,O,Other,69,N,B,M,False
False,hartford,hartford,V,700,False,C,Window Tint,27,N,B,M,True
True,plainfield,plainfield,E,165,True,C,Defective Lights,37,N,W,F,False
False,bethel,bethel,V,84L,False,C,Stop Sign,41,N,W,M,False
False,csp troop l,litchfield,E,681608887,True,O,Other,27,N,W,F,True
True,torrington,torrington,V,PSC24181,True,I,Moving Violation,64,N,W,M,False
False,csp troop c,willington,V,1000003196,False,C,Registration,22,N,W,M,True
True,state police,naugatuck           ,V,1000003165,True,O,Moving Violation,25,N,B,F,False
True,derby,derby,I,063,False,O,Other,22,N,W,F,True
False,bridgeport,bridgeport,E,ROS0712,True,C,Display of Plates,20,N,B,M,True
False,new haven,new haven,V,6511,False,C,Window Tint,27,N,B,M,True
True,windsor,windsor,E,212,False,O,Defective Lights,25,N,B,M,False
True,wallingford,wallingford,V,P227,True,O,Other,13,N,W,M,False
True,berlin,berlin,V,TWL0819,False,O,Speed Related,13,N,W,M,False
False,fairfield,fairfield,E,100000962,True,C,Defective Lights,31,N,W,M,False
True,darien,darien,V,PSC21368,False,C,Speed Related,28,H,W,M,False
True,glastonbury,glastonbury,V,CJK0409,True,I,Cell Phone,51,N,W,M,True
False,state police,norwich             ,V,1000002762,True,C,Other,39,N,B,M,False
False,waterbury,waterbury,V,1083,True,I,Administrative Offense,39,N,B,M,False
False,danbury,danbury,V,1000677,True,I,Registration,45,N,W,M,False
False,farmington,farmington,V,359,False,I,Stop Sign,19,N,W,M,True
False,windsor,windsor,V,TXT0121,False,O,Stop Sign,26,N,B,M,False
False,new haven,new haven,I,61,False,C,Other/Error,24,H,W,M,False
False,glastonbury,glastonbury,V,BSR0403,False,C,Display of Plates,40,N,W,M,True
False,csp troop c,vernon,V,1000002743,True,C,Speed Related,26,N,W,M,False
True,seymour,seymour,V,356,True,I,Equipment Violation,54,N,B,M,True
True,newington,newington,E,49,False,C,Moving Violation,24,N,I,M,False
False,csp troop e,montville,V,923295155,False,O,Stop Sign,12,H,W,M,True
False,farmington,farmington          ,V,346,True,I,Traffic Control Signal,42,N,W,M,True
False,csp troop a,danbury,V,1000002724,True,O,Other,60,N,W,F,True
True,torrington,torrington,V,MRICH026,True,C,Equipment Violation,34,N,W,M,False
False,milford,milford,V,517,False,O,Other,21,N,W,M,True
True,willimantic,willimantic,I,367,True,C,Stop Sign,52,H,W,M,False
False,danbury,danbury             ,V,10633,False,I,Cell Phone,39,H,W,M,True
False,csp troop c,union,E,1000003196,True,C,Window Tint,13,H,W,M,True
True,wallingford,wallingford,I,194,True,O,Other/Error,42,N,W,F,False
False,middletown,middletown,V,221,True,C,Traffic Control Signal,31,H,W,M,True
True,east hampton,east hampton,V,PSC21511,True,C,Moving Violation,18,N,B,M,False
True,east hartford,east hartford,E,JMK0326,True,C,Window Tint,24,H,W,M,False
True,norwalk,norwalk,V,100000142,False,I,Other,31,N,W,M,False
False,west hartford,west hartford       ,V,1000002128,True,O,Moving Violation,47,N,W,M,False
True,glastonbury,glastonbury,V,DMG0380,False,C,Registration,30,N,W,M,False
True,enfield,enfield,V,10,True,O,Registration,30,N,W,M,True
True,csp troop e,new haven,V,498167384,False,C,Speed Related,42,N,W,M,True
True,new london,new london,I,PSC56057,False,C,Other,25,N,W,M,True
False,new london,new london,V,PAS56091,True,O,Other/Error,22,N,B,M,True
False,state police,windham             ,I,1000002736,True,C,Other/Error,25,N,B,M,False
False,csp troop g,milford,I,119974171,True,O,Other,45,N,B,M,False
False,stamford,stamford,E,11790/21534,False,O,Stop Sign,35,N,B,M,False
True,putnam,putnam,V,3202,True,O,Defective Lights,25,N,W,M,True
True,norwich,norwich,V,1067,True,I,Registration,38,H,W,F,False
False,east hartford,east hartford,V,JMK0326,True,C,Administrative Offense,30,H,W,M,False
False,berlin,berlin,V,TFB2841,True,I,Administrative Offense,21,H,W,F,False
False,norwich,norwich,V,1050,True,O,Defective Lights,20,N,W,M,True
False,rocky hill,rocky hill,V,1076193,False,C,Traffic Control Signal,22,H,W,M,False
True,stamford,stamford,E,1A NIGHTS,True,C,Window Tint,38,H,W,M,False
False,new london,new london,I,PSC56057,False,O,Other,30,N,W,M,False
True,new haven,new haven,V,203,True,N,Unlicensed Operation,18,N,B,M,False
False,east hartford,east hartford,V,KKC0268,True,C,Window Tint,21,N,B,M,True
False,wallingford,wallingford,V,P213    ,True,C,Registration,26,N,B,M,False
False,waterbury,waterbury,V,1020,True,I,Moving Violation,25,N,B,M,False
False,milford,milford,V,10,True,I,Other,38,N,B,M,True
True,middletown,middletown,V,233,True,C,Speed Related,21,N,W,F,False
False,branford,branford            ,V,381,False,N,Suspended License,26,N,W,M,True
True,norwich,norwich,V,1051,True,C,Traffic Control Signal,34,N,W,F,True
True,new haven,new haven,V,6507,True,C,Stop Sign,21,N,B,M,True
False,csp troop a,danbury,V,790642042,True,O,Other,24,N,B,M,False
False,torrington,torrington,E,69,True,C,Defective Lights,23,N,W,M,False
True,middletown,middletown,V,253,False,O,Other,40,N,B,F,True
False,farmington,unionville,V,356,False,O,Stop Sign,18,N,W,M,False
False,simsbury,simsbury,V,222,True,O,Speed Related,27,N,W,M,True
True,csp troop k,lebanon,V,1000003199,True,O,Administrative Offense,30,N,B,M,True
False,north haven,north haven         ,V,100000160,False,C,Speed Related,61,N,W,M,True
False,middletown,middletown,V,163,True,C,Display of Plates,31,N,W,M,False
False,waterford,waterford,V,S16,True,O,Speed Related,26,N,W,M,False
False,naugatuck,naugatuck,E,PL31,True,C,Defective Lights,20,N,W,M,True
True,meriden,meriden,V,115,True,C,Speed Related,29,N,W,M,True
False,new london,new london,I,PSC56030,False,O,Other,40,H,W,M,False
False,farmington,farmington          ,V,214,False,C,Moving Violation,29,N,W,M,True
True,cheshire,cheshire,E,3,True,O,Display of Plates,17,N,W,M,True
True,torrington,torrington,E,66,False,I,Other,39,N,W,F,False
False,plymouth,terryville,V,21,True,O,Speed Related,23,N,W,M,False
True,waterbury,waterbury,I,2098,True,I,Suspended License,22,H,W,F,True
True,fairfield,fairfield,V,100000707,True,O,Other,12,N,W,M,False
True,csp troop g,west haven,V,119974171,True,O,Unlicensed Operation,15,N,B,F,False
False,east hartford,east hartford,V,KKC0268,True,O,Administrative Offense,37,N,B,M,False
True,plainville,plainville,V,MG851,True,C,Moving Violation,25,N,W,M,False
True,state police,bolton              ,V,1000002719,False,C,Defective Lights,27,N,W,M,True
True,danbury,danbury,V,10438,True,I,Speed Related,26,H,W,M,True
False,west haven,west haven,V,1000333,True,I,Display of Plates,59,N,W,M,False
False,wethersfield,wethersfield,V,538,False,C,Administrative Offense,30,N,W,M,True
True,derby,derby,V,68,False,I,Display of Plates,38,N,B,F,False
False,north haven,north haven         ,V,100000018,True,I,Other,28,H,W,M,True
True,glastonbury,glastonbury,V,SAS0410,False,I,Suspended License,20,N,W,F,True
True,old saybrook,old saybrook,V,10,False,C,Defective Lights,36,N,B,M,False
True,westport,westport,V,PSC20046,True,O,Moving Violation,38,N,W,F,False
True,east hartford,east hartford,V,JAC0342,True,C,Stop Sign,18,N,B,F,True
False,wilton,wilton,I,120000071,False,O,Other,23,N,W,M,False
True,csp troop g,bridgeport,V,1000002598,True,O,Speed Related,33,N,B,M,True
True,wallingford,wallingford,E,218,True,O,Speed Related,16,N,B,M,True
True,seymour,seymour,V,345,True,O,Moving Violation,36,N,B,M,False
True,csp troop a,newtown,E,790642042,True,O,Administrative Offense,21,N,B,M,False
False,stamford,stamford,E,23342/23344,False,O,Window Tint,17,H,W,M,True
False,state police,waterbury           ,V,1000002230,False,C,Other/Error,20,H,W,M,False
True,new britain,new britain,V,VD0439,False,C,Stop Sign,24,H,W,M,True
True,norwich,norwich,E,1063,False,O,Defective Lights,18,N,W,F,False
False,meriden,meriden,V,466,False,C,Moving Violation,37,H,W,M,True
True,csp troop b,salisbury,E,1000002945,False,C,Administrative Offense,46,N,W,F,False
False,seymour,seymour,V,106,True,O,Speed Related,24,N,W,M,True
False,danbury,danbury,V,1000502,True,O,Traffic Control Signal,26,N,B,M,False
False,norwich,norwich,V,1050,True,C,Speed Related,15,N,W,F,True
False,naugatuck,naugatuck,E,PL39,True,I,Defective Lights,45,N,W,M,False
False,west haven,west haven,V,1000333,True,I,Moving Violation,44,N,B,M,True
False,east haven,east haven,V,100221,True,C,Cell Phone,36,N,W,M,False
False,new canaan,new canaan,V,287,False,O,Registration,28,N,W,M,False
True,ridgefield,ridgefield,V,1000064,True,O,Speed Related,16,N,W,M,False
False,watertown,watertown,V,1000223,True,C,Display of Plates,26,N,W,M,True
True,csp troop g,new haven,V,961269420,True,O,Moving Violation,22,N,W,M,False
False,norwalk,norwalk,V,100000287,True,C,STC Violation,16,H,W,M,True
False,naugatuck,naugatuck,V,PL17,False,O,STC Violation,23,N,W,M,False
True,hartford,hartford,V,565,False,O,Stop Sign,19,N,B,M,True
False,plainville,plainville,V,MRB0349,True,O,Traffic Control Signal,22,H,W,M,True
False,windsor,windsor,V,5845,False,I,Defective Lights,37,N,B,M,False
True,danbury,danbury             ,V,10606,True,I,Cell Phone,31,H,W,M,False
False,csp troop a,waterbury,V,1000002747,False,O,Seatbelt,27,N,B,M,True
True,new haven,new haven,I,960,True,N,Other,34,N,B,M,True
False,stratford,stratford           ,I,10169,False,C,Registration,23,N,B,M,False
False,csp troop h,west hartford,V,1000003386,True,O,Other,19,H,W,M,False
False,csp troop k,mansfield,V,1000003376,False,C,STC Violation,31,N,B,M,False
False,csp troop a,naugatuck,V,1000002585,False,O,Moving Violation,23,N,B,M,False
True,danbury,danbury,V,1000544,False,I,Defective Lights,18,H,W,M,True
False,csp troop g,branford,V,961269420,True,O,Speed Related,33,N,W,F,False
False,middletown,middletown,V,163,True,C,Seatbelt,12,N,W,F,True
False,windsor,windsor,V,RXW0169,True,I,Registration,22,N,B,M,True
False,norwich,norwich,V,1012,True,C,Suspended License,37,N,W,M,True
False,waterbury,waterbury,V,2247,False,I,Other,50,N,W,M,True
False,branford,branford,V,381,True,N,Registration,30,N,W,M,False
False,new london,new london,V,PSC56052,True,O,Traffic Control Signal,38,N,B,M,False
False,state police,waterbury           ,V,1000002575,False,O,Speed Related,25,M,B,F,False
False,enfield,enfield,V,20,False,I,Registration,53,N,B,F,True
False,south windsor,south windsor,V,KRL0182,True,I,Registration,21,N,W,F,True
False,csp troop i,wallingford,V,447203558,True,O,Speed Related,16,N,W,M,True
True,csp troop a,southbury,E,1000003793,True,O,Defective Lights,21,N,W,M,True
True,wethersfield,wethersfield,I,JPL0159,True,C,Moving Violation,15,N,W,F,True
False,middletown,middletown,V,160,True,O,Moving Violation,43,N,W,M,True
False,westport,westport,V,20015,False,O,Speed Related,49,N,W,F,False
True,state police,shelton             ,V,1000003016,True,C,Speed Related,25,N,W,M,True
False,derby,derby,V,77,True,I,Registration,27,N,B,M,True
False,groton town,groton,V,MCCAG,True,O,Moving Violation,24,H,W,F,False
False,wallingford,wallingford,V,P214    ,True,O,Equipment Violation,29,H,W,M,False
True,csp troop g,westport,V,1000002702,True,C,Speed Related,32,N,B,M,False
False,state police,stafford            ,V,104759822,False,O,Other,23,N,W,M,True
False,new canaan,new canaan,E,276,True,C,Display of Plates,18,H,W,M,True
True,manchester,manchester,V,SP5090,False,C,Window Tint,28,N,B,M,False
True,west hartford,west hartford       ,V,1000002108,False,O,Moving Violation,26,N,W,M,False
False,naugatuck,naugatuck,V,PL36,True,O,Speed Related,22,N,W,M,False
False,stamford,stamford,E,PSC43182,False,I,Defective Lights,23,H,W,M,False
True,old saybrook,old saybrook,V,19,True,I,Speed Related,23,N,W,M,True
False,uconn,storrs,V,520,True,I,Registration,26,N,W,M,False
False,coventry,coventry,V,2186,False,O,Speed Related,28,N,B,M,False
False,wallingford,wallingford,I,194,True,O,Other,41,N,W,M,True
False,middletown,middletown,V,163,True,C,Display of Plates,32,N,B,M,False
True,seymour,seymour,V,316,True,C,Speed Related,26,N,W,M,True
False,yale,new haven,E,572,False,N,Seatbelt,32,N,A,M,False
True,bridgeport,bridgeport,V,GAL0758,False,I,Registration,13,N,B,M,True
False,west haven,west haven,I,214,True,C,Other,24,N,W,M,True
False,milford,milford,E,2325,False,C,Defective Lights,47,N,W,M,False
True,csp troop l,watertown,V,1000003198,True,O,Speed Related,57,N,W,M,False
True,darien,darien,V,PSC21343,False,C,Registration,47,N,W,M,True
True,state police,stonington          ,V,44294139,False,O,Speed Related,46,N,B,M,False
False,new haven,new haven,E,6557,False,O,Defective Lights,19,H,W,F,False
True,state police,hartford            ,V,1000002271,False,O,Traffic Control Signal,23,H,W,M,False
False,plainville,plainville,V,TTN2887,True,C,Window Tint,17,H,W,M,True
True,stratford,stratford,V,10173,False,O,Registration,22,N,B,F,False
False,waterbury,waterbury,I,1355,False,I,Administrative Offense,25,N,B,M,True
True,west hartford,west hartford,V,1000002072,False,O,Seatbelt,30,N,W,M,True
False,monroe,monroe,V,1000118,True,I,Registration,31,H,W,F,False
False,manchester,manchester,V,JDM5229,True,C,Seatbelt,51,N,B,M,True
False,farmington,farmington,E,372,True,C,Defective Lights,17,N,W,F,True
False,state police,lisbon              ,V,965050435,True,C,Window Tint,61,N,W,M,True
True,csp troop f,westbrook,V,1000003387,True,C,Speed Related,25,N,B,M,False
False,norwalk,norwalk,E,100000237,True,C,Defective Lights,18,H,W,M,True
False,branford,branford            ,V,293,True,C,Defective Lights,28,N,W,M,True
True,farmington,farmington,V,346,True,I,Moving Violation,21,N,W,M,True
True,groton town,groton,V,MARTA,True,O,Moving Violation,21,N,W,M,False
False,bridgeport,bridgeport,V,RUF0703,False,O,Other,15,H,W,F,True
False,state police,derby               ,V,1000003165,True,O,Defective Lights,32,H,W,M,False
True,middletown,middletown,V,196,True,O,Stop Sign,51,N,W,F,True
True,thomaston,thomaston,I,PSC24027,True,I,Speed Related,11,N,W,M,False
False,state police,danbury             ,V,790642042,True,O,Other/Error,22,M,B,F,False
False,west haven,west haven,V,1000340,False,I,Registration,36,N,B,M,False
False,new haven,new haven,V,318,False,C,Administrative Offense,36,N,B,M,True
False,csp troop c,mansfield,V,934977327,True,O,Speed Related,25,N,W,F,False
True,csp troop h,cromwell,V,801814624,True,O,Speed Related,23,N,W,F,False
False,stonington,pawcatuck,V,18,False,C,Moving Violation,24,N,W,M,False
True,glastonbury,glastonbury,V,BJL0435,True,C,Moving Violation,49,H,W,M,False
False,new haven,new haven,V,30490,True,C,Window Tint,20,N,B,M,False
False,vernon,vernon,V,601,True,O,Moving Violation,37,N,W,M,False
False,waterbury,waterbury,V,1638,True,I,Administrative Offense,24,N,W,F,True
True,stamford,stamford,V,22440,True,I,Other,29,H,W,M,True
False,wolcott,wolcott,V,222,True,I,Window Tint,53,N,W,M,False
False,east hartford,east hartford,V,JMK0326,True,O,Speed Related,20,N,B,M,False
True,csp troop e,montville,V,1000003180,False,C,Registration,31,N,I,M,True
False,wethersfield,wethersfield,V,563,False,O,Moving Violation,16,H,W,M,False
True,enfield,enfield,V,65,False,I,Traffic Control Signal,22,N,W,M,False
False,rocky hill,rocky hill,V,1095410,True,C,Stop Sign,17,N,W,M,False
True,csp troop g,new haven,V,1000002623,True,C,Moving Violation,45,N,B,M,True
False,state police,woodbury            ,V,1000003198,False,C,Display of Plates,37,N,W,M,False
True,west hartford,west hartford,V,100280,True,O,Cell Phone,19,N,W,M,False
True,new haven,new haven,V,6528,True,C,Other,32,N,B,M,True
False,windsor,windsor,V,BXB0127,True,O,Moving Violation,24,N,B,M,False
False,norwalk,norwalk,E,100000367,True,C,Display of Plates,54,N,W,F,True
False,new haven,new haven,E,147,False,C,Window Tint,25,N,B,M,False
False,ridgefield,ridgefield,V,1000064,True,O,Speed Related,30,M,W,M,False
