StatuteReason,SubjectAge,InterventionDateTime,ContrabandIndicator
Speed Related,32.0,09/26/2017 09:29:00 AM,False
Speed Related,50.0,09/24/2014 09:24:00 AM,True
Other/Error,32.0,11/02/2014 05:30:00 PM,False
Equipment Violation,31.0,05/02/2014 04:28:00 PM,False
Other,15.0,02/23/2018 06:48:00 PM,True
STC Violation,33.0,02/22/2018 07:33:00 PM,False
Display of Plates,23.0,02/25/2014 02:06:00 PM,False
Stop Sign,26.0,08/17/2016 07:04:00 PM,False
Defective Lights,20.0,01/19/2018 05:31:00 PM,True
Stop Sign,30.0,08/16/2016 12:53:10 AM,False
Other,34.0,03/20/2018 10:00:00 PM,False
Other/Error,36.0,12/27/2014 05:18:00 PM,False
Moving Violation,17.0,03/05/2016 11:47:00 PM,False
Traffic Control Signal,23.0,12/04/2014 03:43:00 PM,False
Speed Related,64.0,10/29/2013 10:20:00 AM,False
Registration,36.0,03/26/2017 02:02:00 AM,False
Moving Violation,23.0,04/26/2014 01:00:00 AM,False
Traffic Control Signal,20.0,03/13/2016 12:45:00 AM,True
Moving Violation,43.0,10/27/2014 01:17:00 AM,False
Window Tint,26.0,01/31/2015 06:55:00 PM,False
Administrative Offense,22.0,09/26/2017 05:19:00 PM,False
Speed Related,36.0,11/15/2013 08:13:00 PM,False
Defective Lights,27.0,01/03/2014 04:45:00 PM,False
Moving Violation,25.0,01/18/2014 02:05:00 AM,False
Other,22.0,01/07/2018 04:40:00 PM,True
Moving Violation,24.0,10/05/2017 11:56:00 PM,False
Window Tint,20.0,03/18/2017 12:32:00 PM,True
Defective Lights,22.0,09/12/2014 10:41:00 PM,False
Defective Lights,22.0,10/17/2013 10:58:00 PM,False
Other,31.0,12/04/2013 08:15:00 PM,False
Administrative Offense,29.0,02/17/2016 08:41:00 PM,False
Other,44.0,10/26/2017 11:31:00 AM,False
Display of Plates,25.0,02/15/2018 10:38:00 AM,False
Defective Lights,18.0,03/03/2018 10:00:00 PM,True
Suspended License,52.0,12/17/2014 08:31:00 AM,False
Traffic Control Signal,24.0,11/23/2014 09:22:00 PM,False
Defective Lights,20.0,07/30/2017 11:51:00 PM,False
Speed Related,22.0,04/18/2018 09:57:00 AM,True
Seatbelt,34.0,11/23/2015 02:57:00 PM,True
Moving Violation,25.0,04/13/2018 09:45:00 PM,False
Speed Related,20.0,05/29/2017 05:18:00 PM,False
Registration,41.0,07/03/2017 07:52:00 PM,False
Speed Related,26.0,01/18/2014 08:31:00 PM,True
Other,19.0,08/06/2014 09:13:00 PM,True
Speed Related,22.0,03/06/2017 05:46:00 PM,False
Moving Violation,23.0,03/05/2016 02:00:00 AM,True
Defective Lights,22.0,01/16/2017 12:15:00 AM,True
Moving Violation,26.0,01/09/2018 12:31:00 AM,True
Defective Lights,39.0,06/21/2017 09:06:00 AM,False
Moving Violation,69.0,01/17/2014 12:36:00 AM,False
Seatbelt,24.0,10/22/2013 12:00:00 AM,False
Traffic Control Signal,46.0,01/12/2015 02:23:00 PM,True
Moving Violation,20.0,12/12/2014 02:03:00 AM,False
Defective Lights,20.0,11/06/2016 11:28:00 PM,True
Other,22.0,01/12/2018 08:16:00 PM,True
Administrative Offense,29.0,02/25/2018 09:12:00 PM,True
Defective Lights,23.0,01/30/2017 11:38:00 PM,False
Defective Lights,21.0,01/09/2014 12:54:00 AM,True
Display of Plates,29.0,04/19/2016 09:59:00 AM,False
Traffic Control Signal,26.0,04/06/2016 05:30:00 PM,False
Registration,26.0,04/21/2017 07:56:00 PM,False
Stop Sign,59.0,12/19/2017 08:44:00 AM,True
Moving Violation,28.0,09/06/2017 11:54:00 PM,False
Moving Violation,19.0,02/20/2018 12:34:00 AM,True
Other,23.0,06/08/2014 01:24:00 AM,True
Window Tint,30.0,01/03/2017 02:28:00 PM,False
Speed Related,25.0,08/21/2014 03:17:00 PM,False
Traffic Control Signal,18.0,12/18/2017 09:29:00 AM,True
Registration,53.0,03/24/2016 02:09:21 AM,True
Seatbelt,18.0,02/15/2017 01:37:00 PM,True
Display of Plates,51.0,07/28/2014 10:19:00 AM,True
Defective Lights,19.0,12/03/2013 01:53:00 AM,False
Cell Phone,30.0,05/22/2014 12:49:00 AM,False
Registration,33.0,02/25/2017 11:05:00 PM,False
Speed Related,18.0,10/05/2014 05:36:00 PM,False
Other,34.0,09/09/2014 12:08:00 AM,False
Moving Violation,48.0,03/23/2015 01:10:00 PM,True
Moving Violation,21.0,02/28/2016 03:09:00 AM,False
Administrative Offense,22.0,09/02/2017 01:21:00 AM,False
Other,19.0,10/26/2016 01:53:00 PM,True
Speed Related,41.0,04/04/2014 12:00:00 AM,True
Defective Lights,39.0,04/15/2017 08:17:00 PM,True
Registration,28.0,10/30/2014 11:46:00 AM,True
Window Tint,24.0,05/23/2014 07:56:00 PM,False
Other,29.0,09/08/2017 06:14:00 PM,False
Other,25.0,04/20/2016 05:32:57 PM,True
Registration,42.0,08/28/2016 02:51:00 PM,False
Other,34.0,02/04/2014 08:11:00 PM,False
Unlicensed Operation,25.0,11/28/2017 04:49:00 PM,True
Moving Violation,26.0,03/01/2016 02:18:22 AM,False
Cell Phone,29.0,05/01/2018 05:55:00 PM,False
Speed Related,24.0,11/22/2015 07:43:05 PM,False
Registration,60.0,09/04/2014 11:39:00 PM,False
Display of Plates,43.0,04/14/2017 07:23:00 PM,False
Defective Lights,22.0,09/11/2017 10:39:00 PM,True
Cell Phone,22.0,02/16/2015 09:35:00 AM,True
Defective Lights,21.0,04/07/2018 11:26:00 PM,True
Speed Related,41.0,01/09/2015 11:08:00 PM,False
Moving Violation,32.0,12/31/2016 09:48:00 PM,True
Registration,27.0,02/01/2018 05:33:00 PM,False
Traffic Control Signal,39.0,11/09/2017 06:45:00 PM,False
Speed Related,21.0,07/11/2014 08:28:00 PM,False
Other,22.0,09/14/2016 01:29:58 PM,True
Display of Plates,20.0,12/27/2016 09:39:00 PM,True
Defective Lights,18.0,10/31/2016 03:12:00 PM,True
Defective Lights,16.0,07/11/2014 02:31:00 AM,True
Display of Plates,30.0,02/07/2016 11:00:59 AM,True
Moving Violation,32.0,03/31/2016 02:12:48 AM,False
Seatbelt,51.0,07/03/2017 03:26:00 PM,True
Speed Related,28.0,03/16/2014 11:48:00 AM,False
Speed Related,25.0,03/23/2015 07:53:00 AM,True
Suspended License,20.0,10/30/2014 09:09:00 AM,False
Moving Violation,25.0,01/20/2016 03:46:00 PM,False
Other,41.0,05/27/2017 09:15:00 PM,False
Other/Error,19.0,01/22/2015 01:07:00 AM,True
Registration,31.0,01/20/2018 12:19:00 AM,False
Other,20.0,03/10/2014 10:45:00 AM,True
Administrative Offense,25.0,03/02/2016 10:00:00 PM,True
Defective Lights,41.0,12/23/2016 09:50:00 PM,False
Defective Lights,24.0,01/27/2016 12:36:00 AM,False
Administrative Offense,31.0,11/29/2017 02:24:00 AM,True
Defective Lights,21.0,01/11/2014 06:13:00 PM,False
Traffic Control Signal,55.0,07/04/2014 01:30:00 AM,False
Moving Violation,37.0,09/10/2016 04:26:00 PM,False
Moving Violation,35.0,12/05/2016 07:49:00 PM,False
Administrative Offense,23.0,04/13/2017 02:05:00 AM,False
Registration,34.0,12/01/2014 01:41:00 PM,False
Traffic Control Signal,58.0,10/06/2016 12:55:00 AM,False
Traffic Control Signal,20.0,03/10/2018 04:39:00 PM,True
Other,28.0,01/04/2017 04:40:00 PM,False
Seatbelt,23.0,05/15/2017 02:06:00 PM,True
Registration,22.0,05/18/2017 07:41:00 PM,False
Moving Violation,20.0,03/06/2018 06:41:00 PM,False
Moving Violation,21.0,01/30/2015 08:03:00 PM,False
Speed Related,32.0,03/11/2014 04:17:00 PM,False
Suspended License,66.0,12/03/2014 09:58:00 AM,False
Cell Phone,36.0,03/18/2018 04:03:00 PM,False
Administrative Offense,20.0,01/19/2017 09:02:00 PM,False
Registration,49.0,01/21/2016 11:24:00 AM,False
Defective Lights,19.0,12/29/2016 12:30:00 AM,True
Moving Violation,37.0,09/05/2016 01:39:00 AM,False
Other,34.0,10/14/2013 09:56:00 PM,False
Other,27.0,07/07/2016 02:05:00 PM,False
Other,26.0,06/19/2014 06:47:00 PM,False
Display of Plates,29.0,11/07/2016 03:28:00 PM,True
Traffic Control Signal,28.0,10/15/2014 08:16:00 PM,False
Display of Plates,27.0,06/14/2017 01:23:00 AM,False
Registration,32.0,05/28/2014 07:16:00 PM,False
Defective Lights,27.0,12/06/2016 03:33:00 AM,False
Window Tint,26.0,03/23/2016 11:44:31 AM,True
Other,25.0,06/12/2014 11:12:00 PM,False
Defective Lights,20.0,07/14/2016 11:14:05 PM,False
Speed Related,26.0,10/30/2015 01:13:00 AM,False
Defective Lights,21.0,01/19/2014 07:18:00 PM,False
Defective Lights,29.0,10/08/2013 08:08:00 PM,False
Traffic Control Signal,42.0,04/16/2014 02:03:00 AM,False
Stop Sign,20.0,04/21/2014 09:30:00 AM,True
Moving Violation,58.0,03/15/2016 12:43:00 PM,False
Registration,59.0,07/27/2017 08:44:00 AM,False
Defective Lights,34.0,12/05/2016 11:50:00 PM,False
Stop Sign,34.0,01/20/2018 10:03:00 AM,True
Seatbelt,27.0,06/15/2017 02:00:00 PM,False
Window Tint,30.0,08/02/2014 04:25:00 PM,True
Equipment Violation,25.0,12/29/2013 07:21:00 AM,False
Moving Violation,31.0,05/25/2014 07:43:00 PM,False
Window Tint,19.0,06/23/2016 10:47:00 AM,False
Window Tint,20.0,12/13/2016 12:12:00 AM,True
Other,27.0,12/09/2013 04:40:00 PM,False
Defective Lights,18.0,02/22/2014 12:44:00 AM,True
Display of Plates,33.0,04/29/2018 08:39:00 PM,False
Other,21.0,11/25/2015 11:04:29 PM,True
Other,29.0,06/19/2014 08:44:00 PM,True
Traffic Control Signal,20.0,12/03/2016 10:22:00 AM,True
Moving Violation,18.0,10/12/2014 12:24:00 AM,False
Traffic Control Signal,21.0,06/13/2017 09:33:00 PM,False
Speed Related,31.0,10/28/2014 10:19:00 PM,True
Moving Violation,21.0,07/24/2016 09:56:06 PM,False
Other,21.0,05/24/2014 07:39:00 PM,True
Defective Lights,26.0,07/25/2014 10:18:00 PM,True
Defective Lights,25.0,12/16/2015 12:00:00 AM,True
Traffic Control Signal,21.0,12/03/2014 06:47:00 PM,True
Other,25.0,04/26/2014 06:37:00 AM,False
Registration,26.0,05/19/2014 06:57:00 PM,False
Moving Violation,30.0,03/14/2014 12:00:00 AM,False
Other,21.0,04/03/2014 09:27:00 AM,False
Defective Lights,25.0,05/11/2018 09:45:00 PM,False
Moving Violation,29.0,05/21/2016 04:54:00 PM,False
Display of Plates,27.0,04/03/2018 12:21:00 AM,False
Traffic Control Signal,21.0,07/07/2017 11:24:00 PM,False
Display of Plates,45.0,12/18/2013 05:47:00 PM,False
Stop Sign,34.0,05/28/2014 06:37:00 PM,False
Window Tint,44.0,01/11/2017 10:16:00 AM,False
Registration,30.0,12/12/2014 08:36:00 AM,False
Cell Phone,41.0,10/17/2013 02:53:00 PM,True
Defective Lights,34.0,09/04/2016 08:10:59 PM,False
Seatbelt,44.0,04/20/2016 09:03:00 AM,False
Traffic Control Signal,22.0,12/09/2016 10:53:00 PM,False
Defective Lights,21.0,03/29/2018 09:47:00 PM,False
Other,35.0,11/20/2013 11:12:00 AM,False
Defective Lights,20.0,11/26/2017 01:21:00 AM,False
Display of Plates,45.0,07/29/2014 09:55:00 AM,False
Speed Related,31.0,07/25/2017 11:06:00 PM,False
Display of Plates,50.0,10/31/2015 10:59:00 PM,False
Moving Violation,18.0,02/19/2014 04:56:00 PM,True
Administrative Offense,21.0,03/12/2018 04:17:00 PM,False
Defective Lights,29.0,06/27/2017 07:24:00 PM,True
Other,27.0,02/05/2017 03:32:00 PM,False
Registration,31.0,10/13/2015 06:38:00 PM,True
Stop Sign,18.0,10/14/2014 11:38:00 AM,True
Speed Related,25.0,01/26/2018 07:30:00 PM,False
Display of Plates,21.0,09/06/2017 07:05:00 PM,True
Moving Violation,32.0,07/26/2014 02:52:00 AM,False
Other/Error,24.0,11/30/2014 03:39:00 PM,False
Other,36.0,03/16/2016 02:03:00 AM,False
Other,29.0,12/12/2013 09:47:00 PM,False
Stop Sign,18.0,12/04/2014 09:42:00 PM,True
Other/Error,30.0,02/05/2015 10:06:00 AM,False
Other,38.0,02/02/2014 12:00:00 AM,True
Administrative Offense,24.0,11/10/2016 05:23:00 PM,False
Moving Violation,27.0,11/07/2014 11:52:00 AM,False
Other,44.0,09/17/2016 01:13:20 PM,False
Registration,21.0,02/27/2018 04:22:00 PM,False
Window Tint,47.0,03/10/2018 09:28:00 PM,True
Defective Lights,35.0,09/27/2014 02:18:00 AM,False
Moving Violation,38.0,01/02/2015 09:17:00 AM,False
Moving Violation,25.0,05/11/2018 08:10:00 PM,False
Cell Phone,34.0,06/08/2014 09:52:00 AM,False
Display of Plates,39.0,02/03/2017 02:05:00 PM,False
Defective Lights,21.0,02/23/2017 10:10:00 PM,True
Display of Plates,24.0,03/07/2017 04:08:00 PM,True
Moving Violation,22.0,06/03/2014 01:51:00 PM,True
Moving Violation,32.0,03/09/2014 04:04:00 AM,False
Other,24.0,05/22/2017 05:03:00 PM,True
Defective Lights,27.0,04/03/2014 10:15:00 PM,True
Registration,28.0,07/04/2016 12:32:00 AM,True
Defective Lights,17.0,07/26/2014 09:26:00 PM,True
Administrative Offense,23.0,04/14/2016 08:48:00 AM,False
Display of Plates,17.0,10/10/2014 06:34:00 PM,False
STC Violation,19.0,12/06/2015 09:28:48 PM,True
Window Tint,42.0,02/24/2018 05:47:00 PM,False
Moving Violation,19.0,03/22/2015 01:26:00 AM,True
Other/Error,21.0,02/11/2015 06:56:00 PM,False
Window Tint,28.0,02/28/2017 05:34:00 PM,False
Speed Related,35.0,04/13/2018 09:17:00 PM,True
Stop Sign,65.0,07/05/2014 06:04:00 PM,False
Defective Lights,29.0,10/05/2013 06:57:00 PM,True
Other/Error,20.0,03/09/2015 11:34:00 PM,False
Moving Violation,45.0,02/06/2018 06:19:00 PM,False
Defective Lights,33.0,07/18/2014 02:23:00 AM,False
Other,30.0,12/06/2017 02:31:00 AM,True
Speed Related,29.0,04/06/2016 01:17:19 PM,False
Registration,47.0,09/20/2016 08:31:21 AM,False
Suspended License,25.0,07/03/2014 03:20:00 PM,True
Display of Plates,34.0,09/29/2016 04:40:00 PM,True
Moving Violation,33.0,12/07/2014 02:04:00 AM,False
Stop Sign,18.0,05/08/2014 05:18:00 PM,True
Traffic Control Signal,18.0,03/13/2018 12:34:00 AM,True
Defective Lights,21.0,04/09/2018 12:49:00 AM,True
Administrative Offense,35.0,07/11/2016 04:49:36 PM,True
Defective Lights,18.0,11/18/2016 06:09:00 PM,True
Speed Related,26.0,12/05/2015 11:00:00 PM,True
Other,22.0,02/04/2018 03:29:00 AM,True
Other,28.0,12/20/2013 08:13:00 AM,False
Administrative Offense,54.0,04/06/2018 10:05:00 AM,False
Moving Violation,20.0,03/30/2016 12:16:42 AM,True
Registration,25.0,05/27/2017 03:24:00 PM,True
Display of Plates,40.0,03/24/2015 05:24:00 PM,False
Defective Lights,20.0,05/28/2017 12:10:00 AM,False
Defective Lights,35.0,12/10/2014 12:58:00 AM,False
Other,24.0,09/12/2017 09:54:00 PM,False
Other,16.0,08/08/2014 12:03:00 AM,True
Defective Lights,55.0,01/30/2017 02:36:00 AM,False
Window Tint,28.0,04/05/2016 05:16:13 PM,False
Administrative Offense,56.0,12/08/2017 06:46:00 PM,False
Registration,34.0,04/03/2014 07:55:00 PM,False
Speed Related,25.0,11/08/2015 02:05:00 AM,True
Defective Lights,38.0,08/13/2014 10:22:00 PM,False
STC Violation,58.0,05/04/2017 11:35:00 AM,False
Suspended License,40.0,08/06/2014 07:09:00 PM,False
Stop Sign,24.0,02/06/2014 04:49:00 PM,True
Speed Related,21.0,10/02/2013 08:52:00 PM,False
Administrative Offense,43.0,01/11/2018 04:09:00 PM,False
Other,22.0,03/18/2018 12:03:00 PM,True
Other,20.0,07/21/2016 12:42:47 AM,False
Administrative Offense,40.0,01/17/2018 03:21:00 PM,True
Display of Plates,23.0,08/01/2017 11:37:00 PM,True
Registration,51.0,03/28/2014 07:49:00 PM,False
Moving Violation,20.0,01/16/2018 12:27:00 AM,False
Other,33.0,11/11/2017 11:42:00 PM,True
Registration,52.0,01/26/2017 10:21:00 AM,False
Moving Violation,21.0,12/06/2015 08:37:00 PM,False
Other,27.0,08/15/2014 01:50:00 AM,False
Traffic Control Signal,60.0,10/24/2013 05:39:00 PM,False
Moving Violation,22.0,12/04/2015 01:17:52 AM,True
Stop Sign,26.0,08/01/2017 12:34:00 PM,False
Registration,33.0,09/08/2014 02:50:00 PM,False
Suspended License,37.0,01/10/2014 05:45:00 PM,False
Speed Related,19.0,01/28/2017 12:14:00 AM,False
Defective Lights,22.0,01/07/2016 04:59:42 PM,True
Registration,57.0,05/11/2018 03:23:00 PM,False
Traffic Control Signal,29.0,07/12/2017 09:41:00 PM,False
Seatbelt,28.0,10/05/2015 04:28:00 PM,False
Window Tint,23.0,03/28/2018 05:17:00 PM,False
Moving Violation,25.0,10/23/2015 09:14:01 PM,True
Display of Plates,22.0,11/09/2015 07:11:27 PM,False
Speed Related,23.0,10/19/2016 01:10:00 PM,False
Registration,35.0,11/08/2016 11:27:00 AM,True
Stop Sign,21.0,08/07/2017 12:28:00 AM,True
Other,50.0,04/03/2016 06:14:00 PM,True
Moving Violation,28.0,03/19/2017 03:03:00 AM,False
Speed Related,21.0,11/02/2016 10:01:00 PM,True
Traffic Control Signal,39.0,02/14/2017 03:48:00 PM,True
Seatbelt,33.0,06/04/2016 07:58:00 PM,True
Administrative Offense,62.0,01/15/2018 09:56:00 AM,False
Speed Related,36.0,01/16/2018 06:40:00 AM,False
Speed Related,17.0,02/02/2018 09:38:00 PM,False
Moving Violation,19.0,02/23/2017 04:28:00 PM,False
Registration,19.0,03/17/2014 04:56:00 PM,False
Display of Plates,41.0,10/27/2015 05:11:00 PM,False
Other,25.0,03/04/2016 04:58:00 PM,False
Registration,33.0,02/01/2015 12:43:00 PM,True
Display of Plates,40.0,06/24/2017 06:39:00 PM,True
Display of Plates,22.0,10/20/2016 05:47:00 PM,True
Speed Related,18.0,02/01/2014 01:02:00 AM,False
Other,29.0,09/21/2014 05:59:00 PM,True
Window Tint,26.0,03/18/2018 05:37:00 PM,False
Defective Lights,20.0,01/10/2018 05:18:00 PM,True
Other,22.0,04/22/2014 01:11:00 PM,False
Speed Related,45.0,11/02/2013 02:06:00 AM,False
Administrative Offense,34.0,05/23/2017 07:42:00 PM,True
Registration,18.0,12/28/2016 07:41:00 PM,False
Administrative Offense,31.0,02/23/2018 11:12:00 AM,False
Speed Related,63.0,04/05/2018 08:47:00 AM,True
Defective Lights,20.0,04/01/2016 12:40:52 AM,False
Other,50.0,03/21/2014 04:57:00 PM,True
Registration,48.0,03/19/2018 09:57:00 AM,False
Traffic Control Signal,31.0,04/24/2014 10:04:00 PM,False
Defective Lights,24.0,11/25/2017 07:40:00 PM,False
Moving Violation,41.0,04/15/2018 12:17:00 AM,False
Suspended License,35.0,08/05/2014 05:16:00 PM,False
Window Tint,29.0,04/19/2018 08:07:00 PM,False
Other,53.0,12/02/2013 12:57:00 AM,False
Other,23.0,12/15/2013 05:50:00 PM,True
Speed Related,27.0,10/17/2017 12:41:00 AM,False
Defective Lights,24.0,10/14/2015 01:35:53 AM,False
Administrative Offense,34.0,03/30/2018 06:41:00 PM,False
Display of Plates,33.0,11/28/2016 10:01:00 AM,True
Registration,30.0,03/24/2016 04:57:03 PM,False
Other,28.0,04/24/2016 05:29:29 PM,True
Display of Plates,35.0,07/15/2017 08:15:00 PM,True
Speed Related,24.0,12/26/2015 06:51:57 PM,True
Traffic Control Signal,22.0,03/16/2014 10:25:00 PM,False
Stop Sign,24.0,12/20/2014 02:42:00 AM,True
Traffic Control Signal,45.0,03/28/2015 11:17:00 PM,False
Unlicensed Operation,24.0,10/01/2017 02:38:00 AM,False
Moving Violation,32.0,07/10/2014 06:42:00 PM,True
Traffic Control Signal,26.0,11/28/2016 05:10:00 PM,True
Moving Violation,22.0,12/03/2013 12:00:00 AM,False
Moving Violation,40.0,10/06/2013 02:24:00 AM,False
Administrative Offense,23.0,05/19/2017 02:55:00 PM,False
Defective Lights,37.0,09/14/2014 10:43:00 PM,False
Display of Plates,48.0,08/27/2016 10:53:00 PM,False
Other,26.0,08/09/2014 07:30:00 PM,False
Stop Sign,35.0,02/23/2016 12:14:00 AM,False
Other,23.0,04/24/2014 02:58:00 AM,False
Defective Lights,22.0,11/22/2014 08:35:00 PM,False
Unlicensed Operation,23.0,06/01/2017 06:38:00 PM,False
Registration,29.0,02/23/2016 06:50:52 PM,True
Other/Error,30.0,12/06/2014 01:49:00 AM,False
Display of Plates,46.0,11/14/2015 09:29:17 PM,True
Moving Violation,20.0,02/18/2017 02:04:00 AM,True
Speed Related,24.0,02/20/2017 02:36:00 PM,True
Display of Plates,35.0,10/18/2017 08:13:00 PM,True
Equipment Violation,33.0,03/10/2016 04:46:00 PM,True
Display of Plates,28.0,10/12/2016 01:12:00 AM,True
Other,31.0,05/04/2014 04:01:00 PM,True
Window Tint,25.0,02/14/2017 12:45:00 PM,True
Moving Violation,19.0,11/24/2015 12:54:00 PM,True
Other,42.0,07/03/2016 12:39:15 AM,False
Administrative Offense,24.0,12/28/2016 12:34:00 AM,False
Moving Violation,59.0,03/09/2017 06:40:00 AM,False
Registration,25.0,11/14/2013 10:18:00 PM,False
Registration,21.0,12/08/2017 06:46:00 PM,False
Other,26.0,03/31/2018 07:32:00 PM,False
Cell Phone,32.0,04/11/2018 03:55:00 PM,False
Defective Lights,27.0,02/17/2016 08:40:00 PM,True
Traffic Control Signal,35.0,01/17/2018 11:25:00 PM,False
Defective Lights,28.0,06/06/2014 09:58:00 PM,False
Other,17.0,08/22/2014 07:05:00 PM,True
Suspended License,21.0,12/29/2014 02:59:00 PM,True
Other/Error,59.0,12/13/2014 12:42:00 PM,False
Defective Lights,26.0,12/07/2016 06:45:00 PM,False
Suspended License,62.0,04/30/2014 05:49:00 PM,False
Administrative Offense,51.0,07/24/2017 12:00:00 AM,True
Window Tint,33.0,04/17/2018 06:17:00 PM,True
Speed Related,22.0,06/11/2016 07:22:00 PM,False
Speed Related,34.0,04/06/2018 10:14:00 AM,True
Defective Lights,28.0,12/14/2016 12:02:00 AM,True
Administrative Offense,25.0,08/23/2017 10:45:00 AM,False
Other,21.0,05/20/2014 02:46:00 PM,False
Speed Related,34.0,02/03/2017 04:58:00 PM,False
Seatbelt,33.0,10/13/2015 06:06:01 PM,False
Defective Lights,28.0,03/10/2018 10:15:00 PM,True
Administrative Offense,31.0,03/19/2016 02:15:50 AM,True
Speed Related,22.0,04/25/2017 01:18:00 AM,False
Moving Violation,24.0,11/05/2014 11:53:00 PM,False
Speed Related,25.0,09/16/2017 07:38:00 PM,True
Other,48.0,09/02/2016 01:59:00 AM,True
Administrative Offense,40.0,12/20/2017 01:25:00 AM,False
Seatbelt,42.0,12/30/2013 08:34:00 AM,False
Speed Related,22.0,03/14/2018 08:47:00 PM,False
Defective Lights,19.0,04/28/2014 08:41:00 PM,False
Defective Lights,25.0,05/24/2016 12:00:00 AM,False
Cell Phone,24.0,11/07/2017 11:49:00 AM,False
Other,37.0,11/21/2016 08:15:00 PM,False
Registration,19.0,01/22/2018 01:50:00 AM,False
Speed Related,24.0,02/22/2018 03:04:00 PM,True
Other,53.0,04/11/2017 09:10:00 PM,False
Registration,34.0,07/21/2014 08:53:00 AM,False
Window Tint,21.0,01/20/2017 08:18:00 PM,False
Registration,37.0,09/27/2014 12:17:00 AM,False
Cell Phone,20.0,04/06/2018 12:20:00 PM,True
Window Tint,38.0,04/03/2017 10:06:00 PM,False
Traffic Control Signal,42.0,02/28/2017 12:33:00 PM,False
Defective Lights,24.0,01/03/2017 12:13:00 AM,False
Other,21.0,02/03/2017 06:30:00 PM,False
Defective Lights,31.0,04/10/2018 12:18:00 AM,False
Other,44.0,04/18/2014 07:03:00 PM,True
Registration,28.0,04/07/2017 10:38:00 AM,True
Other,19.0,03/27/2018 04:20:00 PM,False
Other,19.0,03/16/2017 06:42:00 PM,False
Moving Violation,32.0,06/29/2017 03:36:00 PM,True
Moving Violation,27.0,04/16/2014 10:55:00 PM,True
Other,56.0,02/10/2017 07:04:00 PM,False
Moving Violation,66.0,07/03/2016 10:14:15 PM,True
Moving Violation,23.0,03/31/2016 12:00:00 AM,False
Moving Violation,41.0,12/31/2017 11:55:00 AM,True
Administrative Offense,27.0,01/20/2016 04:16:24 PM,True
Traffic Control Signal,21.0,01/26/2018 07:05:00 PM,False
Other,25.0,03/21/2016 07:17:26 PM,False
Administrative Offense,41.0,07/07/2017 11:23:00 AM,False
Moving Violation,49.0,10/25/2014 07:07:00 PM,False
Administrative Offense,21.0,03/27/2018 12:33:00 AM,True
Other,89.0,12/07/2017 01:27:00 PM,False
Speed Related,40.0,12/05/2015 11:30:00 PM,False
Traffic Control Signal,29.0,03/13/2015 02:10:00 AM,False
Seatbelt,25.0,10/12/2015 08:53:38 AM,False
Other,20.0,01/19/2018 06:44:00 PM,False
Defective Lights,23.0,10/18/2014 05:27:00 PM,False
Window Tint,35.0,07/16/2014 03:26:00 AM,False
Other,34.0,10/22/2013 07:15:00 PM,False
Stop Sign,23.0,05/14/2017 05:37:00 PM,False
Other,22.0,02/18/2016 12:21:31 PM,False
Unlicensed Operation,56.0,02/24/2017 08:16:00 PM,False
Other,30.0,05/01/2014 09:55:00 PM,False
Display of Plates,61.0,10/29/2015 04:48:00 PM,True
Registration,25.0,03/01/2014 11:25:00 PM,False
Other,22.0,03/18/2018 12:03:00 PM,True
Defective Lights,23.0,01/01/2017 06:19:00 PM,True
Traffic Control Signal,24.0,06/03/2017 09:55:00 PM,False
Defective Lights,52.0,07/07/2016 06:46:00 PM,True
Display of Plates,22.0,06/13/2017 01:31:00 AM,True
Window Tint,32.0,04/09/2016 05:11:00 PM,False
Other,50.0,12/02/2015 06:15:00 PM,True
Unlicensed Operation,34.0,07/05/2017 08:09:00 AM,False
Display of Plates,34.0,01/02/2015 10:40:00 AM,False
Stop Sign,38.0,04/10/2018 10:48:00 AM,False
Registration,26.0,03/31/2015 11:27:00 AM,True
Registration,30.0,10/12/2017 05:20:00 PM,True
Seatbelt,22.0,11/25/2015 11:45:50 AM,False
Display of Plates,20.0,03/27/2018 11:26:00 PM,False
Window Tint,26.0,01/12/2017 09:11:00 PM,False
Other,25.0,05/31/2016 05:31:55 PM,True
Defective Lights,52.0,11/07/2016 01:36:00 AM,False
Administrative Offense,22.0,01/23/2017 08:48:00 AM,False
Speed Related,37.0,12/28/2015 09:51:19 AM,False
Speed Related,30.0,07/26/2017 05:46:00 PM,False
Seatbelt,24.0,05/04/2016 03:43:00 PM,True
Traffic Control Signal,20.0,03/06/2017 01:07:00 AM,False
Moving Violation,32.0,12/18/2017 10:11:00 PM,False
Window Tint,33.0,06/25/2016 08:56:31 PM,False
Administrative Offense,35.0,04/06/2018 10:25:00 AM,True
Other,27.0,01/19/2017 11:45:00 PM,True
Registration,17.0,02/21/2018 09:59:00 PM,False
Registration,19.0,09/23/2017 11:19:00 PM,False
Cell Phone,24.0,02/22/2015 10:50:00 PM,True
Display of Plates,25.0,06/18/2016 12:07:33 AM,False
Speed Related,23.0,10/28/2014 06:18:00 PM,True
Moving Violation,38.0,06/15/2014 02:01:00 AM,False
Cell Phone,28.0,04/20/2016 09:15:53 PM,False
Seatbelt,26.0,10/24/2013 04:50:00 PM,False
Display of Plates,27.0,07/30/2017 12:33:00 AM,True
Administrative Offense,22.0,09/04/2017 06:07:00 PM,True
Moving Violation,27.0,02/23/2018 11:27:00 PM,False
Stop Sign,25.0,04/04/2018 02:49:00 PM,False
