adult,Viscera weight,Coarse-grained Hormones,Diameter,Length,Phosphorylation,Ectopic relationships,Height,Whole weight,Shell weight,Sex,Shucked weight
1.0,0.153,0.611,0.395,0.505,0.956,0.196,0.145,0.6515,0.205,F,0.2695
1.0,0.0635,0.486,0.31,0.4,0.163,0.46,0.1,0.2875,0.095,I,0.1145
1.0,0.0925,0.018,0.395,0.49,0.733,0.31,0.135,0.5545,0.215,M,0.213
1.0,0.1315,0.721,0.435,0.53,0.527,0.088,0.135,0.7365,0.22,M,0.3275
1.0,0.0735,0.039,0.325,0.395,0.629,0.284,0.105,0.306,0.095,I,0.111
1.0,0.2815,0.292,0.535,0.665,0.893,0.919,0.19,1.496,0.475,F,0.5775
1.0,0.08199999999999999,0.669,0.305,0.415,0.809,0.517,0.105,0.3605,0.1,F,0.12
1.0,0.055,0.561,0.345,0.43,0.043,0.866,0.115,0.3045,0.12,M,0.0925
1.0,0.1645,0.862,0.395,0.475,0.774,0.271,0.135,0.5920000000000001,0.2,M,0.2465
1.0,0.209,0.938,0.425,0.525,0.576,0.819,0.145,0.7995,0.24,F,0.3345
1.0,0.121,0.393,0.39,0.48,0.615,0.954,0.145,0.5825,0.255,I,0.2315
1.0,0.0795,0.893,0.345,0.42,0.522,0.912,0.115,0.3435,0.115,I,0.1515
1.0,0.1485,0.269,0.46,0.59,0.29,0.657,0.155,0.9059999999999999,0.335,M,0.327
1.0,0.127,0.861,0.42,0.515,0.703,0.391,0.135,0.6295,0.215,F,0.2815
1.0,0.3835,0.11,0.55,0.695,0.418,0.721,0.22,1.5515,0.445,M,0.5660000000000001
1.0,0.59,0.931,0.63,0.8,0.317,0.827,0.195,2.526,0.62,F,0.9329999999999999
1.0,0.2025,0.554,0.49,0.61,0.961,0.869,0.15,1.103,0.36,M,0.425
1.0,0.215,0.748,0.48,0.565,0.828,0.578,0.175,0.9570000000000001,0.275,F,0.3885
1.0,0.1695,0.897,0.455,0.56,0.39,0.38,0.165,0.86,0.245,M,0.4015
1.0,0.358,0.545,0.485,0.655,0.098,0.437,0.195,1.62,0.485,M,0.6275
1.0,0.304,0.933,0.52,0.64,0.866,0.793,0.2,1.4069999999999998,0.455,M,0.5660000000000001
1.0,0.1905,0.261,0.47,0.59,0.353,0.371,0.17,0.9,0.25,F,0.355
0.0,0.0315,0.228,0.24,0.31,0.218,0.599,0.09,0.1455,0.045,I,0.0605
0.0,0.018000000000000002,0.493,0.185,0.255,0.748,0.332,0.07,0.075,0.025,I,0.027999999999999997
0.0,0.0055,0.194,0.125,0.17,0.199,0.199,0.055,0.0235,0.008,I,0.009000000000000001
1.0,0.2455,0.724,0.55,0.67,0.459,0.669,0.17,1.247,0.4,M,0.47200000000000003
1.0,0.3365,0.306,0.565,0.71,0.27,0.347,0.195,1.7265,0.565,F,0.638
1.0,0.1715,0.114,0.43,0.56,0.181,0.628,0.125,0.8025,0.263,F,0.313
1.0,0.18899999999999997,0.402,0.4,0.505,0.755,0.874,0.13,0.764,0.2175,M,0.3035
1.0,0.1945,0.779,0.43,0.525,0.334,0.018,0.165,0.8645,0.2515,M,0.376
1.0,0.0935,0.162,0.36,0.45,0.877,0.669,0.105,0.4715,0.149,F,0.2035
1.0,0.111,0.391,0.435,0.515,0.313,0.416,0.17,0.631,0.21600000000000003,F,0.2765
1.0,0.184,0.68,0.475,0.59,0.068,0.631,0.16,0.9455,0.27,M,0.3815
1.0,0.233,0.104,0.53,0.7,0.985,0.751,0.19,1.3185,0.42,M,0.5479999999999999
1.0,0.3415,0.085,0.56,0.72,0.122,0.865,0.175,1.7265,0.525,F,0.637
1.0,0.242,0.718,0.495,0.635,0.494,0.914,0.15,1.081,0.31,M,0.4825
1.0,0.2105,0.145,0.44,0.555,0.317,0.481,0.135,0.9025,0.28,M,0.3805
1.0,0.204,0.989,0.47,0.575,0.975,0.078,0.15,1.1415,0.4,M,0.4515
1.0,0.212,0.007,0.455,0.585,0.856,0.144,0.125,1.0270000000000001,0.25,M,0.391
1.0,0.2205,0.863,0.485,0.61,0.886,0.701,0.21,1.3445,0.515,F,0.535
1.0,0.2565,0.164,0.525,0.645,0.104,0.568,0.2,1.449,0.505,F,0.601
1.0,0.1875,0.746,0.44,0.545,0.491,0.845,0.175,0.7745,0.265,F,0.2985
1.0,0.159,0.942,0.45,0.55,0.365,0.447,0.155,0.7895,0.25,M,0.34299999999999997
1.0,0.29100000000000004,0.683,0.525,0.66,0.056,0.833,0.205,1.3665,0.41,F,0.5005
1.0,0.1905,0.467,0.475,0.57,0.218,0.124,0.195,1.0295,0.305,M,0.4635
1.0,0.2035,0.284,0.47,0.6,0.876,0.124,0.2,1.031,0.29,F,0.392
1.0,0.21600000000000003,0.568,0.505,0.63,0.45,0.492,0.165,1.065,0.315,F,0.4595
1.0,0.435,0.743,0.57,0.695,0.816,0.241,0.23,1.885,0.5,M,0.8665
1.0,0.29600000000000004,0.616,0.545,0.65,0.134,0.134,0.16,1.2425,0.48,M,0.48700000000000004
1.0,0.423,0.275,0.595,0.72,0.895,0.048,0.225,1.969,0.66,F,0.8045
1.0,0.2175,0.857,0.44,0.56,0.772,0.709,0.17,0.9445,0.3,I,0.3545
1.0,0.064,0.009,0.325,0.42,0.156,0.788,0.115,0.354,0.105,I,0.1625
0.0,0.0055,0.943,0.125,0.18,0.159,0.101,0.05,0.023,0.01,M,0.0085
1.0,0.0725,0.138,0.325,0.405,0.813,0.966,0.11,0.3575,0.11,F,0.145
1.0,0.126,0.769,0.405,0.5,0.3,0.227,0.15,0.5965,0.185,F,0.253
1.0,0.0675,0.561,0.335,0.435,0.53,0.782,0.11,0.38299999999999995,0.135,I,0.1555
1.0,0.043,0.18,0.275,0.34,0.602,0.776,0.09,0.2065,0.07,M,0.0725
1.0,0.0955,0.843,0.34,0.43,0.873,0.313,0.11,0.382,0.109,F,0.154
1.0,0.1415,0.855,0.41,0.535,0.675,0.755,0.155,0.6315,0.1815,I,0.2745
1.0,0.051,0.399,0.325,0.415,0.212,0.715,0.115,0.3285,0.106,I,0.1405
1.0,0.037000000000000005,0.913,0.265,0.36,0.725,0.229,0.09,0.2165,0.0735,F,0.096
0.0,0.0075,0.983,0.135,0.175,0.4,0.534,0.04,0.0305,0.01,M,0.011000000000000001
0.0,0.005,0.833,0.115,0.155,0.553,0.701,0.025,0.024,0.0075,M,0.009000000000000001
1.0,0.161,0.732,0.43,0.525,0.942,0.675,0.15,0.7365,0.215,I,0.3225
1.0,0.131,0.511,0.39,0.525,0.968,0.498,0.135,0.6005,0.21,F,0.2265
1.0,0.083,0.308,0.345,0.44,0.635,0.388,0.105,0.4285,0.132,F,0.165
1.0,0.11699999999999999,0.065,0.345,0.45,0.787,0.482,0.115,0.496,0.14,F,0.1905
1.0,0.1445,0.262,0.365,0.485,0.511,0.608,0.14,0.6195,0.177,F,0.2595
1.0,0.1465,0.687,0.35,0.47,0.804,0.778,0.135,0.5670000000000001,0.1525,I,0.2315
1.0,0.141,0.013,0.375,0.515,0.223,0.926,0.14,0.6505,0.2215,I,0.2495
1.0,0.1125,0.651,0.34,0.42,0.714,0.1,0.125,0.4495,0.14400000000000002,M,0.165
1.0,0.102,0.221,0.35,0.455,0.933,0.255,0.125,0.4485,0.1335,F,0.1585
1.0,0.045,0.782,0.29,0.37,0.399,0.838,0.09,0.24100000000000002,0.069,M,0.11
1.0,0.040999999999999995,0.818,0.25,0.33,0.627,0.725,0.09,0.19699999999999998,0.0605,M,0.085
0.0,0.0335,0.384,0.22,0.3,0.165,0.096,0.09,0.1425,0.043,I,0.057
1.0,0.273,0.476,0.46,0.625,0.577,0.645,0.16,1.2395,0.38,I,0.55
1.0,0.24100000000000002,0.046,0.475,0.61,0.498,0.622,0.17,1.0385,0.32,I,0.4435
1.0,0.1845,0.246,0.465,0.625,0.426,0.046,0.155,0.972,0.35,I,0.40399999999999997
1.0,0.252,0.683,0.505,0.635,0.81,0.628,0.19,1.3315,0.435,I,0.5805
1.0,0.161,0.965,0.385,0.5,0.33,0.562,0.155,0.762,0.19,I,0.3795
1.0,0.152,0.417,0.43,0.53,0.12,0.406,0.17,0.775,0.235,F,0.35
1.0,0.0755,0.76,0.33,0.445,0.446,0.815,0.1,0.43700000000000006,0.17,I,0.163
1.0,0.146,0.159,0.415,0.585,0.438,0.654,0.155,0.6985,0.195,F,0.3
1.0,0.105,0.696,0.355,0.44,0.465,0.431,0.165,0.435,0.14,I,0.159
1.0,0.026000000000000002,0.513,0.225,0.29,0.884,0.736,0.08,0.1295,0.045,M,0.0535
1.0,0.1905,0.735,0.455,0.555,0.041,0.381,0.17,0.8435,0.3,I,0.309
1.0,0.28300000000000003,0.152,0.515,0.655,0.296,0.911,0.145,1.25,0.315,I,0.5265
1.0,0.2,0.37,0.46,0.58,0.122,0.905,0.185,1.0170000000000001,0.32,F,0.3515
1.0,0.297,0.325,0.43,0.625,0.575,0.328,0.175,1.411,0.395,I,0.5720000000000001
1.0,0.3045,0.207,0.485,0.62,0.324,0.97,0.17,1.208,0.33,I,0.4805
1.0,0.2705,0.406,0.5,0.64,0.801,0.625,0.15,1.0705,0.36,F,0.371
1.0,0.12,0.854,0.375,0.505,0.343,0.933,0.115,0.5895,0.16699999999999998,F,0.2635
1.0,0.1085,0.472,0.395,0.5,0.906,0.794,0.12,0.537,0.1785,I,0.2165
0.0,0.034,0.808,0.245,0.31,0.937,0.882,0.095,0.15,0.048,M,0.0525
1.0,0.19,0.765,0.38,0.505,0.33,0.361,0.145,0.6509999999999999,0.17,F,0.2935
1.0,0.0785,0.093,0.305,0.42,0.115,0.98,0.11,0.28,0.0955,I,0.094
1.0,0.037000000000000005,0.909,0.315,0.4,0.686,0.454,0.105,0.287,0.113,M,0.1135
1.0,0.0565,0.149,0.315,0.425,0.876,0.098,0.125,0.3525,0.13,M,0.1135
1.0,0.033,0.349,0.235,0.31,0.613,0.707,0.06,0.12,0.04,M,0.0415
1.0,0.10300000000000001,0.742,0.35,0.465,0.995,0.224,0.13,0.494,0.155,F,0.1945
1.0,0.1125,0.814,0.36,0.465,0.649,0.151,0.12,0.4765,0.16,F,0.192
1.0,0.0465,0.896,0.255,0.35,0.615,0.875,0.085,0.2145,0.06,M,0.1
1.0,0.142,0.01,0.415,0.52,0.837,0.534,0.16,0.595,0.26,I,0.2105
1.0,0.114,0.066,0.365,0.475,0.65,0.241,0.13,0.4805,0.1475,F,0.1905
1.0,0.0655,0.679,0.315,0.41,0.926,0.789,0.11,0.321,0.095,F,0.1255
0.0,0.027000000000000003,0.967,0.2,0.26,0.512,0.082,0.065,0.096,0.03,M,0.044000000000000004
1.0,0.2145,0.96,0.45,0.575,0.722,0.066,0.17,0.9315,0.26,I,0.358
1.0,0.168,0.594,0.435,0.565,0.122,0.94,0.155,0.782,0.285,I,0.2715
0.0,0.02,0.338,0.19,0.26,0.87,0.155,0.075,0.0945,0.03,M,0.0445
1.0,0.151,0.73,0.385,0.53,0.148,0.217,0.125,0.6695,0.18,F,0.289
1.0,0.034,0.966,0.255,0.34,0.705,0.735,0.095,0.213,0.07,M,0.081
1.0,0.115,0.624,0.38,0.52,0.31,0.198,0.14,0.525,0.185,I,0.1775
1.0,0.2485,0.348,0.5,0.635,0.184,0.221,0.18,1.3119999999999998,0.485,F,0.529
1.0,0.23199999999999998,0.119,0.485,0.61,0.652,0.685,0.165,1.087,0.38,F,0.4255
1.0,0.3365,0.448,0.515,0.66,0.8,0.593,0.18,1.5230000000000001,0.555,F,0.54
1.0,0.292,0.209,0.5,0.635,0.226,0.948,0.18,1.319,0.49,I,0.5485
1.0,0.1095,0.705,0.38,0.465,0.809,0.799,0.135,0.579,0.22,F,0.20800000000000002
1.0,0.156,0.749,0.4,0.515,0.949,0.588,0.16,0.8175,0.3,M,0.2515
1.0,0.039,0.825,0.24,0.335,0.689,0.302,0.095,0.17,0.055,I,0.062
1.0,0.1755,0.453,0.4,0.515,0.7,0.894,0.17,0.7959999999999999,0.28,F,0.258
1.0,0.051,0.249,0.255,0.345,0.735,0.234,0.1,0.19699999999999998,0.06,F,0.071
1.0,0.135,0.559,0.355,0.465,0.4,0.074,0.125,0.5255,0.145,M,0.2025
1.0,0.20800000000000002,0.421,0.415,0.54,0.503,0.244,0.17,0.879,0.255,M,0.33899999999999997
1.0,0.107,0.921,0.355,0.475,0.944,0.27,0.125,0.4625,0.145,M,0.18600000000000003
1.0,0.114,0.865,0.335,0.445,0.001,0.244,0.14,0.4565,0.14,F,0.1785
1.0,0.149,0.52,0.355,0.5,0.443,0.304,0.14,0.528,0.14,M,0.2125
1.0,0.1265,0.219,0.38,0.5,0.268,0.57,0.135,0.5835,0.18,M,0.2295
1.0,0.1645,0.518,0.435,0.55,0.764,0.188,0.17,0.884,0.28,F,0.2875
0.0,0.0185,0.364,0.205,0.275,0.61,0.165,0.08,0.096,0.03,I,0.036000000000000004
0.0,0.0415,0.403,0.265,0.35,0.368,0.471,0.09,0.1855,0.06,F,0.0745
1.0,0.0585,0.845,0.285,0.37,0.325,0.355,0.105,0.27,0.0835,F,0.1125
1.0,0.11,0.75,0.33,0.42,0.468,0.427,0.125,0.46299999999999997,0.145,F,0.18600000000000003
1.0,0.055999999999999994,0.405,0.26,0.35,0.022,0.165,0.09,0.198,0.06,M,0.0725
1.0,0.065,0.448,0.305,0.395,0.2,0.294,0.105,0.282,0.096,M,0.0975
1.0,0.0225,0.825,0.2,0.325,0.997,0.741,0.08,0.0995,0.032,I,0.0395
0.0,0.0235,0.919,0.2,0.275,0.351,0.071,0.065,0.092,0.027000000000000003,I,0.0385
0.0,0.013999999999999999,0.937,0.17,0.235,0.488,0.642,0.065,0.0625,0.022000000000000002,I,0.023
0.0,0.017,0.631,0.18,0.25,0.12,0.934,0.06,0.073,0.0225,I,0.027999999999999997
0.0,0.0185,0.19,0.185,0.25,0.455,0.916,0.065,0.071,0.0225,I,0.027000000000000003
0.0,0.008,0.395,0.145,0.2,0.994,0.007,0.05,0.036000000000000004,0.011000000000000001,I,0.0125
1.0,0.2325,0.963,0.47,0.585,0.8,0.636,0.17,1.099,0.358,F,0.3975
1.0,0.158,0.247,0.35,0.445,0.12,0.85,0.14,0.5905,0.19,M,0.2025
1.0,0.095,0.396,0.385,0.5,0.754,0.857,0.13,0.768,0.27,F,0.2625
1.0,0.1015,0.215,0.325,0.44,0.636,0.692,0.08,0.413,0.13,M,0.14400000000000002
1.0,0.146,0.273,0.405,0.515,0.204,0.987,0.14,0.8505,0.315,M,0.312
1.0,0.13699999999999998,0.588,0.405,0.52,0.894,0.651,0.14,0.6915,0.215,F,0.276
1.0,0.168,0.323,0.39,0.5,0.116,0.018,0.13,0.7090000000000001,0.18,M,0.275
1.0,0.1065,0.723,0.325,0.425,0.55,0.352,0.12,0.3755,0.105,M,0.142
1.0,0.2155,0.506,0.415,0.51,0.688,0.841,0.14,0.8185,0.235,M,0.3025
1.0,0.0625,0.446,0.275,0.37,0.264,0.925,0.08,0.22699999999999998,0.07,F,0.09300000000000001
1.0,0.226,0.376,0.415,0.54,0.707,0.843,0.13,0.8245,0.24,M,0.272
1.0,0.2895,0.631,0.475,0.615,0.73,0.647,0.17,1.1825,0.24,M,0.474
1.0,0.2,0.008,0.44,0.565,0.703,0.322,0.175,1.122,0.375,M,0.39299999999999996
1.0,0.384,0.19,0.515,0.645,0.029,0.472,0.175,1.6115,0.385,M,0.6745
1.0,0.34299999999999997,0.453,0.47,0.615,0.374,0.132,0.175,1.2985,0.32,F,0.5135
1.0,0.3285,0.963,0.49,0.605,0.287,0.796,0.145,1.3,0.31,M,0.517
1.0,0.2455,0.644,0.455,0.59,0.229,0.847,0.165,1.161,0.28,F,0.38
1.0,0.312,0.97,0.485,0.645,0.891,0.391,0.155,1.489,0.38,M,0.5915
1.0,0.193,0.482,0.42,0.57,0.23,0.224,0.155,1.008,0.34,M,0.377
1.0,0.1165,0.516,0.355,0.47,0.207,0.594,0.18,0.441,0.135,F,0.1525
1.0,0.2005,0.225,0.44,0.5,0.369,0.744,0.155,0.742,0.2115,F,0.2025
1.0,0.1905,0.82,0.425,0.52,0.158,0.75,0.145,0.7,0.24,F,0.207
1.0,0.06,0.852,0.285,0.39,0.868,0.909,0.095,0.271,0.08,M,0.11
1.0,0.201,0.293,0.4,0.52,0.814,0.702,0.165,0.8565,0.21,M,0.2745
1.0,0.24100000000000002,0.431,0.415,0.54,0.564,0.628,0.175,0.8975,0.275,F,0.275
1.0,0.107,0.825,0.36,0.46,0.166,0.58,0.135,0.6105,0.235,M,0.1955
1.0,0.038,0.734,0.26,0.355,0.693,0.842,0.09,0.1925,0.065,I,0.077
1.0,0.1295,0.364,0.4,0.49,0.611,0.119,0.145,0.6635,0.2515,F,0.21
1.0,0.349,0.516,0.51,0.63,0.716,0.418,0.185,1.235,0.3065,F,0.5115
1.0,0.195,0.729,0.385,0.5,0.837,0.179,0.145,0.7615,0.204,M,0.24600000000000002
1.0,0.096,0.954,0.39,0.49,0.811,0.751,0.135,0.5920000000000001,0.1835,M,0.242
0.0,0.087,0.282,0.325,0.44,0.571,0.436,0.115,0.39,0.113,M,0.163
1.0,0.17,0.982,0.395,0.515,0.391,0.71,0.165,0.7565,0.3205,F,0.1905
1.0,0.11800000000000001,0.174,0.38,0.475,0.05,0.767,0.145,0.57,0.187,F,0.16699999999999998
1.0,0.0735,0.711,0.31,0.42,0.608,0.892,0.1,0.2865,0.085,I,0.115
1.0,0.0675,0.804,0.305,0.4,0.258,0.021,0.13,0.2935,0.105,M,0.096
1.0,0.1245,0.745,0.36,0.45,0.881,0.305,0.16,0.5670000000000001,0.225,M,0.174
1.0,0.2065,0.657,0.4,0.52,0.523,0.654,0.13,0.6245,0.17,F,0.215
1.0,0.1775,0.382,0.4,0.505,0.825,0.898,0.155,0.8415,0.285,M,0.2715
1.0,0.18,0.019,0.4,0.495,0.358,0.424,0.14,0.7775,0.25,M,0.2015
1.0,0.213,0.185,0.41,0.54,0.727,0.189,0.145,0.9890000000000001,0.355,M,0.2815
1.0,0.155,0.799,0.39,0.48,0.817,0.658,0.125,0.6905,0.2,F,0.21899999999999997
1.0,0.05,0.146,0.26,0.33,0.739,0.339,0.08,0.2,0.07,F,0.0625
0.0,0.0265,0.988,0.21,0.285,0.148,0.859,0.07,0.109,0.033,I,0.044000000000000004
0.0,0.03,0.538,0.23,0.3,0.274,0.148,0.075,0.127,0.0345,I,0.052000000000000005
0.0,0.065,0.615,0.24,0.31,0.875,0.074,0.105,0.2885,0.083,I,0.11800000000000001
0.0,0.04,0.532,0.255,0.34,0.712,0.823,0.075,0.18,0.0525,I,0.0745
0.0,0.03,0.326,0.3,0.375,0.226,0.582,0.075,0.14400000000000002,0.044000000000000004,I,0.059000000000000004
0.0,0.1065,0.725,0.325,0.415,0.567,0.988,0.1,0.4665,0.114,I,0.2285
0.0,0.0705,0.838,0.315,0.415,0.104,0.987,0.105,0.33,0.095,I,0.1405
0.0,0.0835,0.359,0.315,0.415,0.398,0.791,0.09,0.3625,0.09300000000000001,I,0.175
1.0,0.05,0.631,0.32,0.42,0.094,0.412,0.1,0.34,0.0945,I,0.1745
0.0,0.0825,0.461,0.31,0.425,0.409,0.432,0.105,0.365,0.105,I,0.159
1.0,0.113,0.763,0.375,0.465,0.375,0.215,0.11,0.5,0.1505,M,0.21
1.0,0.1445,0.837,0.35,0.465,0.77,0.737,0.135,0.6265,0.175,F,0.259
1.0,0.115,0.902,0.37,0.47,0.565,0.232,0.11,0.5555,0.163,I,0.25
1.0,0.1455,0.914,0.375,0.47,0.174,0.628,0.12,0.6015,0.135,F,0.2765
1.0,0.0975,0.286,0.365,0.475,0.947,0.452,0.12,0.53,0.1625,I,0.2505
0.0,0.1015,0.927,0.37,0.48,0.222,0.434,0.135,0.6315,0.161,M,0.3445
1.0,0.16,0.117,0.4,0.5,0.567,0.841,0.13,0.7715,0.21100000000000002,M,0.37
0.0,0.142,0.697,0.39,0.505,0.306,0.022,0.185,0.6125,0.172,I,0.267
1.0,0.1725,0.817,0.425,0.525,0.858,0.207,0.19,0.872,0.19899999999999998,M,0.4625
1.0,0.1455,0.774,0.42,0.54,0.641,0.07,0.12,0.8115,0.2235,M,0.392
1.0,0.15,0.013,0.45,0.545,0.103,0.769,0.15,0.8795,0.2625,M,0.387
1.0,0.2355,0.897,0.44,0.565,0.785,0.52,0.15,0.983,0.2485,F,0.4475
1.0,0.27699999999999997,0.433,0.46,0.58,0.266,0.291,0.18,1.145,0.325,M,0.48
1.0,0.2215,0.833,0.455,0.59,0.112,0.255,0.16,1.09,0.292,M,0.5
1.0,0.2725,0.815,0.48,0.59,0.952,0.584,0.16,1.262,0.335,M,0.5685
1.0,0.2015,0.863,0.49,0.595,0.063,0.026,0.185,1.185,0.361,M,0.48200000000000004
1.0,0.191,0.956,0.475,0.6,0.666,0.782,0.135,1.4405,0.3175,F,0.5885
1.0,0.2835,0.986,0.5,0.6,0.671,0.177,0.155,1.3319999999999999,0.35,F,0.6235
1.0,0.2175,0.809,0.485,0.6,0.104,0.636,0.165,1.1405,0.28800000000000003,F,0.5870000000000001
1.0,0.275,0.598,0.475,0.605,0.446,0.796,0.175,1.2009999999999998,0.309,M,0.5395
1.0,0.259,0.662,0.49,0.625,0.85,0.271,0.155,1.33,0.33,F,0.6675
1.0,0.3125,0.51,0.5,0.63,0.045,0.983,0.185,1.3619999999999999,0.384,M,0.5785
1.0,0.331,0.428,0.585,0.64,0.064,0.884,0.195,1.6469999999999998,0.47100000000000003,M,0.7225
1.0,0.314,0.732,0.5,0.64,0.928,0.263,0.18,1.4995,0.431,F,0.593
1.0,0.299,0.172,0.545,0.655,0.989,0.96,0.165,1.6225,0.513,F,0.6555
1.0,0.3615,0.563,0.525,0.66,0.582,0.524,0.215,1.786,0.4065,I,0.6725
1.0,0.318,0.833,0.535,0.66,0.729,0.545,0.2,1.791,0.54,M,0.733
1.0,0.358,0.142,0.555,0.675,0.343,0.299,0.205,1.925,0.4535,F,0.713
1.0,0.371,0.465,0.55,0.675,0.435,0.148,0.175,1.689,0.474,F,0.6940000000000001
1.0,0.2655,0.829,0.55,0.69,0.826,0.343,0.18,1.659,0.4395,F,0.8715
1.0,0.4195,0.08,0.53,0.695,0.876,0.381,0.2,2.0475,0.6095,F,0.75
1.0,0.365,0.77,0.525,0.7,0.123,0.643,0.19,1.6015,0.43,F,0.7070000000000001
1.0,0.418,0.464,0.57,0.73,0.525,0.815,0.165,2.0165,0.435,F,1.0685
0.0,0.011000000000000001,0.409,0.15,0.205,0.164,0.117,0.065,0.04,0.013000000000000001,I,0.02
0.0,0.013000000000000001,0.115,0.17,0.225,0.738,0.359,0.07,0.0565,0.016,I,0.024
0.0,0.0135,0.0,0.18,0.23,0.693,0.275,0.05,0.064,0.02,I,0.0215
0.0,0.022000000000000002,0.908,0.195,0.275,0.421,0.607,0.07,0.0875,0.0255,I,0.0345
0.0,0.0265,0.317,0.21,0.28,0.674,0.932,0.055,0.106,0.031,I,0.0415
0.0,0.024,0.105,0.22,0.28,0.883,0.864,0.08,0.1315,0.03,I,0.066
0.0,0.0275,0.126,0.22,0.295,0.365,0.787,0.07,0.126,0.035,I,0.0515
0.0,0.037000000000000005,0.065,0.225,0.31,0.806,0.551,0.075,0.155,0.0365,I,0.065
0.0,0.0325,0.655,0.235,0.315,0.242,0.632,0.07,0.149,0.047,I,0.057999999999999996
0.0,0.0395,0.732,0.265,0.34,0.711,0.829,0.07,0.185,0.07,I,0.0625
0.0,0.0565,0.71,0.29,0.37,0.499,0.106,0.08,0.2545,0.07,I,0.10800000000000001
0.0,0.0405,0.271,0.285,0.38,0.827,0.012,0.085,0.237,0.07,I,0.115
0.0,0.059000000000000004,0.391,0.295,0.39,0.181,0.035,0.1,0.27899999999999997,0.08,I,0.1155
0.0,0.066,0.934,0.31,0.405,0.22,0.345,0.065,0.3205,0.08800000000000001,I,0.1575
0.0,0.0715,0.503,0.325,0.415,0.935,0.697,0.1,0.3335,0.095,I,0.1445
0.0,0.0835,0.008,0.335,0.44,0.423,0.397,0.11,0.3885,0.111,I,0.175
0.0,0.111,0.749,0.345,0.44,0.01,0.352,0.115,0.545,0.1305,I,0.26899999999999996
0.0,0.0865,0.343,0.325,0.44,0.312,0.138,0.1,0.4165,0.11,I,0.185
0.0,0.11,0.423,0.355,0.44,0.438,0.264,0.12,0.495,0.125,I,0.231
0.0,0.08900000000000001,0.524,0.35,0.45,0.125,0.647,0.125,0.4775,0.11800000000000001,I,0.2235
1.0,0.1065,0.252,0.35,0.45,0.11,0.407,0.12,0.46799999999999997,0.1325,I,0.2005
0.0,0.1045,0.521,0.35,0.455,0.409,0.093,0.12,0.4555,0.1375,F,0.1945
0.0,0.1115,0.08,0.35,0.46,0.86,0.334,0.115,0.46,0.1165,F,0.2025
0.0,0.0885,0.426,0.345,0.46,0.706,0.219,0.12,0.4155,0.107,I,0.198
0.0,0.102,0.627,0.345,0.46,0.02,0.99,0.115,0.4215,0.111,I,0.1895
0.0,0.1005,0.729,0.355,0.465,0.998,0.677,0.11,0.474,0.12,I,0.23
1.0,0.1035,0.864,0.34,0.465,0.5,0.806,0.105,0.486,0.1225,M,0.231
0.0,0.1025,0.347,0.385,0.475,0.36,0.146,0.11,0.5735,0.136,I,0.311
1.0,0.1115,0.19,0.355,0.475,0.029,0.334,0.105,0.46799999999999997,0.12,I,0.201
1.0,0.1015,0.364,0.37,0.48,0.94,0.956,0.1,0.5135,0.135,M,0.243
0.0,0.166,0.512,0.375,0.5,0.072,0.314,0.145,0.6215,0.1485,M,0.27399999999999997
0.0,0.09,0.798,0.38,0.5,0.787,0.207,0.11,0.494,0.1325,I,0.218
0.0,0.142,0.822,0.385,0.505,0.797,0.204,0.12,0.6005,0.185,I,0.239
1.0,0.1365,0.527,0.395,0.515,0.728,0.112,0.12,0.6459999999999999,0.172,M,0.285
0.0,0.18899999999999997,0.448,0.415,0.525,0.826,0.728,0.135,0.7945,0.20199999999999999,M,0.39399999999999996
1.0,0.1705,0.4,0.425,0.525,0.884,0.131,0.125,0.812,0.195,M,0.4035
0.0,0.20800000000000002,0.114,0.42,0.53,0.095,0.714,0.17,0.828,0.1505,F,0.41
0.0,0.1415,0.378,0.41,0.53,0.695,0.37,0.14,0.6809999999999999,0.1835,M,0.3095
1.0,0.2275,0.086,0.405,0.53,0.609,0.909,0.15,0.889,0.215,F,0.4055
1.0,0.1595,0.319,0.435,0.54,0.952,0.709,0.14,0.7345,0.213,M,0.33
1.0,0.159,0.891,0.425,0.55,0.275,0.046,0.125,0.9640000000000001,0.215,F,0.5475
0.0,0.22399999999999998,0.557,0.425,0.555,0.264,0.382,0.14,0.963,0.24,F,0.44
1.0,0.185,0.425,0.445,0.57,0.68,0.526,0.15,0.995,0.2505,F,0.504
1.0,0.196,0.134,0.435,0.57,0.343,0.886,0.14,0.8585,0.2295,F,0.3905
0.0,0.20600000000000002,0.493,0.45,0.575,0.639,0.427,0.155,0.948,0.259,M,0.429
1.0,0.1815,0.926,0.445,0.58,0.386,0.234,0.145,0.888,0.2425,F,0.41
1.0,0.2215,0.643,0.45,0.585,0.761,0.651,0.16,0.9045,0.2335,F,0.405
0.0,0.263,0.53,0.465,0.59,0.545,0.372,0.14,1.046,0.263,M,0.4695
1.0,0.26899999999999996,0.93,0.47,0.595,0.743,0.614,0.155,1.1775,0.31,F,0.542
1.0,0.22,0.924,0.465,0.595,0.171,0.057,0.15,1.0765,0.287,F,0.491
1.0,0.2745,0.031,0.465,0.595,0.396,0.628,0.15,1.0255,0.289,F,0.41200000000000003
1.0,0.2245,0.422,0.46,0.6,0.068,0.653,0.145,0.9325,0.248,F,0.3985
1.0,0.27399999999999997,0.77,0.46,0.6,0.553,0.35,0.15,1.235,0.29,F,0.6025
