Date,Store,Sales,Customers,Open
2015-02-28,61,5583,676,1
2015-05-20,82,10088,891,1
2015-03-15,91,0,0,0
2015-07-21,27,7727,927,1
2015-01-28,46,6158,662,1
2015-05-23,29,8214,712,1
2015-05-13,71,9156,859,1
2015-01-05,77,10474,815,1
2015-02-21,33,9311,886,1
2015-04-25,77,7400,636,1
2015-01-21,10,3792,489,1
2015-06-30,38,8440,606,1
2015-03-15,48,0,0,0
2015-01-25,47,0,0,0
2015-07-07,89,5191,625,1
2015-06-29,85,8833,1009,1
2015-03-23,70,5291,610,1
2015-01-21,13,3204,255,1
2015-02-02,59,8847,821,1
2015-02-12,50,3021,295,1
2015-02-21,15,5174,600,1
2015-05-16,13,4519,352,1
2015-03-27,29,8013,678,1
2015-06-22,95,5889,727,1
2015-03-17,21,6037,515,1
2015-07-01,57,10644,999,1
2015-05-07,44,6374,719,1
2015-04-16,41,6304,437,1
2015-01-26,67,9859,914,1
2015-07-25,78,1867,284,1
2015-04-06,20,0,0,0
2015-03-25,5,4325,613,1
2015-07-03,34,8951,1041,1
2015-07-19,72,0,0,0
2015-01-17,11,6183,887,1
2015-01-11,2,0,0,0
2015-02-22,52,0,0,0
2015-07-17,77,9682,727,1
2015-05-13,59,6011,652,1
2015-02-12,40,1052,158,1
2015-05-23,26,5848,521,1
2015-03-07,70,5800,620,1
2015-05-11,75,5137,595,1
2015-06-03,65,5452,469,1
2015-04-09,81,5822,467,1
2015-02-16,50,6261,485,1
2015-03-30,24,18297,1199,1
2015-01-02,99,5551,475,1
2015-04-05,42,0,0,0
2015-07-16,84,13627,1321,1
2015-03-24,53,4356,537,1
2015-06-22,89,6401,662,1
2015-03-24,67,6644,744,1
2015-07-07,12,5808,829,1
2015-01-06,16,0,0,0
2015-04-03,19,0,0,0
2015-03-02,30,7216,899,1
2015-01-16,36,8798,1075,1
2015-06-17,73,5104,519,1
2015-03-28,69,8077,1038,1
2015-02-12,19,5953,635,1
2015-05-24,95,0,0,0
2015-03-18,7,8236,850,1
2015-05-13,84,14148,1574,1
2015-06-04,59,6861,638,1
2015-04-11,59,2412,238,1
2015-04-23,37,4654,575,1
2015-02-21,23,4729,416,1
2015-04-01,73,6963,649,1
2015-01-25,22,0,0,0
2015-05-08,82,10505,974,1
2015-03-30,53,9083,781,1
2015-06-26,54,6881,612,1
2015-02-14,49,7997,581,1
2015-06-01,100,9392,776,1
2015-03-11,16,7644,892,1
2015-02-14,63,7609,751,1
2015-07-05,98,0,0,0
2015-07-19,5,0,0,0
2015-04-18,31,4593,507,1
2015-07-15,20,8262,944,1
2015-01-30,24,12859,1030,1
2015-03-25,26,3928,390,1
2015-07-26,88,0,0,0
2015-03-13,82,8437,823,1
2015-04-01,89,7502,657,1
2015-02-16,29,12280,951,1
2015-01-21,83,3169,298,1
2015-03-08,93,0,0,0
2015-02-09,56,7068,496,1
2015-06-19,82,10948,979,1
2015-03-26,23,4266,405,1
2015-01-04,11,0,0,0
2015-02-22,18,0,0,0
2015-01-05,91,7023,721,1
2015-03-09,60,8702,732,1
2015-05-19,34,8292,1014,1
2015-01-14,97,7620,712,1
2015-05-17,43,0,0,0
2015-04-20,72,3496,483,1
2015-04-30,65,8068,659,1
2015-03-12,22,3474,436,1
2015-03-11,64,8153,653,1
2015-07-18,52,6375,472,1
2015-04-18,4,11196,1456,1
2015-04-07,11,7567,1161,1
2015-07-23,43,4917,504,1
2015-04-04,55,4031,540,1
2015-02-18,3,7862,784,1
2015-02-17,90,10443,1128,1
2015-02-02,75,7870,791,1
2015-03-11,30,3152,502,1
2015-06-13,49,8136,580,1
2015-04-24,5,3516,487,1
2015-06-23,16,7392,866,1
2015-02-23,23,2915,266,1
2015-02-26,31,5225,535,1
2015-04-14,88,8114,766,1
2015-03-25,98,3673,368,1
2015-06-14,20,0,0,0
2015-02-25,26,4403,400,1
2015-05-26,20,9341,1011,1
2015-03-11,27,8189,975,1
2015-04-09,57,7021,737,1
2015-01-28,81,7249,562,1
2015-03-05,89,6538,643,1
2015-06-20,62,3696,391,1
2015-01-02,10,4902,514,1
2015-04-27,47,9645,1139,1
2015-05-23,25,9288,1295,1
2015-06-16,96,7938,744,1
2015-01-19,49,5659,482,1
2015-01-16,100,8484,727,1
2015-06-07,73,0,0,0
2015-02-08,83,0,0,0
2015-05-24,24,0,0,0
2015-03-12,70,4887,566,1
2015-05-29,65,6915,554,1
2015-05-30,40,4460,624,1
2015-07-05,76,0,0,0
2015-04-19,44,0,0,0
2015-06-21,9,0,0,0
2015-01-11,92,0,0,0
2015-04-11,54,8233,814,1
2015-02-08,90,0,0,0
2015-05-03,43,0,0,0
2015-02-07,33,8875,911,1
2015-03-13,3,5831,688,1
2015-01-11,44,0,0,0
2015-05-30,95,4132,563,1
2015-01-07,62,6849,743,1
2015-05-25,7,0,0,0
2015-02-04,3,8155,816,1
2015-02-18,86,5523,643,1
2015-05-08,34,8230,1005,1
2015-03-11,46,3682,520,1
2015-03-20,71,9435,768,1
2015-02-26,32,3159,405,1
2015-05-31,69,0,0,0
2015-01-13,89,7437,735,1
2015-01-11,36,0,0,0
2015-07-27,95,11134,1035,1
2015-05-17,40,0,0,0
2015-06-19,91,4519,425,1
2015-02-08,36,0,0,0
2015-03-06,26,8184,653,1
2015-01-24,48,2483,247,1
2015-05-02,45,7834,559,1
2015-05-16,18,4870,526,1
2015-07-06,88,6076,663,1
2015-07-09,90,7318,923,1
2015-06-01,71,11760,912,1
2015-06-24,96,4712,580,1
2015-05-11,6,4424,574,1
2015-05-08,11,8336,1186,1
2015-05-14,9,0,0,0
2015-02-26,50,3516,324,1
2015-06-08,24,9407,800,1
2015-07-24,17,4443,657,1
2015-02-27,12,5570,735,1
2015-01-23,98,4262,439,1
2015-07-06,44,4845,610,1
2015-05-16,30,3510,605,1
2015-03-08,72,0,0,0
2015-03-27,11,6943,1011,1
2015-06-16,25,12278,1680,1
2015-05-23,65,2846,255,1
2015-03-09,63,5605,514,1
2015-02-04,84,15116,1591,1
2015-05-02,87,4839,653,1
2015-07-12,6,0,0,0
2015-05-19,2,6388,631,1
2015-01-22,82,7708,792,1
2015-06-17,39,5593,705,1
2015-02-14,67,5713,759,1
2015-05-24,22,0,0,0
2015-02-13,43,5263,555,1
2015-05-19,4,9930,1321,1
2015-05-26,62,7718,896,1
2015-05-06,16,9247,986,1
2015-07-26,46,0,0,0
2015-07-07,8,5365,679,1
2015-01-08,74,4447,617,1
2015-04-16,7,8168,835,1
2015-05-18,59,8043,753,1
2015-01-02,41,6960,487,1
2015-03-22,52,0,0,0
2015-01-19,96,4283,514,1
2015-07-14,30,5691,750,1
2015-01-22,27,6360,849,1
2015-01-26,14,6346,710,1
2015-02-09,18,5769,700,1
2015-02-06,83,4471,391,1
2015-07-24,57,7140,711,1
2015-02-16,18,10110,962,1
2015-07-12,28,0,0,0
2015-07-03,87,6129,794,1
2015-02-20,79,5512,555,1
2015-04-19,57,0,0,0
2015-01-17,21,5172,504,1
2015-05-29,22,4356,519,1
2015-04-12,11,0,0,0
2015-07-03,3,8149,742,1
2015-03-24,75,4617,504,1
2015-04-22,33,6355,714,1
2015-02-14,42,8333,962,1
2015-03-24,69,7603,1045,1
2015-03-27,83,4097,358,1
2015-07-15,41,6267,421,1
2015-04-27,66,7558,576,1
2015-04-05,94,0,0,0
2015-01-16,89,6684,692,1
2015-01-19,99,4736,471,1
2015-06-07,36,0,0,0
2015-06-03,21,6409,587,1
2015-06-01,91,6816,630,1
2015-04-21,6,3398,477,1
2015-02-25,99,4063,403,1
2015-01-07,84,14313,1505,1
2015-03-31,75,8031,687,1
2015-06-14,83,0,0,0
2015-02-20,91,4792,538,1
2015-06-01,80,11299,716,1
2015-02-01,53,0,0,0
2015-03-11,4,7612,1035,1
2015-07-21,30,3627,590,1
2015-07-21,19,5362,564,1
2015-03-13,2,3430,442,1
2015-04-15,65,5492,447,1
2015-06-22,78,3453,461,1
2015-01-20,20,6576,749,1
2015-03-19,99,4957,443,1
2015-02-06,74,6131,809,1
2015-01-02,19,5603,604,1
2015-05-05,76,9972,950,1
2015-04-13,10,8442,778,1
2015-03-22,37,0,0,0
2015-01-24,80,7961,620,1
2015-06-11,63,5438,525,1
2015-01-16,66,6626,558,1
2015-07-11,73,2672,292,1
2015-06-19,52,7732,501,1
2015-05-14,26,0,0,0
2015-06-30,8,9836,968,1
2015-05-15,22,5915,636,1
2015-02-27,22,4779,536,1
2015-04-25,48,3197,314,1
2015-03-04,8,6805,743,1
2015-04-29,10,6847,619,1
2015-04-14,25,12359,1638,1
2015-02-22,29,0,0,0
2015-02-16,81,8088,620,1
2015-02-21,6,3086,378,1
2015-03-12,23,4471,403,1
2015-01-25,10,0,0,0
2015-02-18,87,5853,763,1
2015-01-12,99,7432,616,1
2015-03-15,20,0,0,0
2015-02-03,22,5303,567,1
2015-02-21,43,4308,391,1
2015-01-26,10,6088,624,1
2015-01-31,13,6805,492,1
2015-03-01,19,0,0,0
2015-06-15,64,14607,956,1
2015-01-21,42,8638,1059,1
2015-07-22,80,5334,439,1
2015-06-06,68,9489,1379,1
2015-06-18,87,8593,851,1
2015-04-27,16,10797,1070,1
2015-07-15,33,8467,788,1
2015-05-28,10,5070,541,1
2015-04-25,30,3374,568,1
2015-07-20,18,6336,711,1
2015-07-21,15,5449,545,1
2015-01-20,54,4557,480,1
2015-05-17,16,0,0,0
2015-06-19,7,9677,1030,1
2015-06-24,32,3409,468,1
2015-05-27,36,8915,1011,1
2015-03-25,78,2841,437,1
2015-06-22,54,5876,556,1
2015-06-09,10,5299,606,1
2015-01-16,9,7773,672,1
2015-03-28,99,5830,493,1
2015-03-10,4,7637,1097,1
2015-04-05,83,0,0,0
2015-06-02,36,10208,1165,1
2015-07-03,39,5371,592,1
2015-03-03,14,6503,665,1
2015-02-19,53,4821,544,1
2015-02-14,94,5801,536,1
2015-06-16,20,10223,1021,1
2015-02-19,46,5231,637,1
2015-07-18,70,6154,595,1
2015-02-26,20,8712,995,1
2015-05-23,69,7238,1007,1
2015-05-16,21,4742,520,1
2015-06-11,76,7586,823,1
2015-06-30,42,18426,1495,1
2015-05-10,57,0,0,0
2015-07-24,8,4917,558,1
2015-03-24,60,6995,672,1
2015-01-08,9,6548,520,1
2015-04-27,60,12002,905,1
2015-04-25,9,6342,543,1
2015-01-02,89,5642,589,1
2015-06-27,16,4545,518,1
2015-07-07,58,4524,405,1
2015-01-09,22,5492,585,1
2015-02-17,39,6153,759,1
2015-02-21,50,3523,327,1
2015-03-21,13,4811,367,1
2015-01-23,100,6294,566,1
2015-07-20,55,4640,579,1
2015-01-01,32,0,0,0
2015-04-10,67,6170,740,1
2015-01-09,4,8658,1197,1
2015-01-05,18,9200,940,1
2015-06-20,13,4391,350,1
2015-02-10,64,8187,673,1
2015-02-26,11,7169,1059,1
2015-02-18,93,7217,654,1
2015-06-28,49,0,0,0
2015-01-02,53,4993,564,1
2015-02-07,65,2940,240,1
2015-06-05,63,8116,678,1
2015-01-25,50,0,0,0
2015-01-12,23,7688,583,1
2015-06-13,86,3678,455,1
2015-05-04,93,8597,749,1
2015-03-31,51,9692,556,1
2015-03-05,97,7083,775,1
2015-04-17,22,5159,491,1
2015-04-09,65,4605,486,1
2015-01-30,58,7779,575,1
2015-01-05,23,7641,589,1
2015-05-31,44,0,0,0
2015-06-16,78,4661,551,1
2015-03-16,34,11108,1274,1
2015-05-20,94,7541,653,1
2015-06-01,31,8084,675,1
2015-02-05,56,7989,527,1
2015-02-17,67,8761,821,1
2015-05-04,86,7349,858,1
2015-03-19,1,4748,535,1
2015-06-21,25,0,0,0
2015-02-02,35,17019,1087,1
2015-02-09,89,5568,616,1
2015-06-29,81,10348,674,1
2015-02-02,99,6818,586,1
2015-02-26,17,5247,727,1
2015-04-15,39,6474,828,1
2015-07-19,76,0,0,0
2015-01-31,21,5408,541,1
2015-07-01,59,6523,598,1
2015-05-26,7,8671,1055,1
2015-05-26,15,6278,657,1
2015-02-22,91,0,0,0
2015-01-25,63,0,0,0
2015-06-12,77,6492,571,1
2015-05-10,81,0,0,0
2015-06-20,37,7066,832,1
2015-02-01,25,0,0,0
2015-05-10,85,13336,1633,1
2015-01-05,76,16030,1391,1
2015-06-27,24,7989,705,1
2015-06-09,6,4223,482,1
2015-03-28,23,4575,407,1
2015-02-02,1,6038,669,1
2015-02-21,14,3420,416,1
2015-07-04,56,8701,630,1
2015-01-14,58,6420,516,1
2015-05-21,42,10823,1067,1
2015-02-19,13,6370,399,1
2015-01-31,25,10810,1493,1
2015-04-03,86,0,0,0
2015-02-28,18,5389,593,1
2015-01-30,27,11252,1132,1
2015-02-07,50,4338,403,1
2015-01-06,36,0,0,0
2015-05-01,66,0,0,0
2015-06-03,56,10356,728,1
2015-02-26,34,6484,871,1
2015-03-30,57,16021,1222,1
2015-07-27,87,8403,941,1
2015-05-25,88,0,0,0
2015-03-03,34,9526,1119,1
2015-01-26,11,7481,968,1
2015-06-04,21,0,0,0
2015-03-15,84,0,0,0
2015-04-14,86,5989,721,1
2015-02-06,33,9291,877,1
2015-05-11,29,6133,598,1
2015-06-27,14,3498,409,1
2015-02-08,40,0,0,0
2015-06-15,67,12666,1064,1
2015-01-07,53,5695,607,1
2015-06-24,10,4896,550,1
2015-02-05,91,5040,500,1
2015-04-27,45,6608,434,1
2015-06-01,36,11393,1257,1
2015-06-22,44,4010,520,1
2015-03-28,12,7872,873,1
2015-06-23,64,8250,619,1
2015-01-08,14,5556,593,1
2015-07-15,9,7013,633,1
2015-06-28,18,0,0,0
2015-05-15,59,5384,582,1
2015-02-25,72,2812,359,1
2015-01-19,66,5119,448,1
2015-01-01,63,0,0,0
2015-03-13,88,5616,610,1
2015-04-24,73,4280,481,1
2015-06-10,84,12072,1397,1
2015-02-12,62,4670,542,1
2015-01-28,38,6124,501,1
2015-05-05,65,6312,564,1
2015-01-21,20,7002,808,1
2015-04-16,75,5477,576,1
2015-04-10,94,5836,590,1
2015-03-06,55,5937,684,1
2015-05-13,95,7112,841,1
2015-02-24,50,2589,238,1
2015-04-20,65,4303,430,1
2015-02-10,36,8121,967,1
2015-04-09,52,5859,395,1
2015-06-17,42,12636,1256,1
2015-01-03,31,5834,561,1
2015-05-27,45,3934,319,1
2015-06-10,39,4170,594,1
2015-04-24,91,3109,357,1
2015-06-07,26,0,0,0
2015-01-22,67,6098,706,1
2015-01-14,5,5219,595,1
2015-01-12,18,9481,881,1
2015-02-02,19,8991,792,1
2015-07-09,44,3852,513,1
2015-07-04,40,3634,474,1
2015-03-18,20,9257,1030,1
2015-02-08,77,0,0,0
2015-04-26,2,0,0,0
2015-02-04,46,6003,666,1
2015-01-06,50,4959,401,1
2015-07-26,70,0,0,0
2015-06-14,92,0,0,0
2015-06-26,98,4884,458,1
2015-03-20,37,7461,734,1
2015-04-30,5,6598,729,1
2015-06-13,56,9774,678,1
2015-07-24,84,10409,1118,1
2015-03-23,17,4649,700,1
2015-07-10,41,5146,423,1
2015-03-08,36,0,0,0
2015-01-05,85,8482,1107,1
2015-05-28,30,4391,670,1
2015-05-06,83,4380,376,1
2015-02-06,99,6170,535,1
2015-02-14,91,3643,440,1
2015-07-26,26,0,0,0
2015-02-13,86,4514,604,1
2015-06-10,15,5569,601,1
2015-01-18,96,0,0,0
2015-01-14,44,5736,663,1
2015-01-27,66,5761,464,1
2015-05-31,55,0,0,0
2015-05-09,50,5198,419,1
2015-06-22,39,3794,496,1
2015-01-09,7,7623,742,1
2015-01-03,89,4593,441,1
2015-01-04,82,0,0,0
2015-01-26,87,7622,856,1
2015-06-28,2,0,0,0
2015-06-19,44,5724,624,1
2015-04-21,32,3710,493,1
2015-01-11,17,0,0,0
2015-04-06,1,0,0,0
2015-03-13,20,7157,732,1
2015-05-27,40,3709,501,1
2015-07-05,62,0,0,0
2015-01-31,45,6824,530,1
2015-01-11,67,0,0,0
2015-02-18,51,5859,416,1
2015-05-22,4,9480,1295,1
2015-01-27,64,11485,772,1
2015-01-01,92,0,0,0
2015-07-01,33,9403,827,1
2015-02-08,39,0,0,0
2015-03-19,44,5994,696,1
2015-06-11,36,8177,952,1
2015-03-02,73,7537,670,1
2015-07-04,93,3180,298,1
2015-04-28,35,13847,918,1
2015-06-20,59,2410,258,1
2015-01-31,61,5765,675,1
2015-01-21,56,5995,407,1
2015-05-04,92,11140,818,1
2015-05-05,31,5945,538,1
2015-05-27,39,4729,644,1
2015-05-24,86,0,0,0
2015-07-27,14,6614,727,1
2015-07-12,37,0,0,0
2015-04-26,85,11850,1544,1
2015-04-04,16,7428,662,1
2015-03-04,80,6510,483,1
2015-04-12,40,0,0,0
2015-06-24,34,6982,866,1
2015-07-22,45,4122,342,1
2015-02-23,69,6206,847,1
2015-04-02,97,10223,920,1
2015-04-04,64,13441,1118,1
2015-03-24,6,3989,517,1
2015-05-12,62,6421,756,1
2015-02-07,56,9543,663,1
2015-07-19,100,0,0,0
2015-07-07,6,4021,501,1
2015-01-26,13,6208,442,1
2015-06-29,27,18736,1502,1
2015-04-07,96,5512,643,1
2015-07-07,99,3561,394,1
2015-06-16,19,8467,729,1
2015-01-05,24,11315,1005,1
2015-03-04,25,12670,1655,1
2015-06-24,45,3624,276,1
2015-06-03,28,5431,587,1
2015-01-29,66,6303,505,1
2015-05-19,65,5992,534,1
2015-05-22,13,4966,371,1
2015-06-01,21,8271,619,1
2015-01-26,62,7351,737,1
2015-02-03,75,5810,606,1
2015-05-23,1,4276,506,1
2015-06-21,18,0,0,0
2015-06-20,30,3622,601,1
2015-04-08,25,10201,1436,1
2015-03-08,41,0,0,0
2015-03-26,4,7369,1091,1
2015-06-29,45,8569,546,1
2015-07-03,45,6517,447,1
2015-05-07,93,6481,609,1
2015-05-30,23,5813,488,1
2015-03-28,88,2240,212,1
2015-06-28,69,0,0,0
2015-04-06,12,0,0,0
2015-07-14,90,9863,1129,1
2015-06-12,100,7205,576,1
2015-02-21,25,8640,1328,1
2015-03-27,30,4190,587,1
2015-01-23,8,4517,552,1
2015-07-21,43,5377,524,1
2015-06-04,96,6573,640,1
2015-05-21,68,6737,1071,1
2015-07-06,74,6173,893,1
2015-04-25,83,3393,266,1
2015-05-31,75,0,0,0
2015-01-13,28,6042,615,1
2015-07-24,18,6409,717,1
2015-01-09,19,7001,641,1
2015-01-26,69,9824,1179,1
2015-05-03,2,0,0,0
2015-03-26,50,3218,297,1
2015-06-24,93,4790,539,1
2015-03-08,56,0,0,0
2015-04-12,52,0,0,0
2015-05-17,21,0,0,0
2015-01-30,84,14116,1405,1
2015-03-17,93,6604,630,1
2015-03-09,74,5850,820,1
2015-01-26,45,6531,450,1
2015-03-03,3,8615,817,1
2015-06-03,9,9984,775,1
2015-07-27,52,9118,508,1
2015-03-27,77,7293,669,1
2015-01-26,79,8062,725,1
2015-04-21,64,7374,591,1
2015-04-06,24,0,0,0
2015-06-25,100,6686,589,1
2015-07-26,71,0,0,0
2015-04-23,77,5837,559,1
2015-02-28,16,5727,603,1
2015-07-22,21,4162,386,1
2015-06-16,63,7941,657,1
2015-01-26,84,15380,1412,1
2015-04-05,23,0,0,0
2015-06-23,70,5058,568,1
2015-03-17,61,5329,606,1
2015-02-22,53,0,0,0
2015-03-27,62,7082,757,1
2015-03-17,29,8997,717,1
2015-02-12,63,5643,570,1
2015-07-16,87,6576,799,1
2015-05-02,93,4637,432,1
2015-05-29,38,6958,560,1
2015-05-24,26,0,0,0
2015-05-02,50,5649,522,1
2015-06-06,57,5654,595,1
2015-06-15,80,11907,777,1
2015-03-23,28,3606,456,1
2015-01-21,52,4462,351,1
2015-01-14,66,5918,478,1
2015-03-08,35,0,0,0
2015-03-26,28,3775,463,1
2015-04-18,44,3936,468,1
2015-02-07,11,5931,842,1
2015-01-27,79,6478,603,1
2015-04-06,55,0,0,0
2015-07-27,74,7765,934,1
2015-05-31,15,0,0,0
2015-02-11,19,5631,625,1
2015-04-28,52,8045,475,1
2015-04-11,43,4518,432,1
2015-03-05,66,6454,540,1
2015-01-14,69,9223,1139,1
2015-01-19,97,5781,676,1
2015-04-27,21,8781,673,1
2015-03-21,100,7498,710,1
2015-06-25,10,5018,537,1
2015-01-10,18,4369,496,1
2015-04-28,47,9548,1042,1
2015-02-27,66,6575,517,1
2015-01-05,92,9559,743,1
2015-03-07,16,5143,651,1
2015-07-20,80,7540,566,1
2015-04-04,77,10018,854,1
2015-05-16,20,5898,557,1
2015-05-20,56,7217,477,1
2015-06-21,19,0,0,0
2015-01-14,63,7239,609,1
2015-06-10,36,7786,940,1
2015-06-13,39,2092,327,1
2015-05-02,63,10185,958,1
2015-01-24,4,9401,1386,1
2015-05-18,11,9181,1200,1
2015-07-04,59,2148,247,1
2015-01-09,96,5509,543,1
2015-04-23,68,5507,968,1
2015-04-28,65,6627,533,1
2015-07-19,59,0,0,0
2015-03-26,41,4841,365,1
2015-07-20,1,4395,526,1
2015-03-25,27,7704,903,1
2015-01-23,11,5857,931,1
2015-07-19,39,0,0,0
2015-03-21,24,7115,632,1
2015-04-14,98,5516,452,1
2015-07-15,32,6320,612,1
2015-06-29,72,9503,744,1
2015-04-04,100,12316,1051,1
2015-01-19,19,6000,686,1
2015-06-22,51,5834,453,1
2015-04-11,60,4617,413,1
2015-02-03,40,4475,594,1
2015-07-08,89,5423,587,1
2015-01-11,81,0,0,0
2015-07-19,70,0,0,0
2015-07-18,82,5313,499,1
2015-02-08,86,0,0,0
2015-01-14,90,9341,1063,1
2015-06-01,11,11358,1381,1
2015-04-26,25,0,0,0
2015-04-16,33,8076,802,1
2015-03-26,8,5508,733,1
2015-01-11,96,0,0,0
2015-07-10,42,8564,970,1
2015-05-27,8,5573,696,1
2015-07-01,31,7068,635,1
2015-03-03,29,10887,823,1
2015-05-16,97,4233,461,1
2015-05-21,32,4760,520,1
2015-06-07,96,0,0,0
2015-07-07,77,5526,527,1
2015-04-04,27,10122,1146,1
2015-03-14,55,3464,400,1
2015-05-26,31,5379,585,1
2015-06-12,30,2779,429,1
2015-05-25,36,0,0,0
2015-02-07,75,5603,626,1
2015-01-09,60,9456,817,1
2015-04-14,19,7616,721,1
2015-05-11,95,6000,777,1
2015-04-12,62,0,0,0
2015-03-17,24,10985,987,1
2015-04-11,1,4173,525,1
2015-03-24,61,3741,506,1
2015-03-28,51,8076,581,1
2015-06-21,70,0,0,0
2015-05-21,85,5894,777,1
2015-02-07,64,10640,873,1
2015-05-15,10,6869,681,1
2015-05-14,83,0,0,0
2015-05-18,73,7130,662,1
2015-06-01,53,8767,800,1
2015-04-26,21,0,0,0
2015-07-06,90,8610,1129,1
2015-07-02,37,7953,755,1
2015-02-19,5,4839,568,1
2015-07-09,100,7627,678,1
2015-06-01,23,9231,665,1
2015-02-22,94,0,0,0
2015-04-28,70,7887,705,1
2015-02-22,96,0,0,0
2015-02-11,98,3983,369,1
2015-06-23,23,3913,367,1
2015-05-15,84,13913,1509,1
2015-04-22,88,4547,553,1
2015-06-12,13,3541,277,1
2015-03-14,89,4899,474,1
2015-07-06,55,5283,625,1
2015-06-16,51,7143,505,1
2015-02-15,21,0,0,0
2015-01-19,71,6820,627,1
2015-07-08,95,6131,731,1
2015-06-23,85,6086,879,1
2015-03-14,72,1860,227,1
2015-06-19,45,5888,449,1
2015-06-16,71,11860,847,1
2015-06-16,32,5221,581,1
2015-03-31,65,9077,614,1
2015-01-10,46,5349,689,1
2015-02-23,3,5354,645,1
2015-02-18,8,7449,780,1
2015-06-15,47,10358,1134,1
2015-05-26,55,5296,688,1
2015-06-20,4,9374,1311,1
2015-03-05,18,7526,764,1
2015-01-21,6,4126,550,1
2015-07-26,72,0,0,0
2015-04-28,93,7227,641,1
2015-01-16,92,7405,629,1
2015-04-14,82,11643,982,1
2015-06-05,37,6862,736,1
2015-03-16,76,12897,1152,1
2015-04-13,91,5902,561,1
2015-06-02,62,8854,898,1
2015-07-13,58,9464,670,1
2015-01-16,80,7939,593,1
2015-06-12,2,3539,480,1
2015-07-26,65,0,0,0
2015-06-29,47,11392,1174,1
2015-07-19,2,0,0,0
2015-07-06,76,9392,967,1
2015-03-07,80,9070,712,1
2015-04-09,59,5115,528,1
2015-05-11,57,8020,813,1
2015-04-01,71,14428,1006,1
2015-06-23,77,5619,538,1
2015-05-31,1,0,0,0
2015-02-19,69,8431,1075,1
2015-01-27,55,4955,578,1
2015-03-12,10,4595,536,1
2015-05-25,72,0,0,0
2015-07-24,37,5547,636,1
2015-04-20,71,6370,639,1
2015-02-21,98,4959,491,1
2015-04-15,48,3939,409,1
2015-02-14,34,7626,1007,1
2015-04-16,81,6901,550,1
2015-04-07,45,3995,354,1
2015-04-25,65,2871,262,1
2015-06-05,53,6053,619,1
2015-04-30,67,11764,1086,1
2015-01-13,40,4225,603,1
2015-03-20,60,8557,732,1
2015-01-02,94,6833,662,1
2015-06-08,30,3610,605,1
2015-06-26,78,3132,444,1
2015-04-11,91,4216,464,1
2015-06-15,61,7002,669,1
2015-05-26,78,3715,486,1
2015-02-26,87,5330,699,1
2015-03-03,33,9631,892,1
2015-05-06,69,9078,1171,1
2015-06-24,9,6888,620,1
2015-06-30,46,8502,800,1
2015-06-21,7,0,0,0
2015-05-15,76,11400,1101,1
2015-02-03,8,8146,872,1
2015-02-20,96,4453,518,1
2015-05-10,23,0,0,0
2015-04-23,52,4881,358,1
2015-07-09,2,4082,495,1
2015-06-23,94,5268,544,1
2015-05-31,52,0,0,0
2015-06-22,79,4562,498,1
2015-02-25,43,4598,469,1
2015-06-09,26,5163,453,1
2015-01-11,83,0,0,0
2015-06-18,16,7026,819,1
2015-01-11,56,0,0,0
2015-01-25,34,0,0,0
2015-07-04,19,4013,371,1
2015-04-11,87,3964,507,1
2015-06-08,79,4970,555,1
2015-06-26,2,3953,476,1
2015-04-26,27,0,0,0
2015-01-12,94,10332,855,1
2015-05-26,79,5470,581,1
2015-02-08,31,0,0,0
2015-04-06,98,0,0,0
2015-02-25,45,3638,309,1
2015-04-22,47,6027,871,1
2015-04-05,63,0,0,0
2015-02-15,42,0,0,0
2015-05-30,9,7474,615,1
2015-01-03,27,6164,813,1
2015-06-20,96,1935,213,1
2015-01-27,81,6086,464,1
2015-03-05,45,5779,431,1
2015-07-13,23,8687,654,1
2015-01-29,56,9033,558,1
2015-01-15,65,5597,512,1
2015-05-02,32,3237,359,1
2015-06-10,56,7145,525,1
2015-04-16,91,4921,490,1
2015-07-01,77,6848,572,1
2015-05-05,59,6933,678,1
2015-03-08,22,0,0,0
2015-04-21,79,4656,544,1
2015-01-10,53,3011,320,1
2015-04-28,64,12287,848,1
2015-03-25,42,9127,1059,1
2015-03-26,49,6084,496,1
2015-07-18,9,5987,555,1
2015-03-07,95,3747,451,1
2015-02-07,74,5073,705,1
2015-06-17,52,7157,420,1
2015-02-01,98,0,0,0
2015-06-29,42,18911,1512,1
2015-06-26,82,8076,841,1
2015-04-29,14,5586,672,1
2015-01-13,11,7232,981,1
2015-05-11,71,6798,653,1
2015-03-18,89,6439,696,1
2015-03-24,49,5341,417,1
2015-04-26,61,0,0,0
2015-03-31,63,11288,786,1
2015-01-10,9,5544,532,1
2015-01-26,30,5369,694,1
2015-06-29,12,13738,1221,1
2015-01-30,90,11062,1235,1
2015-03-10,6,4356,573,1
2015-01-11,70,0,0,0
2015-01-12,62,8138,866,1
2015-03-06,22,5041,569,1
2015-01-25,7,0,0,0
2015-04-14,16,9429,1089,1
2015-07-19,99,0,0,0
2015-01-18,34,0,0,0
2015-03-12,16,6887,866,1
2015-01-04,51,0,0,0
2015-03-27,38,4692,458,1
2015-03-07,28,1916,262,1
2015-07-07,13,3129,262,1
2015-04-20,9,6429,607,1
2015-02-18,61,4851,567,1
2015-02-10,65,4303,447,1
2015-04-29,16,10019,1021,1
2015-01-04,35,0,0,0
