Year,State,Producer Type,Energy Source,"CO2
(Metric Tons)","SO2
(Metric Tons)","NOx
(Metric Tons)"
2003,PA,IPP NAICS-22 Non-Cogen,Natural Gas,1 673 535,8,1 710
2003,PA,IPP NAICS-22 Non-Cogen,Other Gases,870,0,0
2003,PA,IPP NAICS-22 Non-Cogen,Other Biomass,0,3,1 595
2003,PA,IPP NAICS-22 Non-Cogen,Other,1 031 295,94,4 616
2003,PA,IPP NAICS-22 Non-Cogen,Petroleum,3 428 471,16 387,6 174
2003,PA,Total Electric Power Industry,All Sources,120 407 850,909 877,181 622
2003,PA,Total Electric Power Industry,Coal,111 655 822,888 221,161 322
2003,PA,Total Electric Power Industry,Natural Gas,3 041 224,10,4 650
2003,PA,Total Electric Power Industry,Other Gases,2 987,23,426
2003,PA,Total Electric Power Industry,Other Biomass,0,16,1 724
2003,PA,Total Electric Power Industry,Wood and Wood Derived Fuels,0,3 158,1 013
2003,PA,Total Electric Power Industry,Other,1 224 083,137,5 230
2003,PA,Total Electric Power Industry,Petroleum,4 483 734,18 315,7 257
2003,RI,Commercial Cogen,All Sources,115 122,668,227
2003,RI,Commercial Cogen,Natural Gas,2 765,0,4
2003,RI,Commercial Cogen,Petroleum,112 357,668,223
2003,RI,Electric Utility,All Sources,8 640,12,174
2003,RI,Electric Utility,Petroleum,8 640,12,174
2003,RI,Industrial Cogen,All Sources,4 781,27,8
2003,RI,Industrial Cogen,Petroleum,4 781,27,8
2003,RI,IPP NAICS-22 Cogen,All Sources,5 515,1,2
2003,RI,IPP NAICS-22 Cogen,Natural Gas,1 897,0,1
2003,RI,IPP NAICS-22 Cogen,Petroleum,3 618,1,2
2003,RI,IPP NAICS-22 Non-Cogen,All Sources,2 278 514,17,1 680
2003,RI,IPP NAICS-22 Non-Cogen,Natural Gas,2 278 514,16,430
2003,RI,IPP NAICS-22 Non-Cogen,Other Biomass,0,1,1 250
2003,RI,Total Electric Power Industry,All Sources,2 412 572,725,2 091
2003,RI,Total Electric Power Industry,Natural Gas,2 283 176,16,435
2003,RI,Total Electric Power Industry,Other Biomass,0,1,1 250
2003,RI,Total Electric Power Industry,Petroleum,129 396,708,407
2003,SC,Commercial Cogen,All Sources,99 017,9,403
2003,SC,Commercial Cogen,Natural Gas,120,0,3
2003,SC,Commercial Cogen,Other,97 053,9,394
2003,SC,Commercial Cogen,Petroleum,1 844,0,7
2003,SC,Commercial Non-Cogen,All Sources,25,0,0
2003,SC,Commercial Non-Cogen,Petroleum,25,0,0
2003,SC,Electric Utility,All Sources,35 099 206,189 855,72 350
2003,SC,Electric Utility,Coal,34 288 822,189 219,70 718
2003,SC,Electric Utility,Natural Gas,568 766,3,642
2003,SC,Electric Utility,Other Biomass,0,0,256
2003,SC,Electric Utility,Wood and Wood Derived Fuels,0,2,153
2003,SC,Electric Utility,Petroleum,241 618,629,586
2003,SC,Industrial Cogen,All Sources,1 655 064,17 672,3 630
2003,SC,Industrial Cogen,Coal,1 144 718,7 383,1 356
2003,SC,Industrial Cogen,Natural Gas,22 292,0,31
2003,SC,Industrial Cogen,Other Gases,191,0,0
2003,SC,Industrial Cogen,Wood and Wood Derived Fuels,0,6 858,1 869
2003,SC,Industrial Cogen,Other,83 822,874,115
2003,SC,Industrial Cogen,Petroleum,404 041,2 558,257
2003,SC,IPP NAICS-22 Cogen,All Sources,60 637,0,12
2003,SC,IPP NAICS-22 Cogen,Natural Gas,60 637,0,12
2003,SC,IPP NAICS-22 Non-Cogen,All Sources,121 496,5,47
2003,SC,IPP NAICS-22 Non-Cogen,Natural Gas,106 443,0,37
2003,SC,IPP NAICS-22 Non-Cogen,Petroleum,15 053,5,10
2003,SC,Total Electric Power Industry,All Sources,37 035 445,207 541,76 442
2003,SC,Total Electric Power Industry,Coal,35 433 540,196 602,72 074
2003,SC,Total Electric Power Industry,Natural Gas,758 258,3,725
2003,SC,Total Electric Power Industry,Other Gases,191,0,0
2003,SC,Total Electric Power Industry,Other Biomass,0,0,256
2003,SC,Total Electric Power Industry,Wood and Wood Derived Fuels,0,6 860,2 022
2003,SC,Total Electric Power Industry,Other,180 875,883,509
2003,SC,Total Electric Power Industry,Petroleum,662 581,3 192,860
2003,SD,Electric Utility,All Sources,3 712 283,11 817,15 079
2003,SD,Electric Utility,Coal,3 578 343,11 427,14 698
2003,SD,Electric Utility,Natural Gas,115 477,1,97
2003,SD,Electric Utility,Other Biomass,0,1,16
2003,SD,Electric Utility,Other,0,364,179
2003,SD,Electric Utility,Petroleum,18 463,23,89
2003,SD,Total Electric Power Industry,All Sources,3 712 283,11 817,15 079
2003,SD,Total Electric Power Industry,Coal,3 578 343,11 427,14 698
2003,SD,Total Electric Power Industry,Natural Gas,115 477,1,97
2003,SD,Total Electric Power Industry,Other Biomass,0,1,16
2003,SD,Total Electric Power Industry,Other,0,364,179
2003,SD,Total Electric Power Industry,Petroleum,18 463,23,89
2003,TN,Commercial Cogen,All Sources,216 679,824,525
2003,TN,Commercial Cogen,Coal,145 837,824,339
2003,TN,Commercial Cogen,Natural Gas,70 842,0,186
2003,TN,Electric Utility,All Sources,50 639 657,308 035,122 324
2003,TN,Electric Utility,Coal,50 001 952,307 380,119 969
2003,TN,Electric Utility,Natural Gas,290 363,1,562
2003,TN,Electric Utility,Petroleum,347 342,656,1 793
2003,TN,Industrial Cogen,All Sources,5 159 310,35 728,5 792
2003,TN,Industrial Cogen,Coal,4 851 173,28 267,4 026
2003,TN,Industrial Cogen,Natural Gas,185 961,1,919
2003,TN,Industrial Cogen,Other Gases,0,0,13
2003,TN,Industrial Cogen,Other Biomass,0,270,220
2003,TN,Industrial Cogen,Wood and Wood Derived Fuels,0,6 763,603
2003,TN,Industrial Cogen,Other,7 916,81,6
2003,TN,Industrial Cogen,Petroleum,114 260,346,4
2003,TN,Industrial Non-Cogen,All Sources,447 643,4,3
2003,TN,Industrial Non-Cogen,Coal,435 410,0,0
2003,TN,Industrial Non-Cogen,Natural Gas,9 543,0,2
2003,TN,Industrial Non-Cogen,Petroleum,2 690,4,1
2003,TN,IPP NAICS-22 Non-Cogen,All Sources,17 657,0,372
2003,TN,IPP NAICS-22 Non-Cogen,Natural Gas,17 657,0,10
2003,TN,IPP NAICS-22 Non-Cogen,Other Biomass,0,0,362
2003,TN,Total Electric Power Industry,All Sources,56 480 946,344 591,129 016
2003,TN,Total Electric Power Industry,Coal,55 434 372,336 471,124 334
2003,TN,Total Electric Power Industry,Natural Gas,574 366,2,1 679
2003,TN,Total Electric Power Industry,Other Gases,0,0,13
2003,TN,Total Electric Power Industry,Other Biomass,0,270,582
2003,TN,Total Electric Power Industry,Wood and Wood Derived Fuels,0,6 763,603
2003,TN,Total Electric Power Industry,Other,7 916,81,6
2003,TN,Total Electric Power Industry,Petroleum,464 292,1 006,1 798
2003,TX,Commercial Cogen,All Sources,372 962,3,1 490
2003,TX,Commercial Cogen,Natural Gas,371 074,1,1 453
2003,TX,Commercial Cogen,Petroleum,1 888,2,37
2003,TX,Commercial Non-Cogen,All Sources,4 456,0,127
2003,TX,Commercial Non-Cogen,Natural Gas,4 403,0,13
2003,TX,Commercial Non-Cogen,Other Biomass,0,0,113
2003,TX,Commercial Non-Cogen,Petroleum,53,0,1
2003,TX,Electric Utility,All Sources,75 070 630,231 515,105 115
2003,TX,Electric Utility,Coal,60 490 254,230 386,82 946
2003,TX,Electric Utility,Natural Gas,14 368 332,99,21 683
2003,TX,Electric Utility,Petroleum,212 044,1 030,489
2003,TX,Industrial Cogen,All Sources,24 294 715,34 393,82 678
2003,TX,Industrial Cogen,Natural Gas,23 456 823,118,62 989
2003,TX,Industrial Cogen,Other Gases,0,62,11 606
2003,TX,Industrial Cogen,Other Biomass,0,16,242
2003,TX,Industrial Cogen,Wood and Wood Derived Fuels,0,17 964,5 596
2003,TX,Industrial Cogen,Other,0,0,255
2003,TX,Industrial Cogen,Petroleum,837 892,16 233,1 989
2003,TX,Industrial Non-Cogen,All Sources,3 355 747,55 351,11 179
2003,TX,Industrial Non-Cogen,Coal,3 028 779,55 317,4 154
2003,TX,Industrial Non-Cogen,Natural Gas,326 229,0,1 378
2003,TX,Industrial Non-Cogen,Other Gases,0,27,5 623
2003,TX,Industrial Non-Cogen,Petroleum,739,7,24
2003,TX,IPP NAICS-22 Cogen,All Sources,28 158 164,2 057,23 202
2003,TX,IPP NAICS-22 Cogen,Natural Gas,27 443 445,131,20 857
2003,TX,IPP NAICS-22 Cogen,Other Gases,0,5,388
2003,TX,IPP NAICS-22 Cogen,Other Biomass,0,0,5
2003,TX,IPP NAICS-22 Cogen,Other,0,1,146
2003,TX,IPP NAICS-22 Cogen,Petroleum,714 719,1 919,1 804
2003,TX,IPP NAICS-22 Non-Cogen,All Sources,126 424 162,290 568,83 767
2003,TX,IPP NAICS-22 Non-Cogen,Coal,88 283 377,287 746,58 642
2003,TX,IPP NAICS-22 Non-Cogen,Natural Gas,36 989 654,296,22 524
2003,TX,IPP NAICS-22 Non-Cogen,Other Biomass,0,0,1 807
2003,TX,IPP NAICS-22 Non-Cogen,Petroleum,1 151 131,2 521,793
2003,TX,Total Electric Power Industry,All Sources,257 680 836,613 887,307 558
2003,TX,Total Electric Power Industry,Coal,151 802 410,573 449,145 742
2003,TX,Total Electric Power Industry,Natural Gas,102 959 960,645,130 897
2003,TX,Total Electric Power Industry,Other Gases,0,94,17 617
2003,TX,Total Electric Power Industry,Other Biomass,0,16,2 167
2003,TX,Total Electric Power Industry,Wood and Wood Derived Fuels,0,17 964,5 596
2003,TX,Total Electric Power Industry,Other,0,1,401
2003,TX,Total Electric Power Industry,Petroleum,2 918 466,21 712,5 137
2003,US-TOTAL,Commercial Cogen,All Sources,8 793 152,35 899,40 584
2003,US-TOTAL,Commercial Cogen,Coal,3 903 640,31 710,9 196
2003,US-TOTAL,Commercial Cogen,Natural Gas,3 131 600,7,15 467
2003,US-TOTAL,Commercial Cogen,Other Biomass,0,1,4 997
2003,US-TOTAL,Commercial Cogen,Wood and Wood Derived Fuels,0,10,94
2003,US-TOTAL,Commercial Cogen,Other,1 085 916,1 277,5 788
2003,US-TOTAL,Commercial Cogen,Petroleum,671 996,2 889,5 045
2003,US-TOTAL,Commercial Non-Cogen,All Sources,721 473,114,4 588
2003,US-TOTAL,Commercial Non-Cogen,Natural Gas,89 981,0,417
2003,US-TOTAL,Commercial Non-Cogen,Other Biomass,0,1,1 846
2003,US-TOTAL,Commercial Non-Cogen,Other,620 114,105,2 241
2003,US-TOTAL,Commercial Non-Cogen,Petroleum,11 378,8,85
2003,US-TOTAL,Electric Utility,All Sources,1 616 860 110,7 275 259,3 162 073
2003,US-TOTAL,Electric Utility,Coal,1 461 566 055,6 902 864,2 877 734
2003,US-TOTAL,Electric Utility,Geothermal,32 088,0,0
2003,US-TOTAL,Electric Utility,Natural Gas,96 070 959,632,136 217
2003,US-TOTAL,Electric Utility,Other Gases,2 916,23,545
2003,US-TOTAL,Electric Utility,Other Biomass,0,5,3 734
2003,US-TOTAL,Electric Utility,Wood and Wood Derived Fuels,0,136,1 416
2003,US-TOTAL,Electric Utility,Other,669 155,2 820,2 638
2003,US-TOTAL,Electric Utility,Petroleum,58 518 937,368 755,139 793
2003,US-TOTAL,Industrial Cogen,All Sources,123 161 931,700 001,381 453
2003,US-TOTAL,Industrial Cogen,Coal,47 752 928,343 221,92 777
2003,US-TOTAL,Industrial Cogen,Natural Gas,61 556 779,298,151 085
2003,US-TOTAL,Industrial Cogen,Other Gases,498,299,34 869
2003,US-TOTAL,Industrial Cogen,Other Biomass,0,974,4 108
2003,US-TOTAL,Industrial Cogen,Wood and Wood Derived Fuels,0,216 273,68 074
2003,US-TOTAL,Industrial Cogen,Other,782 980,5 182,3 463
2003,US-TOTAL,Industrial Cogen,Petroleum,13 068 746,133 736,27 072
2003,US-TOTAL,Industrial Non-Cogen,All Sources,5 782 526,60 950,22 734
2003,US-TOTAL,Industrial Non-Cogen,Coal,4 637 021,58 239,9 175
2003,US-TOTAL,Industrial Non-Cogen,Natural Gas,1 040 998,2,3 671
2003,US-TOTAL,Industrial Non-Cogen,Other Gases,0,72,6 425
2003,US-TOTAL,Industrial Non-Cogen,Other Biomass,0,0,987
2003,US-TOTAL,Industrial Non-Cogen,Wood and Wood Derived Fuels,0,1 138,871
2003,US-TOTAL,Industrial Non-Cogen,Other,0,1,334
2003,US-TOTAL,Industrial Non-Cogen,Petroleum,104 507,1 497,1 269
2003,US-TOTAL,IPP NAICS-22 Cogen,All Sources,122 927 341,80 050,129 879
2003,US-TOTAL,IPP NAICS-22 Cogen,Coal,42 793 306,59 762,27 815
2003,US-TOTAL,IPP NAICS-22 Cogen,Natural Gas,73 319 123,344,77 688
2003,US-TOTAL,IPP NAICS-22 Cogen,Other Gases,2 900,43,1 935
2003,US-TOTAL,IPP NAICS-22 Cogen,Other Biomass,0,57,2 285
2003,US-TOTAL,IPP NAICS-22 Cogen,Wood and Wood Derived Fuels,0,321,2 441
2003,US-TOTAL,IPP NAICS-22 Cogen,Other,1 651 908,1 074,6 552
2003,US-TOTAL,IPP NAICS-22 Cogen,Petroleum,5 160 104,18 439,11 155
2003,US-TOTAL,IPP NAICS-22 Non-Cogen,All Sources,566 847 767,2 493 536,790 414
2003,US-TOTAL,IPP NAICS-22 Non-Cogen,Coal,412 943 688,2 292 064,589 999
2003,US-TOTAL,IPP NAICS-22 Non-Cogen,Geothermal,338 487,0,0
2003,US-TOTAL,IPP NAICS-22 Non-Cogen,Natural Gas,109 909 909,657,67 996
2003,US-TOTAL,IPP NAICS-22 Non-Cogen,Other Gases,4 698,0,10
2003,US-TOTAL,IPP NAICS-22 Non-Cogen,Other Biomass,0,3 394,36 073
2003,US-TOTAL,IPP NAICS-22 Non-Cogen,Wood and Wood Derived Fuels,0,973,6 532
2003,US-TOTAL,IPP NAICS-22 Non-Cogen,Other,9 121 870,4 367,33 748
2003,US-TOTAL,IPP NAICS-22 Non-Cogen,Petroleum,34 529 115,192 062,56 053
2003,US-TOTAL,Total Electric Power Industry,All Sources,2 445 094 300,10 645 809,4 531 725
2003,US-TOTAL,Total Electric Power Industry,Coal,1 973 596 638,9 687 860,3 606 696
2003,US-TOTAL,Total Electric Power Industry,Geothermal,370 575,0,0
2003,US-TOTAL,Total Electric Power Industry,Natural Gas,345 119 349,1 940,452 541
2003,US-TOTAL,Total Electric Power Industry,Other Gases,11 012,437,43 784
2003,US-TOTAL,Total Electric Power Industry,Other Biomass,0,4 432,54 030
2003,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,0,218 851,79 428
2003,US-TOTAL,Total Electric Power Industry,Other,13 931 943,14 826,54 764
2003,US-TOTAL,Total Electric Power Industry,Petroleum,112 064 783,717 386,240 472
2003,UT,Commercial Cogen,All Sources,11 006,0,273
2003,UT,Commercial Cogen,Natural Gas,11 006,0,273
2003,UT,Electric Utility,All Sources,34 203 445,31 433,64 250
2003,UT,Electric Utility,Coal,33 428 341,31 423,62 931
2003,UT,Electric Utility,Geothermal,5 099,0,0
2003,UT,Electric Utility,Natural Gas,745 449,5,1 259
2003,UT,Electric Utility,Petroleum,24 556,4,60
2003,UT,IPP NAICS-22 Cogen,All Sources,54 640,92,268
2003,UT,IPP NAICS-22 Cogen,Other,54 058,91,267
2003,UT,IPP NAICS-22 Cogen,Petroleum,582,1,1
2003,UT,IPP NAICS-22 Non-Cogen,All Sources,503 990,644,746
2003,UT,IPP NAICS-22 Non-Cogen,Coal,475 585,644,673
2003,UT,IPP NAICS-22 Non-Cogen,Natural Gas,27 051,0,73
2003,UT,IPP NAICS-22 Non-Cogen,Petroleum,1 354,0,0
2003,UT,Total Electric Power Industry,All Sources,34 773 081,32 169,65 537
2003,UT,Total Electric Power Industry,Coal,33 903 926,32 067,63 604
2003,UT,Total Electric Power Industry,Geothermal,5 099,0,0
2003,UT,Total Electric Power Industry,Natural Gas,783 506,5,1 605
2003,UT,Total Electric Power Industry,Other,54 058,91,267
2003,UT,Total Electric Power Industry,Petroleum,26 492,5,61
2003,VA,Commercial Cogen,All Sources,226 614,21,1 256
2003,VA,Commercial Cogen,Coal,8,0,0
2003,VA,Commercial Cogen,Other,224 624,22,1 254
2003,VA,Commercial Cogen,Petroleum,1 982,0,2
2003,VA,Commercial Non-Cogen,All Sources,149 038,14,570
2003,VA,Commercial Non-Cogen,Other,149 038,14,569
2003,VA,Electric Utility,All Sources,31 419 648,182 115,57 880
2003,VA,Electric Utility,Coal,26 354 002,162 049,50 241
2003,VA,Electric Utility,Natural Gas,1 196 508,4,2 151
2003,VA,Electric Utility,Other Gases,0,0,14
2003,VA,Electric Utility,Other Biomass,0,0,4
2003,VA,Electric Utility,Petroleum,3 869 138,20 063,5 471
2003,VA,Industrial Cogen,All Sources,4 897 512,29 472,5 950
2003,VA,Industrial Cogen,Coal,4 032 718,13 196,3 521
2003,VA,Industrial Cogen,Natural Gas,431 843,2,340
2003,VA,Industrial Cogen,Other Biomass,0,1,3
2003,VA,Industrial Cogen,Wood and Wood Derived Fuels,0,11 623,1 545
2003,VA,Industrial Cogen,Other,93 136,0,0
2003,VA,Industrial Cogen,Petroleum,339 815,4 651,543
2003,VA,Industrial Non-Cogen,All Sources,0,0,2
2003,VA,Industrial Non-Cogen,Wood and Wood Derived Fuels,0,0,2
2003,VA,IPP NAICS-22 Cogen,All Sources,5 177 731,10 941,3 206
2003,VA,IPP NAICS-22 Cogen,Coal,4 874 293,10 742,3 005
2003,VA,IPP NAICS-22 Cogen,Natural Gas,108 633,1,31
2003,VA,IPP NAICS-22 Cogen,Other,0,11,12
2003,VA,IPP NAICS-22 Cogen,Petroleum,194 805,187,158
2003,VA,IPP NAICS-22 Non-Cogen,All Sources,4 721 816,14 272,9 905
2003,VA,IPP NAICS-22 Non-Cogen,Coal,3 353 012,14 083,5 957
2003,VA,IPP NAICS-22 Non-Cogen,Natural Gas,618 925,1,256
2003,VA,IPP NAICS-22 Non-Cogen,Other Gases,0,0,1
2003,VA,IPP NAICS-22 Non-Cogen,Other Biomass,0,0,1 175
2003,VA,IPP NAICS-22 Non-Cogen,Wood and Wood Derived Fuels,0,75,368
2003,VA,IPP NAICS-22 Non-Cogen,Other,450 789,42,1 751
2003,VA,IPP NAICS-22 Non-Cogen,Petroleum,299 090,70,397
2003,VA,Total Electric Power Industry,All Sources,46 592 359,236 835,78 769
2003,VA,Total Electric Power Industry,Coal,38 614 033,200 070,62 724
2003,VA,Total Electric Power Industry,Natural Gas,2 355 909,8,2 778
2003,VA,Total Electric Power Industry,Other Gases,0,0,15
2003,VA,Total Electric Power Industry,Other Biomass,0,1,1 182
2003,VA,Total Electric Power Industry,Wood and Wood Derived Fuels,0,11 698,1 915
2003,VA,Total Electric Power Industry,Other,917 587,89,3 586
2003,VA,Total Electric Power Industry,Petroleum,4 704 830,24 971,6 571
2003,VT,Electric Utility,All Sources,25 715,29,380
2003,VT,Electric Utility,Natural Gas,1 638,0,3
2003,VT,Electric Utility,Wood and Wood Derived Fuels,0,4,255
2003,VT,Electric Utility,Petroleum,24 077,25,123
2003,VT,IPP NAICS-22 Non-Cogen,All Sources,0,33,115
2003,VT,IPP NAICS-22 Non-Cogen,Wood and Wood Derived Fuels,0,33,115
2003,VT,Total Electric Power Industry,All Sources,25 715,62,495
2003,VT,Total Electric Power Industry,Natural Gas,1 638,0,3
2003,VT,Total Electric Power Industry,Wood and Wood Derived Fuels,0,37,370
2003,VT,Total Electric Power Industry,Petroleum,24 077,25,123
2003,WA,Commercial Cogen,All Sources,143 654,388,534
2003,WA,Commercial Cogen,Coal,53 341,386,324
2003,WA,Commercial Cogen,Natural Gas,89 445,0,209
2003,WA,Commercial Cogen,Petroleum,868,1,1
2003,WA,Electric Utility,All Sources,973 284,112,2 354
2003,WA,Electric Utility,Natural Gas,966 950,5,1 316
2003,WA,Electric Utility,Other Biomass,0,0,502
2003,WA,Electric Utility,Wood and Wood Derived Fuels,0,101,485
2003,WA,Electric Utility,Petroleum,6 334,6,50
2003,WA,Industrial Cogen,All Sources,643 961,7 898,3 553
2003,WA,Industrial Cogen,Coal,131 356,544,275
2003,WA,Industrial Cogen,Natural Gas,219 179,1,537
2003,WA,Industrial Cogen,Other Biomass,0,75,121
2003,WA,Industrial Cogen,Wood and Wood Derived Fuels,0,6 522,2 384
2003,WA,Industrial Cogen,Petroleum,293 426,753,235
2003,WA,IPP NAICS-22 Cogen,All Sources,1 512 685,8,5 022
2003,WA,IPP NAICS-22 Cogen,Natural Gas,1 512 290,8,4 146
2003,WA,IPP NAICS-22 Cogen,Other Gases,0,1,394
2003,WA,IPP NAICS-22 Cogen,Other Biomass,0,0,480
2003,WA,IPP NAICS-22 Cogen,Petroleum,395,0,2
2003,WA,IPP NAICS-22 Non-Cogen,All Sources,11 983 453,7 532,19 192
2003,WA,IPP NAICS-22 Non-Cogen,Coal,11 223 029,7 515,17 890
2003,WA,IPP NAICS-22 Non-Cogen,Natural Gas,657 974,7,793
2003,WA,IPP NAICS-22 Non-Cogen,Other Biomass,0,0,83
2003,WA,IPP NAICS-22 Non-Cogen,Other,96 476,11,422
2003,WA,IPP NAICS-22 Non-Cogen,Petroleum,5 974,0,5
2003,WA,Total Electric Power Industry,All Sources,15 257 037,15 938,30 655
2003,WA,Total Electric Power Industry,Coal,11 407 726,8 445,18 489
2003,WA,Total Electric Power Industry,Natural Gas,3 445 838,21,7 001
2003,WA,Total Electric Power Industry,Other Gases,0,1,394
2003,WA,Total Electric Power Industry,Other Biomass,0,75,1 186
2003,WA,Total Electric Power Industry,Wood and Wood Derived Fuels,0,6 623,2 869
2003,WA,Total Electric Power Industry,Other,96 476,11,422
2003,WA,Total Electric Power Industry,Petroleum,306 997,760,293
2003,WI,Commercial Cogen,All Sources,402 094,3 163,2 150
2003,WI,Commercial Cogen,Coal,354 645,2 963,1 981
2003,WI,Commercial Cogen,Natural Gas,26 991,0,58
2003,WI,Commercial Cogen,Wood and Wood Derived Fuels,0,1,7
2003,WI,Commercial Cogen,Other,20 293,198,104
2003,WI,Commercial Cogen,Petroleum,165,0,0
2003,WI,Commercial Non-Cogen,All Sources,76 373,1,366
2003,WI,Commercial Non-Cogen,Natural Gas,75 755,0,210
2003,WI,Commercial Non-Cogen,Other Biomass,0,0,152
2003,WI,Commercial Non-Cogen,Petroleum,618,1,3
2003,WI,Electric Utility,All Sources,44 129 240,175 768,75 274
2003,WI,Electric Utility,Coal,42 942 651,174 515,72 677
2003,WI,Electric Utility,Natural Gas,792 692,4,1 564
2003,WI,Electric Utility,Other Biomass,0,0,17
2003,WI,Electric Utility,Wood and Wood Derived Fuels,0,18,361
2003,WI,Electric Utility,Other,157 359,670,287
2003,WI,Electric Utility,Petroleum,236 538,560,368
2003,WI,Industrial Cogen,All Sources,4 076 878,52 853,13 005
2003,WI,Industrial Cogen,Coal,2 992 931,36 991,8 503
2003,WI,Industrial Cogen,Natural Gas,396 348,1,643
2003,WI,Industrial Cogen,Other Biomass,0,44,278
2003,WI,Industrial Cogen,Wood and Wood Derived Fuels,0,7 672,2 357
2003,WI,Industrial Cogen,Petroleum,687 599,8 145,1 225
2003,WI,Industrial Non-Cogen,All Sources,62,0,1
2003,WI,Industrial Non-Cogen,Petroleum,62,0,1
2003,WI,IPP NAICS-22 Cogen,All Sources,244 541,2,90
2003,WI,IPP NAICS-22 Cogen,Natural Gas,241 866,0,38
2003,WI,IPP NAICS-22 Cogen,Other Biomass,0,0,51
2003,WI,IPP NAICS-22 Cogen,Petroleum,2 675,1,1
2003,WI,IPP NAICS-22 Non-Cogen,All Sources,255 439,149,2 265
2003,WI,IPP NAICS-22 Non-Cogen,Coal,11 356,143,22
2003,WI,IPP NAICS-22 Non-Cogen,Natural Gas,229 589,0,64
2003,WI,IPP NAICS-22 Non-Cogen,Other Biomass,0,0,2 170
2003,WI,IPP NAICS-22 Non-Cogen,Petroleum,14 494,6,8
2003,WI,Total Electric Power Industry,All Sources,49 184 627,231 936,93 151
2003,WI,Total Electric Power Industry,Coal,46 301 583,214 612,83 183
2003,WI,Total Electric Power Industry,Natural Gas,1 763 241,5,2 577
2003,WI,Total Electric Power Industry,Other Biomass,0,44,2 668
2003,WI,Total Electric Power Industry,Wood and Wood Derived Fuels,0,7 691,2 725
2003,WI,Total Electric Power Industry,Other,177 652,868,391
2003,WI,Total Electric Power Industry,Petroleum,942 151,8 713,1 606
2003,WV,Electric Utility,All Sources,58 136 369,344 545,145 207
2003,WV,Electric Utility,Coal,57 963 934,344 067,144 936
2003,WV,Electric Utility,Natural Gas,2 423,0,4
2003,WV,Electric Utility,Wood and Wood Derived Fuels,0,0,3
2003,WV,Electric Utility,Other,14 565,177,79
2003,WV,Electric Utility,Petroleum,155 447,299,185
2003,WV,Industrial Cogen,All Sources,1 592 918,13 319,5 658
2003,WV,Industrial Cogen,Coal,1 280 741,13 165,4 917
2003,WV,Industrial Cogen,Natural Gas,301 276,1,282
2003,WV,Industrial Cogen,Other Gases,0,25,437
2003,WV,Industrial Cogen,Other Biomass,0,0,8
2003,WV,Industrial Cogen,Petroleum,10 901,128,16
2003,WV,Industrial Non-Cogen,All Sources,155 642,1 156,2 575
2003,WV,Industrial Non-Cogen,Coal,155 642,1 156,2 575
2003,WV,IPP NAICS-22 Cogen,All Sources,532 888,1 220,264
2003,WV,IPP NAICS-22 Cogen,Coal,532 734,1 221,263
2003,WV,IPP NAICS-22 Cogen,Natural Gas,154,0,0
2003,WV,IPP NAICS-22 Non-Cogen,All Sources,26 136 731,146 755,40 323
2003,WV,IPP NAICS-22 Non-Cogen,Coal,25 997 686,146 730,40 199
2003,WV,IPP NAICS-22 Non-Cogen,Natural Gas,114 361,0,105
2003,WV,IPP NAICS-22 Non-Cogen,Petroleum,24 684,25,20
2003,WV,Total Electric Power Industry,All Sources,86 554 548,506 995,194 027
2003,WV,Total Electric Power Industry,Coal,85 930 737,506 339,192 890
2003,WV,Total Electric Power Industry,Natural Gas,418 214,1,391
2003,WV,Total Electric Power Industry,Other Gases,0,25,437
2003,WV,Total Electric Power Industry,Other Biomass,0,0,8
2003,WV,Total Electric Power Industry,Wood and Wood Derived Fuels,0,0,3
2003,WV,Total Electric Power Industry,Other,14 565,177,79
2003,WV,Total Electric Power Industry,Petroleum,191 032,452,221
2003,WY,Electric Utility,All Sources,43 727 962,76 788,76 610
2003,WY,Electric Utility,Coal,43 622 116,76 779,76 428
2003,WY,Electric Utility,Natural Gas,70 284,1,134
2003,WY,Electric Utility,Petroleum,35 562,8,47
2003,WY,Industrial Cogen,All Sources,1 283 683,6 535,1 930
2003,WY,Industrial Cogen,Coal,1 235 434,6 518,1 829
2003,WY,Industrial Cogen,Natural Gas,44 310,0,92
2003,WY,Industrial Cogen,Petroleum,3 939,17,9
2003,WY,Industrial Non-Cogen,All Sources,7 613,0,29
2003,WY,Industrial Non-Cogen,Natural Gas,7 593,0,29
2003,WY,Industrial Non-Cogen,Petroleum,20,0,0
2003,WY,IPP NAICS-22 Non-Cogen,All Sources,1 090 025,401,370
2003,WY,IPP NAICS-22 Non-Cogen,Coal,1 037 020,400,344
2003,WY,IPP NAICS-22 Non-Cogen,Natural Gas,53 005,1,27
2003,WY,Total Electric Power Industry,All Sources,46 109 283,83 724,78 939
2003,WY,Total Electric Power Industry,Coal,45 894 570,83 697,78 601
2003,WY,Total Electric Power Industry,Natural Gas,175 192,2,282
2003,WY,Total Electric Power Industry,Petroleum,39 521,25,56
2004,AK,Commercial Cogen,All Sources,723 158,950,918
2004,AK,Commercial Cogen,Coal,705 588,901,815
2004,AK,Commercial Cogen,Petroleum,17 570,49,103
2004,AK,Commercial Non-Cogen,All Sources,278,0,6
2004,AK,Commercial Non-Cogen,Petroleum,278,0,6
2004,AK,Electric Utility,All Sources,2 944 082,2 129,12 187
