User-ID,Location,Age
126953,"grinnell, iowa, usa",24.0
126956,"calgary, alberta, canada",
126965,"glen burnie, maryland, usa",15.0
126973,"wailuku, hawaii, usa",
126974,"bloomington, illinois, usa",
126975,"carlsbad, ,",
126980,"salem, virginia, usa",27.0
126983,"townsville, queensland, australia",32.0
126985,"harrisburg, ,",
126986,"falls city, nebraska, usa",27.0
126992,"redmond, washington, usa",35.0
127011,"guelph, ontario, canada",17.0
127024,"toronto, ontario, canada",57.0
127029,"austin, texas, usa",
127030,"chugiak, alaska, usa",
127031,"mississauga, ontario, canada",
127035,"fayetteville, ,",52.0
127036,"sauble beach, ontario, canada",
127037,"spring creek, pennsylvania,",
127038,"mississauga, ontario, canada",27.0
127043,"piscataway, new jersey, usa",
127045,"ludington, michigan, usa",
127047,"truckee, california, usa",55.0
127048,"beavercreek, ohio, usa",51.0
127049,"knoxville, tennessee, usa",31.0
127054,"san francisco, california, usa",
127057,"chicago, illinois, usa",48.0
127063,"bristol, tennessee, usa",
127064,"gettysburg, pennsylvania, usa",47.0
127065,"old bridge, new jersey, usa",
127066,"toronto, ontario, canada",46.0
127076,"lebanon, oregon, usa",73.0
127084,"baton rouge, louisiana, usa",
127089,"lancaster, pennsylvania, usa",
127093,"moscow, idaho, usa",
127095,"carstairs, alberta, canada",
127101,"franklin, tennessee, usa",
127113,"chicago, illinois, usa",39.0
127114,"takoma park, maryland, usa",
127121,"tucson, arizona, usa",15.0
127122,"dallas, texas, usa",
127129,"langley, british columbia, canada",
127131,"stopsley, bedfordshire, united kingdom",42.0
127134,"mississauga, ontario, canada",31.0
127135,"pompano beach, florida, usa",76.0
127136,"chicago, illinois, usa",24.0
127137,"junction city, kansas, usa",42.0
127140,"baton rouge, louisiana, usa",16.0
127147,"lima, ohio, usa",
127148,"barcelona, barcelona, spain",21.0
127149,"bismarck, north dakota, usa",11.0
127164,"south lebanon, ohio, usa",28.0
127167,"sutter, california, usa",43.0
127168,"san diego, california, usa",
127171,"cincinnati, ohio, usa",36.0
127172,"massena, new york, usa",
127173,"northants, england, united kingdom",18.0
127174,"brighton, east sussex, united kingdom",41.0
127189,"austin, texas, usa",
127190,"jasper, indiana, usa",57.0
127191,"virginia beach, virginia, usa",
127200,"urbana, illinois, usa",
127203,"reading, pennsylvania, usa",20.0
127207,"st. joseph, michigan, usa",
127208,"franklin, kentucky, usa",59.0
127216,"north little rock, arkansas, usa",58.0
127220,"denver, colorado, usa",
127225,"eltham, london, united kingdom",36.0
127232,"milwaukie, oregon, usa",
127233,"marietta, georgia, usa",29.0
127236,"visalia, california, usa",27.0
127237,"pinellas park, florida, usa",
127243,"sarasota, ,",
127244,"fredericksburg, virginia, usa",1.0
127245,"yukon, oklahoma, usa",
127250,"shoreditch, london, united kingdom",27.0
127252,"chandler, arizona, usa",40.0
127257,"legazpi, albay, philippines",16.0
127264,"chelmsford, n/a, united kingdom",34.0
127270,"newtown, new south wales, australia",36.0
127273,"phila, pennsylvania, usa",
127282,"alicante, alicante, spain",32.0
127283,"mainz, rheinland-pfalz, germany",41.0
127289,"glen alpine, new south wales, australia",39.0
127290,"london, england, united kingdom",
127291,"richland, michigan, usa",
127292,"austin, texas, usa",29.0
127296,"decatur, georgia, usa",
127301,"washington, ,",49.0
127317,"portland, or, usa",
127320,"tinley park, illinois, usa",44.0
127321,"wilbraham, massachusetts, usa",50.0
127322,"lakeland, ,",
127324,"münchen, bayern, germany",29.0
127326,"kenner, louisiana, usa",
127327,"meerbusch, nordrhein-westfalen, germany",33.0
127336,"arvada, colorado, usa",
127337,"nürnberg, bayern, germany",
127349,"melbourne, victoria, australia",15.0
127352,"sydney, new south wales, australia",
127356,"clarksburg, massachusetts, usa",
127357,"getxo, bizkaia, spain",30.0
127359,"beaverton, oregon, usa",33.0
127363,"tucson, arizona, usa",
127364,"beaufort, north carolina, usa",
127367,"new market, tennessee, usa",
127382,"manchester, england, united kingdom",23.0
127384,"gainesville, texas, usa",32.0
127389,"huntington beach, california, usa",
127391,"napa, california,",24.0
127398,"kopperl, ,",
127403,"o`fallon, missouri, usa",
127404,"walnut creek, california, usa",
127417,"beacon, new york, usa",
127419,"albertville, minnesota, usa",26.0
127421,"bend, oregon, usa",
127424,"murnau, bayern, germany",
127429,"kansas city, missouri, usa",23.0
127431,"carrollton, texas, usa",32.0
127432,"greenback, tennessee, usa",22.0
127438,"zephyrhills, florida, usa",58.0
127440,"socorro, new mexico, usa",
127441,"st. peters, missouri, usa",45.0
127444,"mosier, oregon, usa",
127445,"springfield, oregon, usa",21.0
127447,"cleveland, ohio,",
127453,"mansfield, massachusetts, usa",21.0
127458,"wilsonville, oregon, usa",
127462,"salinas, california, usa",
127470,"staunton, virginia, usa",
127477,"napa, california, usa",
127479,"san diego, california, usa",19.0
127481,"thunder bay, ontario, canada",45.0
127483,"cockeysville, maryland, usa",
127485,"washougal, ,",
127490,"meriden, connecticut, usa",40.0
127491,"kansas city, missouri, usa",
127492,"poway, california, usa",
127493,"new york, new york, usa",36.0
127503,"colgate, wisconsin, usa",44.0
127505,"mission, kansas, usa",41.0
127506,"kansas city, kansas, usa",
127510,"quezon city, metro manila, philippines",
127511,"kansas city, missouri, usa",
127514,"deep river, connecticut, usa",
127515,"campbellton, new brunswick, canada",35.0
127518,"bloomington, illinois, usa",
127519,"west haven, connecticut, usa",33.0
127521,"hammond, , usa",38.0
127531,"biddeford, maine, usa",
127535,"little rock, arkansas, usa",33.0
127537,"aloha, oregon, usa",
127538,"palm desert, california, usa",
127539,"camden, new jersey, usa",
127543,"folsom, california, usa",32.0
127548,"aurora, colorado, usa",
127557,"the patch, victoria, australia",
127559,"salt lake city, utah, usa",
127564,"long beach, california, usa",
127569,"chicago, illinois, usa",55.0
127577,"dortmund, nordrhein-westfalen, germany",23.0
127581,"cambridge, massachusetts, usa",
127583,"orlando, florida, usa",
127596,"edmonton, alberta, canada",
127597,"toronto, ontario, canada",57.0
127614,"johns island, south carolina, usa",
127615,"moraga, california, usa",
127619,"mosheim, tennessee, usa",42.0
127620,"marietta, georgia, usa",43.0
127621,"kill devil hills, north carolina, usa",41.0
127623,"voncouver, washington, usa",27.0
127627,"ft. myers, florida, usa",66.0
127631,"westerville, ohio, usa",56.0
127637,"panama city, florida, usa",
127639,"albuquerque, new mexico, usa",
127648,"victoria, british columbia, canada",42.0
127651,"west palm beach, florida, usa",43.0
127652,"easton, maryland, usa",
127660,"colorado springs, colorado, usa",24.0
127668,"garland, texas, usa",25.0
127673,"toronto, ontario, canada",33.0
127678,"manitou, manitoba, canada",63.0
127683,"anchorage, alaska, usa",
127687,"middlesex, england, united kingdom",23.0
127689,"limerick, co. limerick,",24.0
127704,"lompoc, california, usa",61.0
127707,"exeter, england, united kingdom",18.0
127709,"melbourne, victoria, australia",28.0
127718,"san antonio, texas, usa",49.0
127719,"stockton, california, usa",33.0
127720,"swansboro, north carolina, usa",23.0
127722,"chapel hill, north carolina, usa",23.0
127724,"sg. buloh, selangor, malaysia",23.0
127727,"bloomfield, new mexico, usa",40.0
127732,"münchen, bayern, germany",25.0
127736,"ithaca, new york, usa",
127737,"kingston, pennsylvania, usa",
127748,"rafz, n/a, switzerland",
127755,"victoria, british columbia, canada",38.0
127762,"pickerington, ohio, usa",
127765,"kelowna, ,",60.0
127766,"città di castello, , italy",
127767,"medford, massachusetts, usa",35.0
127772,"pickering, ontario, canada",20.0
127774,"willimantic, connecticut, usa",19.0
127779,"whitehorse, yukon territory, canada",
127782,"hudson, massachusetts, usa",36.0
127789,"toronto, ontario, canada",26.0
127794,"sydney, new south wales, australia",
127795,"schaumburg, illinois, usa",
127797,"west linn, oregon, usa",50.0
127798,"virginia beach, virginia, usa",57.0
127800,"buckfield, maine, usa",31.0
127813,"lexington, kentucky, usa",23.0
127824,"winter park, florida, usa",35.0
127826,"duluth, georgia, usa",
127827,"upstate, new york, usa",
127831,"ostrhauderfehn, niedersachsen, germany",38.0
127836,"loveland, colorado, usa",53.0
127838,"hot springs, arkansas, usa",31.0
127845,"firenze, toscana, italy",
127854,"redmond, washington, usa",
127858,"new orleans, louisiana, usa",41.0
127866,"san francisco, california, usa",
127871,"brooklyn, new york, usa",
127876,"mclean, virginia, usa",24.0
127884,"keighley, england, united kingdom",27.0
127887,"bolton, england, united kingdom",19.0
127890,"venice, florida, usa",55.0
127891,"alameda, california, usa",16.0
127893,"washington, dc, usa",32.0
127895,"fayetteville, north carolina, usa",
127897,"barcelona, barcelona, spain",27.0
127910,"sugar land, texas, usa",36.0
127914,"anchorage, alaska, usa",43.0
127915,"birmingham, alabama, usa",25.0
127919,"seattle, washington, usa",49.0
127921,"arlington, virginia, usa",
127929,"rancho santa fe, california, usa",
127930,"mobile, alabama, usa",23.0
127934,"milpitas, california, usa",48.0
127938,"san francisco, california, usa",
127941,"arlington, virginia, usa",30.0
127942,"mobile, alabama, usa",23.0
127943,"austin, texas, usa",
127955,"huntington, new york, usa",
127961,"hillsboro, oregon, usa",46.0
127962,"marshfield, massachusetts, usa",
127970,"tucson, arizona, usa",
127971,"chesaning, michigan, usa",
127980,"unknown, england, united kingdom",
127983,"ludwigshafen am rhein, ,",26.0
127990,"st. louis, missouri, usa",24.0
127993,"middlesbrough, england, united kingdom",30.0
128001,"kentwood, michigan, usa",
128002,"bracebridge, ontario, canada",14.0
128008,"richmond, virginia, usa",29.0
128011,"portland, oregon, usa",42.0
128014,"st. louis, missouri, usa",
128019,"milwaukee, wisconsin, usa",
128024,"west fairview, pennsylvania, usa",24.0
128025,"herndon, virginia, usa",
128033,"gilchrist, oregon, usa",47.0
128034,"tigard, oregon, usa",
128035,"bryan, ohio, usa",
128037,"ferndale, michigan, usa",25.0
128039,"collinsville, illinois, usa",
128040,"toledo, ohio, usa",35.0
128045,"clearwater, florida, usa",41.0
128048,"west chester, pennsylvania, usa",
128049,"alabaster, alabama, usa",34.0
128057,"phoenix, new york, usa",
128060,"denton, texas, usa",36.0
128077,"hamburg, hamburg, germany",
128081,"baltimore, ,",
128084,"swanzey, new hampshire, usa",
128085,"durham, north carolina, usa",40.0
128087,"douglasville, georgia, usa",31.0
128091,"rosamond, ,",
128094,"cartersville, georgia, usa",35.0
128095,"mankato, minnesota, usa",
128096,"belo horizonte, minas gerais, brazil",23.0
128099,"pt lookout, new york, usa",
128100,"milwaukee, wisconsin, usa",35.0
128102,"visalia, california, usa",28.0
128103,"montebello, ,",42.0
128109,"irving, texas, usa",47.0
128119,"olathe, kansas, usa",
128122,"lithia springs, georgia, usa",37.0
128132,"san antonio, ,",
128133,"n. chelmsford, massachusetts, usa",29.0
128134,"hawthorne, new york, usa",
128135,"boise, idaho, usa",47.0
128138,"fergus, ontario, canada",25.0
128139,"alma, michigan, usa",23.0
128141,"chicago, illinois, usa",
128142,"seattle, washington, usa",31.0
128148,"halifax, nova scotia, canada",
128158,"king of prussia, pennsylvania, usa",
128163,"carlsbad, california, usa",38.0
128166,"fort lewis, washington, usa",27.0
128174,"lititz, pennsylvania, usa",44.0
128183,"boca raton, florida, usa",44.0
128185,"glendale, missouri, usa",39.0
128188,"san lorenzo, central, paraguay",
128192,"brush prairie, washington, usa",
128195,"catlettsburg, kentucky, usa",26.0
128197,"greeneville, ,",
128198,"louisville, kentucky, usa",
128206,"shippensburg, pennsylvania, usa",
128208,"san antonio, texas, usa",34.0
128211,"charlotte, north carolina, usa",45.0
128214,"seattle, washington, usa",28.0
128221,"pittsburgh, pennsylvania, usa",40.0
128227,"vancouver, british columbia, canada",21.0
128228,"seattle, ,",
128232,"courtice, ontario, canada",28.0
128233,"kelowna, british columbia, canada",19.0
128241,"lakeville, connecticut, usa",27.0
128244,"portland, oregon, usa",28.0
128246,"knegsel, noord brabant, netherlands",30.0
128257,"worcester, massachusetts, usa",26.0
128267,"fairbanks, ,",
128271,"modesto, california, usa",
128273,"midland, ontario, canada",
128276,"los angeles, ,",
128285,"richmond, virginia, usa",24.0
128286,"felton, california, usa",
128288,"lexington, kentucky, usa",46.0
128290,"pittsburgh, pennsylvania, usa",
128306,"huber heights, ohio, usa",
128318,"portland, oregon, usa",
128323,"spring lake, north carolina, usa",
128324,"huntsville, alabama, usa",35.0
128325,"toledo, ohio, usa",43.0
128331,"chittenango, new york, usa",24.0
128332,"alvin, texas, usa",
128337,"simi valley, california, usa",19.0
128341,"richmond, california, usa",
128352,"vancouver, british columbia, canada",53.0
128354,"casselton, north dakota, usa",36.0
128362,"amherst, new hampshire, usa",54.0
128365,"indianapolis, indiana, usa",41.0
128375,"kenai, alaska, usa",
128385,"jasper, georgia, usa",37.0
128391,"austin, texas, usa",25.0
128393,"edmonton, alberta, canada",
128396,"pasadena, california, usa",
128402,"redmond, oregon, usa",36.0
128404,"fall river, massachusetts, usa",30.0
128406,"columbia, missouri, usa",31.0
128408,"midland, michigan, usa",57.0
128409,"chimacum, washington, usa",
128413,"bellingham, washington, usa",
128414,"park forest, illinois, usa",
128415,"easton, maryland, usa",37.0
128424,"yokosuka, yokosuka, japan",16.0
128427,"andrews, texas, usa",36.0
128433,"the woodlands, texas, usa",
128434,"oak park, illinois, usa",24.0
128438,"shelby township, michigan, usa",
128447,"chico, ca, united states",
128461,"singapore, n/a, singapore",
128463,"jersey city, new jersey, usa",
128464,"new york, new york, usa",52.0
128466,"olympia, washington, usa",13.0
128477,"chicago, illinois, usa",20.0
128479,"kenmore, new york, usa",28.0
128484,"hayward, california, usa",
128503,"kirkwood, missouri, usa",
128504,"covington, kentucky, usa",50.0
128506,"east islip, new york, usa",17.0
128511,"akron, ohio, usa",25.0
128513,"mount pleasant, south carolina, usa",26.0
128518,"paw paw, illinois, usa",
128525,"summerville, south carolina, usa",36.0
128526,"greenwich, connecticut, usa",46.0
128538,"socal, california, usa",24.0
128541,"allen, texas, usa",32.0
128543,"palo alto, california, usa",
128544,"canterbury, kent, uk, united kingdom",
128545,"new york, new york, usa",
128551,"torino, ,",
128557,"tunbridge wells, kent, united kingdom",
128558,"margate, england, united kingdom",24.0
128559,"kent, connecticut, usa",
128564,"jackson, mississippi, usa",38.0
128574,"carlstadt, new jersey, usa",34.0
128579,"tucson, ,",
128588,"new york city, new york, usa",26.0
128593,"iowa city, iowa, usa",17.0
128600,"milano, lombardia, italy",39.0
128601,"manchester, new hampshire, usa",
128606,"merriam, kansas, usa",33.0
128610,"fort myers beach, ,",48.0
128611,"la habra, california, usa",76.0
128613,"rio linda, california, usa",
128622,"tinley park, illinois, usa",23.0
128623,"zürich, zürich, switzerland",41.0
128624,"oberhausen, nordrhein-westfalen, germany",20.0
128628,"anna, ohio,",22.0
128639,"st. louis, ,",57.0
128640,"cave creek, arizona, usa",20.0
128648,"florence, mississippi, usa",
128652,"flesherton, ontario, canada",
128653,"berlin, berlin, germany",20.0
128655,"carterville, illinois, usa",38.0
128662,"60385 frankfurt, hessen, germany",
128669,"vancouver, british columbia, canada",22.0
128672,"innsbruck, tirol, austria",32.0
128679,"lake placid, florida, usa",
128682,"lincoln, nebraska, usa",36.0
128690,"wien, wien, austria",
128691,"leo, baden-wuerttemberg, germany",44.0
128693,"leicester, england, united kingdom",
128696,"southampton, england, united kingdom",34.0
128697,"wiesbaden, hessen, germany",50.0
128703,"vancouver, british columbia, canada",40.0
128707,"waco, texas, usa",29.0
128710,"ottawa, ontario, canada",
128712,"north haven, ,",29.0
128713,"ottawa, ontario, canada",54.0
128714,"new brunswick, new jersey, usa",
128724,"santander, ,",27.0
128725,"apex, northern territory, usa",
128727,"christmas, florida, usa",45.0
128730,"lacey, washington, usa",41.0
128732,"north dighton, massachusetts, usa",31.0
128736,"hurst, texas, usa",46.0
128737,"canberra, nsw, australia",20.0
128738,"andrews afb, maryland, usa",52.0
128739,"tidewater, virginia, usa",33.0
128742,"caledonia, ontario, canada",40.0
128744,"plains, montana, usa",49.0
128746,"chewelah, washington, usa",
128747,"vancouver, british columbia, canada",
128749,"nashua, new hampshire, usa",28.0
128753,"griffin, georgia, usa",
128759,"kentwood, michigan, usa",
128760,"st paul, minnesota, usa",42.0
128766,"sausalito, california, usa",
128767,"east providence, rhode island, usa",34.0
128774,"riyadh, n/a, saudi arabia",51.0
128775,"overland park, kansas, usa",
128782,"kaarst, nordrhein-westfalen, germany",30.0
128790,"southampton, england, united kingdom",31.0
128799,"vancouver, british columbia, canada",31.0
128821,"boston, ,",
128835,"bellingham, washington, usa",60.0
128838,"arlington, virginia, usa",23.0
128841,"melrose, massachusetts, usa",42.0
128843,"new york, new york, usa",65.0
128857,"edinburgh, scotland, united kingdom",
128871,"ottawa, ontario, canada",46.0
128875,"westbury, new york, usa",25.0
128884,"burlington, ontario,",
128889,"caledonia, ohio, usa",40.0
128893,"toronto, ontario, canada",
128896,"kingston, ontario, canada",
128904,"washington, dc, usa",
128906,"muskogee, oklahoma, usa",
128911,"lodi, california, usa",29.0
128913,"melbourne, victoria, australia",44.0
128915,"ridgeland, south carolina, usa",43.0
128916,"guelph, ontario, canada",16.0
128918,"minneapolis, minnesota, usa",
128924,"yuba city, california, usa",
128926,"mansfield, illinois, usa",36.0
128930,"johnstone, renfrewshire, united kingdom",34.0
128931,"fairlie, canterbury, new zealand",
128934,"poway, california, usa",
128935,"taoyuan, taiwan, taiwan",
128937,"shelby twp, michigan, usa",39.0
128938,"davison, michigan, usa",
128939,"splendora, texas, usa",22.0
128942,"chula vista, california, usa",31.0
128943,"huntsville, alabama, usa",39.0
128944,"fullerton, california, usa",
128946,"petaluma, california, usa",23.0
128949,"seattle, washington, usa",
128950,"philadelphia, pennsylvania, usa",45.0
128951,"mesa, arizona, usa",
128961,"santa clara, california, usa",41.0
128962,"calgary, alberta, canada",18.0
128971,"medford, massachusetts, usa",
128972,"torquay, england, united kingdom",25.0
128974,"somewhere in bc..., british columbia, canada",36.0
128976,"berkeley, california, usa",
128979,"fairbanks, alaska, usa",
128983,"brookfield, wisconsin, usa",
128988,"kirchhheim, baden-wuerttemberg, germany",41.0
128990,"dutchtown, missouri, usa",48.0
128991,"greenwood, british columbia, canada",15.0
128993,"san marcos, texas, usa",30.0
128997,"key largo, florida, usa",51.0
129002,"san antonio, texas, usa",9.0
129003,"camarillo, california, usa",2.0
129006,"welshpool, new brunswick, canada",
129008,"rapid city, south dakota, usa",44.0
129019,"lebanon, oregon, usa",
129029,"vancouver, british columbia, canada",
129036,"calgary, alberta, canada",43.0
129040,"loveland, colorado, usa",66.0
129043,"nepean, ontario, canada",35.0
129056,"norwich, norfolk, united kingdom",22.0
129057,"edinburgh, scotland, united kingdom",
129073,"kennesaw, georgia, usa",30.0
129074,"marietta, georgia, usa",51.0
129075,"iowa city, iowa, usa",39.0
129084,"boise, idaho, usa",39.0
129086,"alhambra, california, usa",16.0
129099,"franklin, wisconsin, usa",
129105,"caulfield, victoria, australia",11.0
129108,"aspen, colorado, usa",19.0
129110,"manassas, virginia, usa",24.0
129111,"san diego, california, usa",
129113,"clemons, ,",35.0
129114,"san diego, california, usa",40.0
129118,"san diego, california, usa",
129119,"south dartmouth, massachusetts, usa",59.0
129125,"norfolk, virginia, usa",
129132,"milton, west virginia, usa",
129134,"kansas city, kansas, usa",26.0
129142,"eiterfeld, hessen, germany",31.0
129144,"pittsburgh, pennsylvania, usa",
129150,"burlington, vermont, usa",
129152,"kinsey, montana, usa",18.0
129156,"tucson, arizona, usa",
129158,"cumberland, maryland, usa",30.0
129161,"houston, texas, usa",57.0
129176,"conway, arkansas, usa",37.0
129177,"noblesville, indiana, usa",48.0
129187,"north hollywood, california, usa",
129198,"vancouver, british columbia, canada",29.0
129203,"plano, texas, usa",
129204,"san francisco, california, usa",
129212,"ellicott city, maryland, usa",24.0
129213,"atlanta, georgia, usa",44.0
129216,"miami, florida, usa",
129226,"okemos, michigan, usa",40.0
129232,"qom, n/a, iran",24.0
129233,"salem, oregon, usa",2.0
129238,"westland, michigan, usa",
129243,"la mesa, california, usa",19.0
129255,"valladolid, castilla y leon, spain",20.0
129257,"san francisco, california, usa",
129259,"south lake tahoe, california, usa",43.0
129266,"fort worth, texas, usa",20.0
129268,"murray, iowa, usa",17.0
129281,"wollongong, new south wales, australia",19.0
129283,"san francisco, california, usa",25.0
129284,"seneca falls, new york, usa",
129285,"london, kentucky, usa",
129289,"vientiane, vientiane, laos",
129292,"rougemont, north carolina, usa",30.0
129294,"belleville, michigan, usa",
129303,"winnipeg, manitoba, canada",
129306,"bolling afb, dc, usa",
129308,"zollikerberg, zurich, switzerland",24.0
129311,"portland, oregon, usa",30.0
129312,"wilmington, delaware, usa",34.0
129313,"auburn, kansas, usa",16.0
129316,"warsaw, n/a, poland",36.0
129319,"chicago, illinois, usa",43.0
129320,"delmar, new york, usa",
129324,"leeds, west yorkshire, united kingdom",22.0
129327,"hamburg, hamburg, germany",26.0
129332,"amsterdam, noord holland, netherlands",29.0
129338,"apache junction, arizona, usa",24.0
129339,"brandon, florida, usa",55.0
129344,"caen, n/a, france",48.0
129345,"eustis, ,",
129349,"richmond, virginia, usa",
129358,"highland, california, usa",36.0
129363,"london, england, united kingdom",26.0
129368,"los gatos, ,",
129370,"lansdale, pennsylvania, usa",
129373,"mercer island, ,",54.0
129376,"glenwood springs, colorado, usa",
129383,"erie, pennsylvania, usa",33.0
129388,"santa barbara, california, usa",
129389,"chattanooga, ,",
129393,"espoo, uusimaa, finland",27.0
129395,"toronto, ontario, canada",
129398,"drayton valley, alberta, canada",32.0
129399,"encinitas, california, usa",
129401,"ann arbor, michigan, usa",40.0
129410,"fort worth, texas, usa",29.0
129422,"modena, emilia romagna, italy",26.0
129429,"highlands ranch, colorado, usa",
129434,"palm springs, california, usa",23.0
129437,"charlottesville, virginia, usa",
129443,"lead, south dakota, usa",
129444,"sherman oaks, california, usa",30.0
129447,"lompoc, california, usa",
129458,"seattle, washington, usa",43.0
129461,"montgomery, alabama, usa",39.0
129465,"durham, north carolina, usa",33.0
129469,"golden, british columbia, canada",59.0
129474,"fife. wa, ,",50.0
129476,"fairfax, virginia, usa",28.0
129485,"vancouver, british columbia, canada",18.0
129489,"vancouver, british columbia, canada",24.0
129492,"bismarck, north dakota, usa",45.0
129494,"portland, oregon, usa",14.0
129496,"santa monica, california, usa",
129503,"lisboa, n/a, portugal",40.0
129505,"cookeville, tennessee, usa",
129524,"peoria, illinois, usa",
129526,"westbury, new york, usa",48.0
129531,"prospect, ,",
129538,"newtown, wellington, new zealand",36.0
129543,"acton, massachusetts, usa",
129550,"cottonwood, california, usa",
129551,"sacramento, california, usa",
129561,"kincardine, alloa, scotland, united kingdom",39.0
129563,"henderson, nevada, usa",
129569,"toronto, ontario, canada",57.0
129572,"columbus, ohio, usa",19.0
129584,"springfield, illinois, usa",24.0
129599,"morinville, alberta, canada",
129600,"waukesha, wisconsin, usa",
129605,"ottawa, ontario, canada",43.0
129611,"duisburg, nordrhein-westfalen, germany",25.0
129617,"hamburg, hamburg, germany",29.0
129627,"mclean, virginia, usa",23.0
129632,"yellowknife, northwest territories, canada",55.0
129641,"durham, north carolina, usa",16.0
129644,"woy woy, new south wales, australia",14.0
129647,"lake oswego, oregon, usa",43.0
129648,"ottawa, ontario, canada",
129649,"lawrence, kansas, usa",
129650,"lörrach, , germany",
129655,"seoul, n/a, south korea",26.0
129661,"toronto, ontario, canada",
129662,"porto, porto, portugal",
129663,"portland, ,",
129665,"st louis, missouri, usa",48.0
129680,"franklin, massachusetts, usa",
129682,"northbrook, illinois, usa",43.0
129687,"gauting, bayern, germany",38.0
129690,"valley stream, new york, usa",34.0
129696,"halifax, nova scotia, canada",29.0
129697,"delta, british columbia, canada",45.0
129701,"kirkland, washington, usa",34.0
129705,"greenville, south carolina, usa",
129715,"bowling green, ohio, usa",18.0
129716,"tallahassee, florida, usa",30.0
129718,"ottawa, ontario, canada",30.0
129724,"madison, georgia, usa",
129725,"waterloo, ontario, canada",
129729,"st. paul, minnesota, usa",35.0
129742,"livermore, california, usa",39.0
129759,"bloomington, minnesota, usa",46.0
129769,"livorno, toscana, italy",
129773,"kilauea, hawaii, usa",
129777,"portsmouth, virginia, usa",46.0
129783,"mechanicsville, virginia, usa",48.0
129790,"portland, oregon, usa",
129794,"wegberg, nordrhein-westfalen, germany",
129801,"las cruces, new mexico, usa",35.0
129810,"minneapolis, minnesota, usa",
129813,"roubaix, nord, france",43.0
129817,"des moines, ,",35.0
129818,"huntington, west virginia, usa",42.0
129823,"albuquerque, new mexico, usa",29.0
129827,"murfreesboro, tennessee, usa",51.0
129835,"fernandina beach, florida, usa",23.0
129841,"la jolla, california, usa",
129842,"portland, oregon, usa",
129843,"independence, missouri, usa",31.0
129848,"west hollywood, california, usa",24.0
129851,"philadelphia, pennsylvania, usa",35.0
129855,"milford, connecticut, usa",18.0
129861,"birmingham, england, united kingdom",41.0
129862,"arlington, tennessee, usa",15.0
129864,"calgary, alberta, canada",34.0
129871,"pisa, ,",
129872,"edmonton, alberta, canada",
129876,"homewood, illinois, usa",19.0
129880,"north wilkesboro, north carolina, usa",30.0
129883,"portland, oregon, usa",23.0
129884,"manchester, england, united kingdom",
129899,"omaha, nebraska, usa",43.0
129901,"north tonawanda, new york, usa",44.0
129915,"woodland hills, california, usa",49.0
129916,"san juan, puerto rico, usa",31.0
129929,"manchester, new hampshire,",
129932,"orlando, florida, usa",
129945,"brighton, massachusetts, usa",27.0
129947,"berkel, n/a, netherlands",
129953,"kennewick, washington, usa",20.0
129956,"lake in the hills, illinois, usa",
129965,"morristown, tennessee, usa",44.0
129979,"hamden, connecticut, usa",
129980,"free union, virginia, usa",57.0
129982,"melbourne, victoria, australia",11.0
129983,"lago vista, texas, usa",
129988,"eagle point, oregon, usa",31.0
129989,"stone mountain, georgia, usa",33.0
129994,"o`fallon, missouri, usa",22.0
130005,"wellington, ohio, usa",
130012,"manchester, england, united kingdom",35.0
130014,"chicago, illinois, usa",
130022,"kimberley, british columbia, canada",30.0
130027,"marathon, florida, usa",32.0
130033,"campbellsville, ,",39.0
130034,"renville, minnesota, usa",29.0
130039,"toronto, ontario, canada",
130048,"swisher, iowa, usa",
130049,"kansas city, kansas, usa",36.0
130053,"canon city, colorado, usa",21.0
130055,"decatur, georgia, usa",
130057,"bronx, new york, usa",
130060,"newport, rhode island, usa",32.0
130063,"flemington, new jersey, usa",35.0
130074,"lake st.louis, missouri, usa",47.0
130075,"madison, connecticut, usa",
130076,"montreal, quebec, canada",21.0
130081,"orland park, illinois, usa",
130085,"attadale, western australia, australia",42.0
130093,"cincinnati, ohio, usa",25.0
130104,"brooklyn, new york, usa",
130108,"viera, florida, usa",
130111,"memphis, tennessee, usa",37.0
130112,"rocklin, california, usa",36.0
130115,"red oak, texas, usa",19.0
130122,"maple ridge, british columbia, canada",36.0
130130,"aurora, colorado, usa",19.0
130132,"hamilton, ontario, canada",33.0
130136,"kansas city, missouri, usa",40.0
130142,"grandview, missouri, usa",
130147,"san diego, california, usa",
130149,"albany, new york, usa",42.0
130150,"johnson city, tennessee, usa",
130152,"seattle, washington, usa",
130157,"olympia, washington, usa",47.0
130166,"st. charles, missouri, usa",69.0
130168,"calgary, alberta, canada",62.0
130175,"new milford, new jersey, usa",29.0
130177,"kelowna, ,",33.0
130181,"powell, ,",17.0
130190,"camden, north carolina, usa",
130195,"amsterdam, n/a, netherlands",25.0
130196,"hacienda heights, california, usa",39.0
130199,"canoga park, california, usa",20.0
130204,"puchong, selangor, malaysia",35.0
130205,"utrecht, n/a, netherlands",23.0
130211,"melbourne, victoria, australia",44.0
130215,"arlington, virginia, usa",34.0
130216,"centre, alabama, usa",31.0
130221,"louisville, kentucky, usa",49.0
130224,"cornwall, new york, usa",27.0
130226,"louisville, kentucky, usa",24.0
130236,"cary, north carolina, usa",
130237,"haiku, hawaii, usa",
130242,"hollywood, florida, usa",47.0
130243,"winnipeg, manitoba, canada",
